Dialogue,Emotions
What the,"Surprise, Confusion, Frustration"
"Boy, you are","Confidence, Surprise, Excitement"
"(angrily) BACK OFF!!! (She starts banging on their door.) Get up! Getup! Get up! God damn it! Get up, get up, get up, get up, get up!!","Anger, Fear, Frustration"
,"Neutral, Confusion, Frustration"
You!,"Anger, Fear, Surprise"
It’s the chick! She’s…going through some changes.,"Neutral, Surprise, Confusion"
What kind of changes?,Neutral
Well the vet seems to think that’s she’s becoming a rooster.(The rooster crows.) We’re getting a second opinion.,"Surprise, Confusion, Frustration"
Hey!,"Happiness, Excitement, Anticipation"
"Hey, what are you doing shopping at eight in the morning?","Neutral, Confusion, Frustration"
"Well, I’ve been up since six. Thanks to","Contentment, Confidence, Neutral"
You guys you really should get rid of those animals. They shouldn’tbe living in an apartment.,"Neutral, Disgust, Frustration"
Yeah! Especially not with all of these knives and cookbooks around…,"Fear, Disgust, Confusion"
"All right. I’m gonna go to the fertility doctor and um, see ifI’m ready to have Frank and Alice’s embryo transferred into my uterus.","Confidence, Excitement, Anticipation"
"Now, how will they know if you’re ready?","Confidence, Excitement, Anticipation"
"Oh, they’re just gonna umm, look to see if my endometria layer isthick.","Confidence, Neutral, Frustration"
"Oh, I can uh, check that for ya.","Contentment, Confidence, Neutral"
"Okay everyone, think thick.","Confidence, Excitement, Optimism"
Good-bye! Good luck! (She opens the door to reveal Monica and Joey.),"Excitement, Anticipation, Optimism"
Hi! Wish me luck!,"Happiness, Excitement, Optimism"
"Oh, good luck.","Confidence, Neutral, Optimism"
Good luck. (to Monica) And I’m still right!,"Confidence, Anticipation, Frustration"
That is sooo not true!,"Confidence, Disgust, Frustration"
What?,"Surprise, Confusion, Frustration"
She’s mad because I know today’s her laundry day and that meansshe’s wearing her old lady underpants.,"Disgust, Frustration"
I can check that for ya.,"Contentment, Confidence, Neutral"
I just—I can’t believe that you think that you and Chandlerknow me and Rachel better than we know you.,"Confusion, Frustration"
Well… we-we do.,"Neutral, Confusion, Frustration"
"Yeah, what’s that about?",Confusion
"(to Rachel) And you… Ross, I believe, if you check Rachel’sbag you will find a half-eaten box of cookies in there.","Confidence, Surprise, Frustration"
"(He does so, and finds a half-eaten box of cookies.) You’re good.(Tries a cookie.) These are not.","Neutral, Surprise, Disgust"
I’m,"Confidence, Neutral, Nostalgia"
Yeah.,Neutral
"Oh yeah? Ross, how many items left in that bag?","Confidence, Surprise, Frustration"
Five.,Neutral
"Okay, ten bucks says that we can name every item in that bag.","Confidence, Excitement, Optimism"
How many guesses do you get?,"Confidence, Excitement, Anticipation"
Six.,"Confidence, Neutral, Frustration"
Challenge extended.,"Confidence, Excitement, Anticipation"
Deal!,"Contentment, Confidence, Excitement"
Challenge excepted.,"Confidence, Excitement, Anticipation"
"All right, we’ll start with…apples.","Contentment, Confidence, Neutral"
We’ll be starting with apples.,"Confidence, Neutral, Anticipation"
(to Ross) Stop that now!,"Anger, Frustration"
Yes!,"Happiness, Excitement, Optimism"
"Okay. Uhh, tortilla chips, yogurt.","Contentment, Neutral, Confusion"
Diet soda.,Neutral
Yes. Yes. Yes. (They’re perfect so far.),"Happiness, Excitement, Optimism"
Orange juice.,Neutral
No! There’s no orange juice in there! We win!!,"Happiness, Confidence, Excitement"
Ha-ha!,"Happiness, Confidence, Excitement"
They,"Neutral, Confusion, Frustration"
"Okay, well, we won that one.","Happiness, Confidence, Excitement"
"Okay, the last thing…","Contentment, Neutral, Anticipation"
"Oh-oh, oh, oh-oh! (Whispers something in Joey’s ear.)","Surprise, Excitement, Anticipation"
"No-no, not for like another two weeks.","Contentment, Anticipation, Frustration"
I got it! Scotch… tape. (They’re right.),"Confidence, Surprise, Excitement"
How did you know she would buy scotch tape?,"Confidence, Surprise, Anticipation"
"Well, we used there’s up last night making scary faces.","Fear, Surprise, Excitement"
"Aww, man!",Frustration
All right! Ten buck! Fork it over! Cough it up! Pay the piper! Gimmeit.,"Confidence, Anger, Frustration"
"That does not mean you know us better, I-I want a rematch.","Confidence, Frustration, Optimism"
"Yeah, and none of these stupid grocery questions, real personalquestions.","Confidence, Excitement, Frustration"
Yeah! And the winner gets a hundred bucks.,"Happiness, Confidence, Excitement"
Serious?,"Neutral, Surprise, Confusion"
Are you scared?,"Fear, Anticipation, Confusion"
"No! All right, who-who makes up the questions?","Anger, Confusion, Frustration"
Ross will do it.,"Confidence, Neutral, Excitement"
"Oh sure, Ross will do it!"" It’s not like he has a job","Confidence, Neutral, Frustration"
