Dialogue,Emotions
Hey!! We are,"Happiness, Confidence, Excitement"
(Returning carrying a couple of rusted lawn chairs) Huh?!,"Surprise, Confusion, Frustration"
Wow! Really?! We get all this rusty crap for free?!,"Surprise, Disgust, Excitement"
Uh-huh. This,"Neutral, Confusion, Frustration"
Could we,"Neutral, Confusion, Optimism"
"Because I need the money, and I thought that it’d be agreat way to get rid of that last little schmidgen of self-respect.","Neutral, Disgust, Frustration"
"Come on, I think this is a good thing. I don’t think Momwould’ve hired you if she didn’t think you were good at what you do.","Confidence, Excitement, Optimism"
"(entering) Hey! Umm, do you guys have any juice?","Happiness, Excitement, Anticipation"
Just pickle.,Neutral
"Hey uh, Rach, funny story. I ah, bumped into Joanna on thestreet yesterday.","Surprise, Excitement, Nostalgia"
"My boss, Joanna? Wow, that must’ve been awkward.","Surprise, Frustration"
"Well, no, actually she uh, asked me if I wanted to get adrink.","Neutral, Anticipation, Confusion"
(laughs) No. No!,"Happiness, Fear, Surprise"
"Well, not at first.","Neutral, Confusion, Frustration"
What is she doing here?,"Surprise, Confusion, Frustration"
"I don’t understand! Last time you went out with her yousaid she was a ‘big, dull dud.’","Surprise, Confusion, Frustration"
"Well, I think I judged her too quickly, and this time wewere able to take the relationship to the next level.","Happiness, Contentment, Confidence"
"Oh, come on! It’s not like this is an everydayoccurrence for me! I mean usually I’m pretty much just in there by myself.","Neutral, Surprise, Frustration"
"Chandler!! (He turns around quickly) Promise me, you will endit.","Sadness, Fear, Confusion"
"Okay, I promise, I’ll end it.","Confidence, Sadness, Frustration"
"Yeah-eh-eah! (Rachel glares at him) Oh-oh, sorry, I-I knew whathe meant.",Anger
(entering) How’s the hired help?,"Neutral, Disgust, Frustration"
"Doing great, the quiches are coming along.","Happiness, Contentment, Excitement"
What’s this? Blue nail polish?,"Surprise, Confusion"
"Ahh, that’s what your Grandmother’s handslooked like when we found her.","Sadness, Disgust, Nostalgia"
Let me ask you a question.,"Confidence, Neutral, Anticipation"
Why did you hire me?,"Confusion, Frustration"
"Oh, well Richard raved about the food at his party, ofcourse you were sleeping with him. Then I heard the food at that lesbian wedding was verynice, I assume you weren’t sleeping with anybody there. Though, at least that wouldbe something. (Leaves)","Anger, Disgust, Frustration"
(to Phoebe) Oh my God! Did you hear that? She hired me becauseshe thinks I’m good.,"Happiness, Confidence, Surprise"
"Okay, I didn’t hear that.","Neutral, Confusion, Frustration"
"Oh yeah, she didn’t hire me out of pity, it wasn’tso she could pick on me in front of her friends, she actually thinks I’m good.","Happiness, Confidence, Surprise"
"Wow! And hey, it’s cool if you’re a lesbian! (Givesher a thumbs up)",Happiness
"(Entering before Joey can say anything) Good afternoon,are you the decision maker of the house?","Confidence, Surprise, Frustration"
Uhhhh. (He’s not sure),"Neutral, Confusion, Frustration"
"Do you ah, currently own a set of encyclopedias?","Neutral, Anticipation"
"No! No. But ah, try the classifieds, people sell everything inthere.",Neutral
"Actually, I’m not buying. I’m selling. Let meask you one question. Do your friends ever have a conversation and you just nod along eventhough you’re not really sure what they’re talking about?","Neutral, Confusion, Frustration"
"Oh yeah, I totally agree.",Confidence
…I think he deserves a Nobel Prize. (Joey starts to nod‘Yes.’),"Happiness, Excitement, Optimism"
Nooo!! (Joey quickly stops nodding his head.),"Sadness, Fear, Surprise"
"…it was like the Algonquin kids table. (They all laugh,but Joey only laughs not to be left out.)",Happiness
"(Interrupting the flashback) Excuse me, I’m sorry,you haven’t said anything for about two and a half minutes, are you at allinterested?","Confusion, Frustration"
Yeah-well-yeah! Yeah-oh-yeah. Come on in.,"Happiness, Confidence, Excitement"
That’s weird.,"Neutral, Surprise, Confusion"
What?,"Surprise, Confusion, Frustration"
Your nails.,Neutral
"Oh, I know, I never wear fake ones. I just did it so my Momwouldn’t give me grief about me biting them.","Confusion, Frustration, Optimism"
"Oh, no, I meant that it’s weird that you only have ninenow.","Surprise, Confusion, Frustration"
"(Looks at her nails) Oh my God. Wait a minute, I had themput… (realises) Oh my God! It’s in the quiche! Oh My God!","Fear, Surprise, Disgust"
"Okay, don’t panic. I’m gonna go to the store,I’m gonna get you another set of nails, no one’s gonna know, and you’regonna look great. (She runs over to get her coat.) Oh! Oh, it’s ‘causethey’re gonna eat—that’s the problem.","Confidence, Excitement, Optimism"
