Dialogue,Emotions
Oh my God! I can’t believe my little brother is married!,"Surprise, Excitement"
Oh I know!! (Both he and Alice squeal hysterically),"Happiness, Surprise, Excitement"
"You guys, why didn’t you tell me you were eloping?","Surprise, Confusion, Frustration"
"‘Cause it just sorta happened, y’know we were at thecourthouse, we were having lunch…","Contentment, Neutral, Anticipation"
"Wait, wait, why were you at the courthouse?","Surprise, Confusion"
"We were having lunch. Yeah and then all of the sudden we were like,Hey! Y'know","Happiness, Surprise, Excitement"
"Wow, a year and a half ago I didn’t even know I had a brother, andnow I have a sister too. (They all hug, and Frank and Alice start kissing.) Okay. Okay.Stop it, don’t. So, I gotta get you a gift now. Is there anything you need?","Happiness, Surprise, Love"
"Uhh, yeah.","Neutral, Confusion, Frustration"
"We’ve been trying to get pregnant, uh pretty much ever since we gotengaged, we thought we’d get a jump on things, y’know no one’s getting anyyounger.","Excitement, Anticipation, Optimism"
"See the thing is umm, we’re not able to y’know, uh, conceive.","Confusion, Frustration, Longing"
"And we’ve tried everything, we’ve seen a bunch of doctors.","Confusion, Frustration"
"Yeah, and they-and they say that our-that our only chance to have a babyis that if they take my sperm, her egg and put it together in a dish and then put it intoanother girl. So we were wondering if you could be the girl that we could put it into.","Happiness, Love, Excitement"
(shocked) That’s a really nice gift. I was thinking of like a gravyboat.,"Surprise, Disgust, Frustration"
"(entering with Ross) Hey! You guys! Check it out, check it out! (He’swearing a blue blazer) Guess which job I got.","Happiness, Excitement, Anticipation"
"I don’t know, but Donald Trump wants his blue blazer black.","Disgust, Confusion, Frustration"
What?,"Surprise, Confusion, Frustration"
Blue blazer back. He-he wants it back.,"Confidence, Anticipation, Frustration"
But you-you said black. Why would he want his blue blazer black?,"Surprise, Confusion, Frustration"
"Well, you-you know what I meant.","Anticipation, Confusion, Frustration"
"No, you messed it up. You’re stupid.","Anger, Disgust, Frustration"
So what job did you get Joe?,"Neutral, Anticipation"
"Oh, ah, tour guide at the museum. Yeah, Ross got it for me.","Happiness, Contentment, Excitement"
"Well, how can you be a tour guide, don’t you have to be a dinosaurexpert or something?","Confusion, Frustration"
"No, not really. They give you all the information, it’s uh, it’slike memorizing a script. (Making like a tour guide) And on your left","Neutral, Confusion, Frustration"
Great!! That’s great!,"Happiness, Excitement, Optimism"
"Uh actually Joey, it’s the Cretasous period.",Confidence
"Yeah but, I can pronounce Jurassic.","Confidence, Frustration, Optimism"
(entering) Hey!!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
"Guess what. Frank Jr., and Alice got married!","Happiness, Surprise, Excitement"
Oh my God!!,"Fear, Surprise, Excitement"
"And! And, they’re gonna have a baby! (The gang is shocked.) And!And, they want me to grow it for them in my uterus. (The gang is stunned into silence.)","Surprise, Confusion"
My God!,"Fear, Surprise, Disgust"
Are you serious?,"Surprise, Confusion, Frustration"
Yeah,"Contentment, Neutral, Confusion"
You’re really thinking about having sex with your brother?!,"Disgust, Confusion"
"Ewww! And Oh no!"" It’s—they just want me to be thesurrogate. It’s her-it’s her egg and her sperm","Fear, Surprise, Disgust"
Huh.,"Neutral, Confusion, Frustration"
What did you tell them?,"Anticipation, Confusion, Frustration"
"Well, they said that I had to think about it first, but what is there tothink about? I’m gonna be giving them the greatest gift you can possibly give.","Confidence, Excitement, Optimism"
You’re gonna be carrying their baby and give them a,"Happiness, Love, Excitement"
"Honey, this really is an incredible thing to do for them, but there arethings to think about.","Contentment, Confusion, Frustration"
"Yeah, like you’re gonna be pregnant. I mean pregnant.","Anger, Surprise, Disgust"
I know!,"Happiness, Confidence, Excitement"
"Pheebs, you’re talking about putting your body through an awful lot,I mean morning sickness, uhh, labour, and it’s all for somebody else!","Neutral, Sadness, Frustration"
"Yeah, what’s your point?","Confidence, Neutral, Frustration"
"Well, the stuff I just mentioned.","Confidence, Neutral, Frustration"
Wow! I don’t know if I could ever do that. I always figured thefirst time I had a baby was with somebody I love and that baby would be a…keeper.,"Sadness, Surprise, Love"
Y'know you guys were a lot more supportive when I wanted to make denimfurniture.,"Neutral, Frustration, Longing"
"No, Pheebs, listen, if you decide to do this, we’ll be supportivelike crazy.","Love, Excitement, Optimism"
Yeah.,Neutral
We just want you to think it through.,"Confidence, Neutral, Frustration"
"Yeah, honey, maybe you can talk to somebody who’s had a baby. Likeyour mom?","Confidence, Neutral, Frustration"
My mom never gave birth. Oh! But my birth mom did.,"Sadness, Surprise, Love"
"Umm, (moves her hand’s down to his butt) I love this touchy. Can Itake it to work with me?",Unknown
"Oh, yeah, sure, it’s not mine anyway. It can with the pants.","Neutral, Confusion, Frustration"
Oh! (They kiss and she leaves),"Happiness, Love, Excitement"
I am so jealous.,"Sadness, Frustration"
You guys are really right…there aren’t you?,"Confidence, Neutral, Frustration"
Yes. Right where?,"Anticipation, Confusion, Frustration"
In the beginning where y’know it’s all sex and talking and sexand talking and…,"Excitement, Anticipation, Frustration"
"Yeah, you-you gotta love the talking.","Happiness, Contentment, Excitement"
And the sex?,"Neutral, Confusion, Frustration"
"All right, we haven’t had sex yet. Okay, what’s the bigdeal? Y’know? This is special, and I want our love to grow until we move on to thenext level.","Love, Excitement, Anticipation"
"Oh, Chandler that is so nice.","Happiness, Contentment"
That is really nice…lying! No way is that the reason!,"Anger, Disgust, Frustration"
Why? Just because you’re not mature enough to understand somethinglike that?!,"Anger, Confusion, Frustration"
"No, he’s right, I’m totally lying.","Confidence, Disgust, Frustration"
Then what is it?,"Anticipation, Confusion, Frustration"
"Well, Kathy’s last boyfriend was Joey.","Contentment, Neutral, Excitement"
And you’re afraid you won’t be able to…fill his shoes.,"Sadness, Fear, Nostalgia"
"No, I’m afraid I won’t be able to make love as well as him.","Sadness, Fear"
"Yeah, I was going for the metaphor.","Confidence, Neutral, Confusion"
"Yes, and I was saying the actual words.","Confidence, Frustration"
"So big deal, so Joey’s had a lot of girlfriends, it doesn’tmean he’s great in bed.","Neutral, Disgust, Frustration"
"We share a wall! So either he’s great in bed, or she just likesto agree with him a lot.","Contentment, Surprise"
"Sweetie, with you it’s gonna be different. The sex is gonna begreat, ‘cause you-you guys are in love.","Love, Excitement, Optimism"
Yeah?,"Confidence, Neutral"
Yeah!,"Happiness, Confidence, Excitement"
Just go for it Chandler.,"Confidence, Excitement, Optimism"
"Yeah, you should.","Confidence, Neutral, Optimism"
"Yeah, you should, really.","Happiness, Confidence"
Go on.,"Confidence, Excitement, Anticipation"
"All right, all right, I’ll go sleep with my girlfriend. ButI’m just doing it for you guys.","Neutral, Frustration"
"Okay, now the Mastodon is from the semi-late Jurassic period.","Confidence, Excitement, Anticipation"
Isn’t the Mastodon from the Pliocene Epic?,"Surprise, Nostalgia, Confusion"
"Shhh! This is a museum, no talking. Right down here, (Motions to afossilised dinosaur foot.) we have a large foot. (Sees Ross working in one of the displaycases.) Uhh, and over here we have Ross Geller. (Knocks on the glass) Everyone wave‘Hi’ to Ross. Ross is one of our most important scientists, look at him, hard atwork. (Ross does the old Putting a cigarette in your ear and pulling it out of yourmouth trick."") Okay","Confidence, Excitement"
It’s open! Come in!,"Happiness, Confidence, Excitement"
Hi!,"Happiness, Excitement, Optimism"
Hi!,"Happiness, Excitement, Optimism"
"I’m sorry, I’m late.","Neutral, Frustration"
"Oh, that’s okay, it gave me time to finish glazing my nipples.","Confidence, Surprise"
Wow! You really go all out when you’re expecting company.,"Happiness, Surprise, Excitement"
"No, I was working on my pottery.","Contentment, Neutral, Frustration"
"Oh! Ooh! Oh, I didn’t know that you did…pot.","Surprise, Disgust, Confusion"
"Well, yeah, mostly nudes. It combines my two passions, pottery anderotica.","Happiness, Confidence, Excitement"
"Ooh, erotiery!","Surprise, Excitement, Anticipation"
Hey! Okay! Well thanks for coming out to see me. I just-I justthought it would be a very good idea to talk about this baby stuff in person.Y’know…,"Happiness, Excitement, Nostalgia"
Okay.,Neutral
"I really don’t think it’s a very good idea, Phoebe.","Neutral, Frustration"
Why not?,"Confidence, Excitement, Optimism"
"Well, because you’d be giving up a baby, and I-I reallydon’t—I don’t know if there’s anything I can say that could make youunderstand the pain of giving up a baby. So, umm, (Picks up a puppy in the box next to thecouch.)","Sadness, Confusion, Frustration"
Oh no! No-no! I understand the pain! Don’t-don’t hurt thepuppy.,"Sadness, Fear"
"No-no-no, the-the puppy’s yours.","Happiness, Confidence, Excitement"
"Oh, I get a puppy!!","Happiness, Excitement, Anticipation"
"Well, yeah! I mean yeah, but only for three days.","Contentment, Excitement, Anticipation"
Why?,Confusion
"I realise I don’t have any right to start get all parenty on youand everything now, but umm, (Sees that Phoebe isn’t paying attention and is busymimicking the puppy.) uhh… Phoebe, would you please look at me and not the puppy,it’s very important.","Nostalgia, Frustration"
Okay.,Neutral
"I mean, I know what I’m talking about. I gave up two babies, andI only wish I had someone there that had given up babies, that could tell me how terribleit is to give up babies. I just think that, it would be something you will regret everysingle day for the rest of your life. So, how ever hard it is to give up this puppy, itwould be like a million times harder to give up a child. (Phoebe is playing with the puppyagain, and not listening) I really shouldn’t have given you the puppy first.","Sadness, Frustration"
"All right, I’m sorry.",Sadness
"Uhh, do you mind sitting there. I’m-I’m saving this for myfriend Ross.","Neutral, Anticipation, Frustration"
You mean Dr. Geller?,"Neutral, Anticipation, Confusion"
Doctor? Wow! I didn’t know he had a nickname.,"Surprise, Excitement"
"Oh, he won’t sit here. Only the people in the white coats sitover there, (Points to there table) and only the people in the blue blazers sit here.","Confidence, Neutral, Frustration"
"Well, how-how come?","Confusion, Frustration"
That’s just the way it is.,Neutral
That’s crazy.,"Surprise, Disgust, Confusion"
"Maybe it’s crazy in a perfect world, a world without lab coatsand blazers, but you not in a perfect world, you in a museum now. See that scientist inthe classes, he and I used to play together all the time in grade school, butnow…(Turns around) Peter! Hey, Peter! It’s me Rhonda! From PS-129! I shared mypuddin’ which you man! I gave you my","Happiness, Surprise, Nostalgia"
"I-I think everybody’s pretending they don’t hear you. Anyway,look, I don’t know about you and your jackets and your separate tables, but Ross isone of my best friends, and if I save him a seat, I’m telling you, he","Confidence, Frustration, Optimism"
"That’s okay, I’m cool over here. I’ll catch up with youlater, Joey. (Joey is shocked.)","Confidence, Surprise, Frustration"
"Op, this is saved. (Joey wonders why) Gift shop.","Surprise, Confusion, Frustration"
"(entering) Hey, uh, I’m really, really sorry about what happened inthe cafeteria today.",Sadness
"It’s no big deal. Hey, y’know, you do what you gotta do. Right?","Contentment, Neutral, Optimism"
"But hey, it’s not just me, I mean the scientists and the tour guides","Confidence, Excitement, Optimism"
Whatever.,"Neutral, Disgust, Frustration"
"It’s like that everywhere, Joey! Okay, Mon, back me up here. Whereyou work the uh, waiters eat with the waiters, right? And the chefs eat with the otherchefs, right?","Confidence, Frustration, Optimism"
I eat by myself in the alley because everybody hates me.,"Sadness, Anger, Disgust"
"Look, Ross, really it’s-it’s no big deal. Y’know you wear awhite coat, I wear a blue blazer, if that means we can’t be friends at work, then sobe it. Y’know, hey I understand. Y’know? Hey, when I’m in a play andyou’re in the audience, I don’t talk to you, right? So it’s y’know,it’s uh, it’s cool. I’ll see you tomorrow. (Leaves)","Neutral, Confusion, Frustration"
"Yeah, when we’re in the audience he doesn’t talk to us, but hedoes wave.","Neutral, Confusion, Frustration"
Hi.,"Happiness, Contentment, Neutral"
Hey!,"Happiness, Surprise, Excitement"
Why is Phoebe singing to Carl Mulden?,"Surprise, Excitement, Anticipation"
"Ooh, y’know what, I think it’s time for puppy to go out again.Come on, let’s go to the balcony.","Happiness, Contentment, Excitement"
What?!,"Surprise, Confusion, Frustration"
"Umm, the street. Come on, let’s go to the street. Ooh, listen,don’t go onto the balcony until after I get back. (Leaves)","Fear, Excitement, Anticipation"
"(to Chandler) So, did you do it?","Neutral, Anticipation, Confusion"
"Yes, yes, we had the sex.","Happiness, Contentment, Confidence"
"Uh-oh, it was bad?","Sadness, Fear, Surprise"
"It was fine, y’know? But she didn’t agree with me asstrongly as she agreed with Joey. She was more like, I see you point","Neutral, Confusion, Frustration"
"Well, it was the first time. Y’know, there’s not always a lotof agreement the first time.","Neutral, Confusion, Frustration"
"Yeah, not girls anyway, guys agree (snaps her fingers) like that.","Confidence, Excitement"
"Look, you have to help me! Okay? I mean, I know what to do with awoman, y’know, I know where everything goes, it’s always nice. But I need toknow what makes it go from nice to, My God! Somebody’s killing her inthere!""""","Fear, Confusion, Frustration"
"All right, I’m gonna show you something a lot of guys don’tknow. Rach, give me that pad, please? (She does so and Monica starts drawing on it) Allright. Now…","Confidence, Excitement, Anticipation"
"Look, you don’t have to draw an actual wo—whoa! She’shot!","Surprise, Excitement"
"Now everybody knows the basic erogenous zones. (She starts labellingthem) You got one, two three, four (Chandler is shocked to find out there’s more thanthree), five, six, and seven!",Surprise
(shocked) There are seven?!,"Fear, Surprise"
"Let me see that. (Monica shows her) Oh, yeah.","Happiness, Confidence, Excitement"
(Points to one) That’s one?,"Confidence, Surprise, Excitement"
It’s kind of an important one!,"Excitement, Anticipation, Optimism"
"Oh, y’know-y’know what, I was looking at it upside down.","Surprise, Confusion, Frustration"
"Well, y’know, sometimes that helps. (She realises what thatcould’ve meant.)","Surprise, Confusion"
"(continuing) Now, most guys will hit uh, 1-2-3 and then go to 7 and setup camp.","Contentment, Confidence, Optimism"
That-that’s bad?,"Surprise, Confusion, Frustration"
Well if you go to,"Confidence, Neutral, Anticipation"
Well you might if it were anything like 7!,"Confidence, Excitement, Optimism"
"All right uh, the important thing is to take your time, you want to hit‘em all, and you mix ‘em up. You gotta keep them on their toes.","Confidence, Excitement, Anticipation"
"Oo, toes!! Well, for some people. (Chandler eyes her and her toes.)","Neutral, Surprise, Disgust"
"All right. Umm, you could uh start out with a little 1, a 2, a 1-2-3, 3,5, a 4, a 3-2, 2, a 2-4-6, 2-4-6, 4, (Rachel starts getting worked up) 2, 2, 4-7, 5-7,6-7, 7, …7..…7…7-7-7-7-7-7-7-7-7-7-7-7…(mouths 7)! (They both leanback on the couch satisfied.)","Contentment, Confidence, Excitement"
"Dr. Geller, there’s a seat over here. (Motions toan empty chair at the ‘white’ table.)","Confidence, Neutral, Anticipation"
"Thank you, Dr. Phillips, but I’m having my lunch at this table, herein the middle. I’m having lunch right here, with my good friend Joey, if he’llsit with me.","Happiness, Contentment, Love"
(standing up) I will sit with you Dr. Geller. (He goes over to his tableand they shake hands.),"Happiness, Confidence, Excitement"
"Y'know, we work in a museum of natural history, and yet there is somethingunnatural about the way we eat lunch. Now, I look around this cafeteria, and y’knowwhat I see, I see-I see division. Division, between people in white coats and people inblue blazers, and I ask myself, My God why?!"" Now","Sadness, Anger, Confusion"
"(stands up, and throws his coat on the floor) I’m Joey! I’m anactor! I don’t know squat about dinosaurs!","Confidence, Anger, Frustration"
"(standing up and removing his coat) I’m Ted, and I justmoved here a month ago, and New York really scares me.","Sadness, Fear, Confusion"
"All right, there you go!","Happiness, Contentment, Excitement"
"Yeah, you hang in there Teddy!","Happiness, Confidence"
"I’m Andrew, and I didn’t pay for this pear.","Confidence, Disgust, Frustration"
"Okay, good-good for you.","Happiness, Contentment, Optimism"
"I’m Rhonda, (motions to her breasts) and these aren’treal! (Joey and Ross look at each other, shocked)","Surprise, Disgust"
"Wow, Rhonda.","Happiness, Surprise, Excitement"
I’m Scott.,"Contentment, Confidence, Neutral"
"Yeah, okay, Scott!","Happiness, Confidence, Excitement"
And I need to flip the light switch on and off 17 timesbefore I leave a room or my family will die.,Fear
"My mom’s gonna be here any minute. I can’t do this, Ican’t give him up. Yes—no, I can. I don’t want to. But I can. No.","Sadness, Fear, Confusion"
"Oo, I can’t watch this, it’s like","Neutral, Disgust, Frustration"
"Y’know, I never saw that.","Neutral, Surprise, Confusion"
"Ooh, it was only okay.",Neutral
"Ooh, I can’t do this. My mom was right. If I can’t-if Ican’t give him up, then there’s no way I can give up a baby. Ohh, God, Frank andAlice are gonna be so crushed. What-what else, what else can I give ‘em—akidney!","Sadness, Fear, Frustration"
(entering with Frank) Hi!,"Happiness, Confidence, Excitement"
Hi!,"Happiness, Excitement, Optimism"
"Uhh, we were just in the neighbourhood, so…","Neutral, Confusion, Frustration"
"Yeah, so we just thought we’d stop by and let you know there’sstill no pressure.","Contentment, Confidence, Neutral"
"None. But if there was something you wanted to tell us, we’re justgonna be right over there (points to the counter) having coffee.","Contentment, Confidence, Neutral"
Okay.,"Contentment, Confidence, Neutral"
"(noticing the puppy) Oh, who’s this little guy?! (Grabs the puppy)","Happiness, Love, Excitement"
Oh! Ooh! Umm!,"Surprise, Excitement, Confusion"
"Oh, he’s so cute, he reminds me of my old dog, Tumour.","Happiness, Love, Nostalgia"
"You are so precious, I could just take you home.","Happiness, Love, Excitement"
"Hey, why don’t you?","Confidence, Excitement, Anticipation"
Are you serious?,"Surprise, Confusion, Frustration"
"Uh-huh, yeah!","Happiness, Confidence, Excitement"
"Oh, thanks.","Happiness, Contentment, Neutral"
What are you doing?,"Neutral, Anticipation, Confusion"
"No, I’m really okay with this. Y’know why? ‘Cause look atthem, and I made that, so… I know it’s gonna be like a million times harder togive up a baby but, oh my God, it’s gonna feel like a million times better, right? Iwanna do this. (To Frank and Alice) I wanna carry your baby.","Happiness, Love, Excitement"
(shocked) Oh! Oh! Oh! Thank you so much! You don’t know what thismeans to us! Oh!,"Happiness, Surprise"
"Oh my God, I think I’m gonna cry!","Sadness, Surprise, Excitement"
It’s gonna be so great.,"Happiness, Excitement, Optimism"
