Dialogue,Emotions
"(reading the program) Ooh! Look! Look! Look! Look, there's Joey'spicture! This is so exciting!","Happiness, Surprise, Excitement"
"You can always spot someone who's never seen one of his plays before.Notice, no fear, no sense of impending doom...","Neutral, Surprise, Confusion"
"The exclamation point in the title scares me. (Gesturing) Y'know, it'snot just","Fear, Surprise, Confusion"
"Oh, shhh, shh. Magic is about to happen.","Excitement, Anticipation, Optimism"
"Vell, Eva, ve've done some excellent vork here, and I vould have to say,your pwoblem is qviiite clear. (He goes into a song and dance number.)","Happiness, Contentment, Confidence"
God. I feel violated.,"Sadness, Disgust"
"Did anybody else feel they just wanted to peel the skin off their body,to have something else to do?","Sadness, Disgust, Frustration"
"(staring at a woman across the room) Ross, ten o'clock.","Surprise, Excitement"
Is it? Feels like two.,"Contentment, Neutral, Confusion"
"No,",Neutral
What?,"Surprise, Confusion, Frustration"
"(sighs and gestures to explain) There's a beautiful woman at eight,nine, ten o'clock!","Happiness, Love, Excitement"
Oh. Hel-lo!,"Happiness, Surprise, Excitement"
"She's amazing! She makes the women that I dream about look like short,fat, bald men!","Confidence, Excitement, Optimism"
"Well, go over to her! She's not with anyone.","Confidence, Excitement, Optimism"
"Oh yeah, and what would my opening line be? 'Excuse me.Blarrglarrghh.'","Confidence, Surprise, Frustration"
"Oh, c'mon. She's a person, you can do it!","Confidence, Optimism"
"Oh please, could she","Confidence, Disgust, Frustration"
He could never get a woman like that in a million years.,"Confidence, Frustration"
"Thank you, buddy.","Happiness, Contentment, Confidence"
"Oh, oh, but y'know, you always see these really beautiful women withthese really nothing guys, you could be one of those guys.","Confidence, Frustration"
You could do that!,"Confidence, Excitement, Optimism"
Y'think?,"Confidence, Neutral, Frustration"
Yeah!,"Happiness, Confidence, Excitement"
"Oh God, I can't believe I'm even considering this... I'm very veryaware of my tongue...","Fear, Confusion, Frustration"
C'mon! C'mon!,"Excitement, Anticipation, Frustration"
Here goes. (He walks over to her but just stands there.),"Confidence, Anticipation, Frustration"
...Yes?,"Neutral, Anticipation, Confusion"
"Hi.... um... okay, next word... would be... Chandler! Chandler is myname, and, uh...(He clears his throat noisily)...hi.",Confusion
"Yes, you said that.","Neutral, Confusion, Frustration"
"Yes, yes I did, but what I didn't say was what I was about to say,what I wanted to say was, uh... would you like to go out with me sometime, thankyou,goodnight. (He walks back to the others but she calls him back.)","Excitement, Anticipation"
Chandler?,Neutral
Hey! You're in a play! I didn't know you could dance! You had a beard!,"Surprise, Excitement, Confusion"
Whadja think?,"Happiness, Contentment, Excitement"
...Hey! You're in a play! I didn't know you could dance! You had a beard!,"Surprise, Excitement, Confusion"
"C'mon, you guys, it wasn't that bad. It was better than that thing I didwith the trolls, at least you got to see my head.","Contentment, Confidence, Optimism"
(admitting) Saw your head. Saw your head.,"Neutral, Surprise, Confusion"
"(running back) She said yes!! She said yes!! (To Joey) Awful play,man. Whoah. (To All) Her name's Aurora, and she's Italian, and she pronounces my name'Chand-lrr'. 'Chand-lrr'. I think I like it better that way. (To Joey) Oh, listen, theusher gave me this to give to you. (He fishes a card out of his pocket.)","Happiness, Surprise, Excitement"
What is it?,"Neutral, Anticipation, Confusion"
"The Estelle Leonard Talent Agency. Wow, an agency left me its card! Maybethey wanna sign me!",Excitement
Based on,"Confidence, Neutral, Anticipation"
"Hey, kids.","Happiness, Contentment, Excitement"
Hey.,Neutral
"(reading Monica's palm) No, 'cause this line is passion, and this is...just a line.","Neutral, Confusion, Frustration"
"Well, I can't believe I've been here almost seven seconds and youhaven't asked me how my date went.","Surprise, Anticipation, Frustration"
"Oh, right, right. How was your date, 'Chand-lrr'?","Happiness, Contentment, Excitement"
It was unbelievable. I-I've never met anyone like her. She's had themost amazing life! She was in the Israeli army...,Excitement
"...Luckily none of the bullets hit the engine block. So, we made itto the border, but just barely, and I- ...I've been talking about myself all night long,I'm sorry. What about you? Tell me one of your stories.","Neutral, Fear, Excitement"
"Alright. Once I got on the subway, right, and it was at night, and Irode it all the way to Brooklyn... just for the hell of it.",Excitement
We talked 'til like two. It was this perfect evening... more orless.,"Happiness, Contentment, Nostalgia"
...All of a sudden we realised we were in Yammon.,"Surprise, Excitement, Confusion"
"Oh, I'm sorry, so 'we' is?","Sadness, Confusion, Frustration"
'We' would be me and Rick.,"Happiness, Contentment, Confidence"
Who's Rick?,"Anticipation, Confusion"
Who's Rick?,"Neutral, Confusion, Frustration"
My husband.,"Happiness, Love, Excitement"
Ooooohhh.,"Surprise, Excitement, Anticipation"
"Oh, so you're divorced?","Neutral, Surprise"
No.,"Neutral, Confusion, Frustration"
"Oh, I'm sorry, then you're widowed?...Hopefully?","Sadness, Nostalgia, Confusion"
"No, I'm still married.","Neutral, Sadness, Frustration"
"So tell me, how do- how do you think your husband would feel about yousitting here with me?...Sliding your foot so far up my pant leg you can count the changein my pocket?","Anger, Disgust, Confusion"
"Don't worry. I imagine he'd be okay with you because really, he's okaywith Ethan.","Contentment, Confidence, Neutral"
"Ethan? There's, there's an Ethan?","Surprise, Excitement, Confusion"
Mmmm... Ethan is my... boyfriend.,"Happiness, Love, Excitement"
What?!,"Surprise, Confusion"
"So explain something to me here, uh, what kind of a relationship doyou imagine us having if you already have a husband and a boyfriend?","Confusion, Frustration"
I suppose mainly sexual.,"Disgust, Confusion, Frustration"
...Hm.,Neutral
Oh. I'm sorry it didn't work out.,"Neutral, Sadness"
What 'not work out'? I'm seeing her again on Thursday. Didn't youlisten to the story?,"Confidence, Confusion, Frustration"
"Didn't you listen to the story? I mean, this is twisted! How could youget involved with a woman like this?","Anger, Disgust, Frustration"
"Well, y'know, I had some trouble with it at first too, but the way Ilook at it is, I get all the good stuff: all the fun, all the talking, all the sex; and","Happiness, Contentment, Excitement"
"Oh, yeah. That is not true. Ross, is this your fantasy?","Confusion, Frustration"
"No, of course not! (Thinks) ...Yeah, yeah, it is.","Confidence, Confusion, Frustration"
What? So you guys don't mind going out with someone else who's going outwith someone else?,"Surprise, Confusion, Frustration"
I couldn't do it.,"Sadness, Confusion, Frustration"
"Good for you, Joey.","Happiness, Contentment, Neutral"
"When I'm with a woman, I need to","Confidence, Excitement, Anticipation"
"Well, y'know, monogamy can be a, uh, tricky concept. I mean,anthropologically speaking-","Neutral, Confusion"
"Fine. Fine, alright, now you'll never know.","Sadness, Frustration"
"We're kidding. C'mon, tell us!","Happiness, Excitement, Anticipation"
Yeah! C'mon!,"Happiness, Confidence, Excitement"
"Alright. There's a theory, put forth by Richard Leakey-","Confidence, Neutral"
Tah-daaah!,"Confidence, Surprise, Excitement"
Are we greeting each other this way now? 'Cause I like that.,"Happiness, Contentment, Excitement"
"Look! I cleaned! I did the windows, I did the floors... I even used allthe attachments on the vacuum, except that little round one with the bristles, I don'tknow what that's for.","Happiness, Contentment, Confidence"
"Oh yeah, nobody knows. And we're not supposed to ask.","Neutral, Confusion, Frustration"
"Well, whaddya think?","Confidence, Excitement, Anticipation"
Very clean! It looks great! Terrific!,"Happiness, Contentment, Excitement"
...Oh! I-I see you moved the green ottoman.,"Surprise, Excitement, Confusion"
Uh-oh...,"Fear, Surprise, Anticipation"
How-how did that happen?,"Surprise, Confusion, Frustration"
"I dunno.. I-I thought it looked better there. And I- and also, it's anextra seat around the coffee table.","Neutral, Confusion, Frustration"
"Yeah, yeah, it's interesting.. but y'know what? Just for fun, let's seewhat it looked like in the old spot. (She moves it.) Alright, just to compare. Let's see.Well, it looks good there too. Let's just leave it there for a while.","Contentment, Neutral, Nostalgia"
(to Rachel) I can't believe you tried to move the green ottoman.,"Surprise, Frustration"
"Thank God you didn't try to fan out the magazines. I mean, she'llscratch your eyes right out.","Fear, Surprise, Frustration"
"You guys, I am not that bad!","Confidence, Frustration, Optimism"
"Yeah, you are, Monica. Remember when I lived with you? You were like, alittle, y'know, (psycho) Ree! Ree! Ree! Ree!","Anger, Nostalgia, Frustration"
That is so unfair!,"Anger, Frustration"
"Oh c'mon! When we were kids, yours was the only Raggedy Ann doll thatwasn't raggedy!","Happiness, Nostalgia"
"Okay, so I'm responsible, I'm organised. But hey, I can be a kook.","Contentment, Confidence, Optimism"
"Alright, you madcap gal. Try to imagine this. The phone bill arrives, butyou don't pay it right away.","Confidence, Neutral, Frustration"
Why not?,"Confidence, Excitement, Anticipation"
Because you're a kook! Instead you wait until they send you a notice.,"Anger, Disgust, Frustration"
I could do that.,"Confidence, Excitement, Optimism"
"Okay, uh, you let me go grocery shopping, and I buy laundry detergent,but it's not the one with the easy-pour spout.","Neutral, Confusion, Frustration"
Why would someone do that?! ...One might wonder.,"Surprise, Confusion, Frustration"
"Someone's left a glass on the coffee table. There's no coaster. It's acold drink, it's a hot day. Little beads of condensation are inching their way closer andcloser to the surface of the wood...","Neutral, Anticipation, Frustration"
STOP IT!! ...Oh my God. It's true! Who am I?,"Anger, Surprise, Confusion"
Monica? You're Mom.,"Happiness, Surprise, Love"
Ree! Ree! Ree! Ree! Ree!,"Excitement, Anticipation, Frustration"
"(on phone) Uh huh.. uh huh... oh my God! Okay! Okay, I'll be there! (Hehangs up and to all.) That was my agent. (He tosses and catches the phone.) My agent hasjust gotten me a job...in the new Al Pacino movie!","Confidence, Surprise, Excitement"
Oh my God! Whoah!,"Fear, Surprise, Excitement"
"Well, what's the part?","Neutral, Anticipation"
