Dialogue,Emotions
(entering) Hi guys!,"Happiness, Confidence, Excitement"
"Hey, Pheebs! Hi!","Happiness, Love, Excitement"
"Hey. Oh, oh, how'd it go?","Excitement, Anticipation, Optimism"
"Um, not so good. He walked me to the subway and said 'We should do thisagain!'","Sadness, Surprise, Excitement"
Ohh. Ouch.,"Sadness, Surprise, Frustration"
"What? He said 'we should do it again', that's good, right?","Happiness, Surprise, Excitement"
"Uh, no. Loosely translated 'We should do this again' means 'You willnever see me naked'.","Disgust, Confusion, Frustration"
Since when?,"Surprise, Confusion, Frustration"
"Since always. It's like dating language. Y'know, like 'It's not you' means'It is you'.","Confusion, Frustration"
Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearingalcoholics and complaining about them to you'.,"Anger, Disgust, Frustration"
"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha,I already am'.","Anticipation, Confusion, Frustration"
And everybody knows this?,"Confidence, Surprise, Anticipation"
Yeah. Cushions the blow.,"Contentment, Neutral, Optimism"
"Yeah, it's like when you're a kid, and your parents put your dog tosleep, and they tell you it went off to live on some farm.","Sadness, Nostalgia, Confusion"
"That's funny, that, no, because, uh, our parents actually did, uh, sendour dog off to live on a farm.","Nostalgia, Confusion, Frustration"
"Uh, Ross.","Neutral, Confusion, Frustration"
"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they hadthis unbelievable farm, they had horses, and, and rabbits that he could chase and it was-it w- .....Oh my God, Chi Chi!","Surprise, Excitement, Nostalgia"
"So how does it feel knowing you're about to die?""""","Sadness, Fear, Surprise"
Warden,"Confidence, Anger, Frustration"
"Hey, that was really good!","Happiness, Confidence, Excitement"
Thanks! Let's keep going.,"Happiness, Confidence, Excitement"
Okay. So. Whaddya want from me,"Neutral, Confusion, Frustration"
I just wanna go back to my cell. 'Cause in my cell,"Sadness, Frustration, Longing"
"Smoke away.""""",Neutral
I think this is probably why Damone smokes in his cell alone.,"Neutral, Sadness, Confusion"
What?,"Surprise, Confusion, Frustration"
Relax your hand!,"Neutral, Confusion, Frustration"
Not so much!,"Neutral, Confusion, Frustration"
Whoah!,"Surprise, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Excitement, Anticipation"
"Alright, now try taking a puff.","Confidence, Excitement, Anticipation"
Alright.. okay. No. Give it to me.,"Neutral, Frustration"
"No no no, I am not giving you a cigarette.","Neutral, Anger, Frustration"
"It's fine, it's fine. Look, do you wanna get this part, or not? Here.","Confidence, Frustration, Optimism"
"Don't think of it as a cigarette. Think of it as the thing that's beenmissing from your hand. When you're holding it, you feel right. You feel complete.","Contentment, Confidence, Excitement"
Y'miss it?,"Excitement, Nostalgia, Longing"
"Nah, not so much. Alright, now we smoke. (Takes a puff.) Oh.. my..God. (He continues to smoke.)","Contentment, Neutral, Surprise"
"No, no, no. They say it's the same as the distance from the tip of aguy's thumb to the tip of his index finger.","Disgust, Confusion, Frustration"
That's ridiculous!,"Anger, Disgust, Frustration"
Can I use.. either thumb?,"Confusion, Frustration, Optimism"
