Dialogue,Emotions
All right! (Checking his watch) Yes!! From home to the hospital in underseven minutes! We did it!!,"Happiness, Confidence, Excitement"
"(deadpan) Yes, the hard part is","Neutral, Confusion, Frustration"
"No, but come on, we’re off to a great start aren’t we? I knewI’d get you here fast, but this has got to be some kind of a record!","Confidence, Excitement, Optimism"
Oh you made it!,"Happiness, Surprise, Excitement"
Hi! (Ross is stunned.),"Surprise, Confusion"
How are you doing?,Neutral
Wait a minute! How-how the hell did you beat us here?,"Surprise, Confusion, Frustration"
We took a cab. Did you guys walk?,Neutral
"N… No! We took a cab too, but I did","Fear, Confusion, Frustration"
Hi!,"Happiness, Excitement, Optimism"
Hey! You made it!,"Happiness, Excitement, Optimism"
Okay is there…some kind of magic tunnel to this hospital?!,"Surprise, Excitement, Confusion"
"Ross, you stay here and talk, I’m gonna go have a baby.","Confidence, Excitement, Anticipation"
"Okay. Okay. (To the nurse behind the desk.) Umm hi, this is Rachel Green.I’m Ross Geller. We-we called from the car.","Confidence, Excitement, Anticipation"
Right! We have a semi-private labor room waiting for you. So in just aminute…,"Confidence, Excitement, Anticipation"
"(interrupting her) Whoa-whoa-whoa-whoa! I’m sorry, semi-private? We(Laughs), we asked for a private room.","Surprise, Confusion, Frustration"
"Yes, I see that here. Unfortunately we can’t guarantee a privateroom and currently they’re all unavailable.","Neutral, Frustration"
"Man, if only you’d gotten here sooner. (Ross turns and glares athim.)","Anger, Frustration"
I’m sorry. Semi-private rooms are all we have.,Neutral
Okay. Just give us a second. Ross! (They walk away from the desk.),"Confidence, Neutral, Frustration"
Yeah?,"Confidence, Neutral, Surprise"
Give her some money.,Unknown
I really think they’re out of rooms.,"Neutral, Frustration"
"They’re not!! Ross, they’re just saving them for the importantpeople!! Okay?! What-what if I was the president?!","Anger, Confusion, Frustration"
"Well then we’d be in a lot of trouble, you don’t know where anycountries are. (Rachel glares at him.) Okay. (He goes over to the desk followed byRachel.) Uh, say would you umm… Would you mind checking again to see if any umm,private rooms may have (Handing her some money) opened up?","Neutral, Disgust, Frustration"
This is a hospital.,"Confidence, Neutral"
(standing up) Okay. Y’know what? I’d have to say I reallydon’t care for your tone. And this is not the only hospital in this city and we haveno problem to—Whoa! (She starts a contraction) Oh gosh! Whoa!,"Anger, Fear, Surprise"
What-what?,"Surprise, Confusion, Frustration"
Ow! Ow! Contraction. (Sits back down.) Ow-ow! Ow-ow! (Starts breathingheavily.),Frustration
Would you like to see a semi-private room?,"Contentment, Confidence, Neutral"
"Yeah, it couldn’t hurt to look.","Confidence, Neutral, Optimism"
Well you’re only two centimeters dilated and we need to get toten. It’ll be a while.,"Neutral, Anticipation, Frustration"
"Oh, okay.","Neutral, Confusion, Frustration"
I’ll be back in an hour to check you again.,"Confidence, Neutral, Anticipation"
Thank you.,"Happiness, Contentment, Confidence"
"Thank you. (Dr. Long exits.) Well, I guess we have some time to kill.","Contentment, Neutral, Anticipation"
"Yeah, guess so. Whew! Check these out! (He’s looking at the stirrupson the other bed in the room and Rachel groans. Ross then hops into the bed and puts hislegs into the stirrups.) Never done this before.","Surprise, Disgust, Excitement"
Yeah well it looks great!,"Happiness, Confidence, Excitement"
Thank you very much.,"Happiness, Contentment"
Thanks.,"Happiness, Contentment, Neutral"
"Hi! Hi, I’m uh Ross. I’m here to ruin this magical day for you.","Anger, Confusion, Frustration"
"Oh no-no, not at all.","Confidence, Neutral"
Don’t worry about it.,"Confidence, Neutral"
"Marc Coreger, this is my wife Julie.","Happiness, Contentment, Love"
Hi Julie.,"Happiness, Contentment, Confidence"
Hi.,Neutral
This is Rachel. (Points at her.),"Confidence, Neutral, Surprise"
Hi!,"Happiness, Contentment, Excitement"
Oh hi Rachel.,"Happiness, Contentment, Love"
How are you?,Neutral
Hi. Is this your first?,"Neutral, Anticipation"
Yeah it is.,"Confidence, Neutral"
"Well, little Jamie here is our third. So, if you have questions or youneed anything at all, just holler.","Happiness, Contentment, Confidence"
That’s so sweet.,"Happiness, Love, Excitement"
Yeah.,"Contentment, Confidence, Neutral"
Oh.,"Neutral, Surprise, Confusion"
"Umm say, I-I opened this earlier (The privacy screen) but let me give youguys some privacy.","Neutral, Confusion, Frustration"
No nonsense! We’re all in this together.,"Confidence, Optimism"
"Yeah, we are going to share every moment of this with you. And I thinkwe’re gonna have some fun.","Happiness, Confidence, Excitement"
Yeah.,Neutral
"Oh, okay.","Contentment, Neutral, Confusion"
Hey! Smile! (Points his camera at Ross and Rachel.),"Happiness, Surprise, Excitement"
"Oh no, I really don’t want any—(He takes the picture)—Oh!Thank you. Oh. Oh Ross…","Surprise, Nostalgia"
What?,"Surprise, Confusion, Frustration"
Here comes another contraction.,"Neutral, Anticipation, Confusion"
"Oh. Okay, just breathe.",Neutral
"Oh honey, I think I’m having one too!","Happiness, Surprise, Excitement"
Look at this! (Takes another picture) There we go!,"Happiness, Confidence, Excitement"
"(looking at the clock) Oh wow, three hours and still no baby. Ugh, themiracle of birth sure is a snooze fest.","Neutral, Disgust, Frustration"
"Hey, you wanna see something?","Excitement, Anticipation"
Sure! What?,"Surprise, Anticipation, Confusion"
"Umm, this is going to be fun. Watch me freak out Chandler. Honey?","Confidence, Excitement, Anticipation"
Yeah?,"Confidence, Neutral, Surprise"
"Listen uh, I-I’ve been doing some thinking, and I don’t knowwhether it’s because we’re here or Rachel’s giving birth but umm, I thinkwe should try to have a baby.","Excitement, Anticipation, Confusion"
Okay.,Neutral
(freaking out) What-what-what’s that now?!,"Fear, Surprise, Confusion"
"Okay. I’ve been thinking about it too, and I, I think we’reready.","Confidence, Excitement, Optimism"
What?! Are you kidding me?! You-you-you think we’re ready to have ababy now?!,"Anger, Surprise, Frustration"
"Oh, this is fun.","Happiness, Excitement, Optimism"
You’re ready to have a baby? My boy’s all grown up!,"Happiness, Love, Excitement"
But you said you were ready too.,"Confidence, Confusion, Frustration"
Yeah but I was just screwing with you to try to get your voice all highand weird like mine is now!,"Surprise, Confusion, Frustration"
"Yes, but haven’t you wanted a kid like forever?","Excitement, Anticipation, Longing"
"Okay, just back off mister! Whoa. (Pause) ‘Cause I","Anger, Surprise, Frustration"
(voice all high and weird) What?! Are you crazy?!,"Anger, Surprise, Confusion"
That’s it! Right there! Is all I wanted!,"Happiness, Contentment, Excitement"
I am so sorry. The doctor insisted on closing the curtain for the exam.,"Neutral, Sadness, Frustration"
"Oh, that’s very—Really very-very okay.","Contentment, Neutral, Frustration"
"Julie’s cervix is dilated a seven centimeters, that’s about fourfingers. The doctor let me feel it myself.","Surprise, Excitement, Anticipation"
Have you felt Rachel’s cervix Ross?,"Surprise, Disgust, Confusion"
"(simultaneously as Ross) No, I don’t think we’ll be doingthat.","Neutral, Confusion, Frustration"
(simultaneously as Rachel) We’re not gonna do that.,"Confidence, Disgust, Frustration"
"Well, if you like you can feel Rachel’s and then feel mine tocompare.","Confidence, Neutral"
(entering) Am I interrupting?,"Neutral, Surprise, Anticipation"
Uh yes! Thank you.,"Happiness, Excitement"
Oh. Oh wait no.,"Surprise, Confusion, Frustration"
Later.,"Contentment, Confidence, Neutral"
No-no-don’t! Don’t leave me here with these people.,"Sadness, Fear"
"Oh uh, I’m sorry. (Runs out.)","Sadness, Fear, Confusion"
No Ross! Ross! Ross! My child has no father!,"Sadness, Anger, Fear"
"Hi! I’m so glad you’re here, but it’s gonna be a while. I-Iwished you’d called first.","Neutral, Surprise, Frustration"
"Oh that’s all right, I’m coming back later with yourfather.","Confidence, Excitement, Anticipation"
Oh good.,"Happiness, Contentment, Confidence"
I actually needed to talk to you before the birth.,"Excitement, Anticipation"
"Okay, what’s up?",Neutral
"I brought something that I want to give you, assuming of coursethat you want it. (She holds up an engagement ring.)","Love, Excitement, Anticipation"
"Ma, you’re asking me to marry you?","Surprise, Love, Excitement"
"This is your grandmother’s engagement ring, I want you to giveit to Rachel.","Love, Anticipation, Nostalgia"
"Mom no, come on! Thank you.","Disgust, Confusion, Frustration"
Just hear me out!,"Confidence, Frustration, Optimism"
"N-no! Okay? We’ve been through this! We’re not gonna get marriedjust because she’s pregnant, okay?","Anger, Confusion, Frustration"
"Honestly! Ross, this isn’t just some girl you picked up in abar and humped. A child should have a family.","Sadness, Anger, Frustration"
"Mom, y’know what? I-I can’t deal with this right now. I’msorry…","Sadness, Frustration"
"Just…think about it. If you don’t, I’ll talk moreabout humping.","Disgust, Confusion, Frustration"
Gimmie! (Takes the ring and puts it in his coat pocket as Rachel entersthe hallway.),"Happiness, Excitement, Anticipation"
Hi!,"Happiness, Contentment, Confidence"
Oh hi dear!,"Happiness, Love, Excitement"
"Oh, thank you so much for coming. Ross, get in here!","Happiness, Excitement, Anticipation"
…she came and dragged me out of the labor room to ask me why I’mnot with Rachel.,"Anger, Confusion, Frustration"
Yeah. (Pause) Why aren’t you with Rachel?,"Neutral, Confusion, Frustration"
"Are you kidding? Look, we’re not gonna be together just becausewe’re having a baby. Okay?","Neutral, Confusion, Frustration"
But y’know what? It just seems that you two belong together.,"Contentment, Love, Optimism"
"Okay, stop it! I can’t deal with this right now. I have to go have ababy.",Frustration
Right. And with who again? (Ross exits.),"Anticipation, Confusion, Frustration"
God. He’s crazy! Why doesn’t he want to be with Rachel?,"Anger, Confusion, Frustration"
I know!,"Confidence, Excitement, Optimism"
"I mean seriously, she’s like the perfect woman. I mean I know sheturned me down, but if she hadn’t and wanted to be with me, I would take her in myarms and… (Realizes everyone is staring.) I haven’t bummed you guys out likethis in a while have I?","Sadness, Confusion"
(To Rachel) Hey. Who’s that?,Surprise
New people.,"Neutral, Excitement, Anticipation"
What happened to the Disgustingtons?,"Sadness, Confusion, Frustration"
They’re having their baby! It’s not fair Ross we got herefirst! Right after you left they wheeled her off into delivery. Oh but not before she gaveme a juicy shot of little Jamie just crowning away.,"Surprise, Excitement, Frustration"
"Wow! Sorry. So uh, how are the new people?",Surprise
"Well they have uh, some unusual pet names for each other. Including umm,evil bitch and uh, sick bastard. Oh God oh! Contraction!","Neutral, Fear, Confusion"
Yeah? Okay.,Neutral
Ooh! Ow!!,Surprise
Are you looking at her?!,"Anger, Surprise"
No!,"Anger, Fear, Frustration"
Don’t you look at her you sick bastard!,"Anger, Fear, Disgust"
Honey I swear! I wasn’t looking at her!,"Anger, Frustration"
She’s in labor! You like that you sick son of a bitch!,"Anger, Surprise, Disgust"
"Umm. Umm, I’m-I’m just gonna—(Closes the privacy screen.)","Confidence, Neutral, Frustration"
See? See? It was because you were looking fat pervert!,"Anger, Disgust, Frustration"
"No-no, I’m…I’m sure no one was looking. Just want someprivacy. (He closes the screen and stares wide-eyed at Rachel.)","Fear, Surprise, Confusion"
You miss your girlfriend?,"Sadness, Love, Longing"
Just ignore them.,"Confidence, Neutral, Frustration"
Ross.,"Contentment, Neutral, Confusion"
What? What?,"Surprise, Confusion, Frustration"
He’s looking at me.,"Neutral, Surprise, Disgust"
(to him) Hey! You wanna live to see your baby?!,"Anger, Fear, Frustration"
Don’t you talk to my husband like that you stupid bastard!,"Confidence, Anger, Frustration"
Oh good God! If you want a baby so bad just go steal it!,"Anger, Disgust, Frustration"
What is going on with you? Since when are you so crazy about babies?,"Surprise, Confusion, Frustration"
I’m not crazy about babies. I’m crazy about us.,"Happiness, Contentment, Love"
What?,"Surprise, Confusion, Frustration"
"Look, we’ve always talked about having babies someday. I’mnot saying it has to be right now, but I’m starting to think that we can handle it.We’re good. We’re really good.","Contentment, Confidence, Love"
We are pretty good.,"Happiness, Contentment, Confidence"
But nothing has to happen until your ready.,"Contentment, Confidence, Neutral"
"Well maybe I’m ready now. I mean, it’s a little scary, butmaybe it’s right.","Fear, Excitement, Confusion"
What?! It’s not right! We’re not ready to have a kid now!!,"Anger, Surprise, Frustration"
What?!!,"Anger, Surprise, Confusion"
I’m kidding. This is going to be fun.,"Excitement, Anticipation, Optimism"
"So we’re gonna try? I mean, are we trying?","Confusion, Frustration"
"We’re trying to get pregnant. (They start kissing, but Chandlerstops it.) Y’know I’m not really comfortable doing this in front of the babies.So, when do you want to start trying?","Happiness, Love, Excitement"
"Okay, hold on a sec.","Neutral, Anticipation, Frustration"
Period math?,"Confusion, Frustration, Optimism"
Yeah.,"Contentment, Confidence, Neutral"
Yeah.,"Contentment, Neutral, Confusion"
"Well, we could start trying. Now.","Confidence, Excitement, Optimism"
Right here?,"Confidence, Neutral, Anticipation"
"No, not here. Maybe here.","Neutral, Confusion, Frustration"
"Wait a minute, it’s perfect. We got a lot of time to kill andwe’re in a building that’s full of beds!","Contentment, Confidence, Excitement"
And it’s so clean!!,"Happiness, Contentment, Excitement"
Come on you stupid machine! Come on!,"Anger, Frustration, Optimism"
"Oh, it ate your money?","Neutral, Surprise, Frustration"
(looking at her) No.,"Neutral, Confusion, Frustration"
"All right, I’ll see you downstairs then.","Contentment, Neutral, Anticipation"
All right.,Neutral
All right.,"Contentment, Confidence, Neutral"
Hey I got one! I got one!,"Happiness, Confidence, Excitement"
Hi!,"Happiness, Excitement, Optimism"
Hi.,"Neutral, Anticipation, Confusion"
"Oh uh, up or down?",Confusion
"Oh down please. (The guy tries to reach the button, but can’t.) I-Ihate to be a ball buster can I just do it? (She pushes the button.)","Confusion, Frustration"
Could you press up too please?,Neutral
Sure! I feel so bad for you; I broke my leg once too.,Unknown
Oh yeah? How’d yours happen?,"Anticipation, Confusion"
"Well, it’s a long story. It’s kind of embarrassing. Let’sjust say there was a typographical error with a sex manual. (The guy laughs.) How aboutyou?",Unknown
Car accident.,"Sadness, Fear, Frustration"
Oh.,"Neutral, Surprise, Confusion"
"Oh, let me guess some idiot on a cell phone wasn’t paying attention?","Anger, Disgust, Frustration"
"Yeah. Me. (The elevator door opens.) Oh hey, that’s me. (Rolls ontothe elevator.) Hey uh, I take it you’re just visiting someone.","Confidence, Neutral, Surprise"
"Uh-huh, yeah.","Contentment, Neutral, Confusion"
"Well umm, if you have sometime y’know and maybe you might want tovisit someone else…","Neutral, Confusion, Frustration"
Oh yeah! I-I would like that.,"Happiness, Confidence, Excitement"
"I’m in the middle… (The elevator door closes, cutting him off.)","Neutral, Confusion, Frustration"
Wait! What?! No!! Elevator!! No!,"Fear, Surprise, Frustration"
"(standing behind her) Uh, you gotta press the button. (Does so.)","Confidence, Neutral, Frustration"
The nurse said they’re bringing in another woman.,"Neutral, Surprise, Anticipation"
"Ugh, is she pregnant yet? She doesn’t need to be; she’ll stillhave the baby before I do. Oh Ross, another contraction! (Leans back on Ross for somesupport.)","Fear, Anticipation, Frustration"
That’s it. That’s it.,Excitement
"Oooh, that sounded like a bad one.","Neutral, Fear, Surprise"
Yeah it was.,"Contentment, Confidence, Neutral"
"Mine haven’t been so bad. Oh! Here comes one now. (Hums then squealsa little bit.) Oh, that was a big one!","Surprise, Excitement"
"(to the nurse) Excuse me? Could you help me with something? The patientI’m looking for has a broken leg and is in a wheelchair. And umm, he’s likeearly to mid-thirties, very attractive.","Confidence, Neutral, Excitement"
I think I know who you’re talking about.,"Confidence, Neutral, Anticipation"
"Oh yay! Great! Okay, what room number is he in?","Happiness, Excitement, Anticipation"
"I’m sorry, that information is restricted to hospital staff…","Confidence, Neutral, Frustration"
"(walks up) Uh, she’s with me. (Introduces himself) Dr. Drake Remoray.","Confidence, Excitement, Anticipation"
Dr. Drake who?,"Surprise, Confusion, Frustration"
Remoray. It’s Portuguese. We need that information; I’m adoctor.,"Confidence, Surprise, Anticipation"
A doctor at this hospital?,"Neutral, Anticipation, Confusion"
Damnit woman we’re losing precious time! Now do you want thisman’s blood on your head?,"Anger, Fear, Frustration"
Hands.,Neutral
"Hands! It is absolutely essential that you tell me what room the man myassistant described is staying in. He’s a patient of mine, I’ve been treatinghim for years!","Confidence, Anticipation, Frustration"
He’s in room 816.,Neutral
"816, thank you!","Happiness, Contentment"
