Dialogue,Emotions
"(entering from her bedroom carrying a present) Ok, these wereunbelievably expensive, and I know he's gonna grow out of them in like, 20 minutes, but Icouldn't resist. (There a little pair of Nike shoes.)","Love, Excitement, Anticipation"
"Oh, look at these! Hey, Ben. Just do it. (Ben starts to cry) Oh my God,oh, ok, was that too much pressure for him?",Sadness
"Oh, is he hungry already?","Neutral, Surprise, Anticipation"
I guess so. (Carol starts to breast feed Ben.),"Contentment, Neutral, Love"
"You know, it's... (sees the feeding taking place next to him)something funny about sneakers. I'll be right back. (Goes into the kitchen)","Surprise, Excitement"
"(joins him) I gotta get one, too.","Contentment, Excitement, Anticipation"
(following them into the kitchen) What are you guys doing?,"Surprise, Confusion"
We're just hanging out by the spoons. Ladle?,"Happiness, Contentment, Neutral"
"Look, would you guys grow up? That is the most natural beautiful thing inthe world.","Happiness, Contentment, Love"
"Yeah, we know, but there's a baby suckin' on it.","Neutral, Disgust, Frustration"
"This is my son having lunch, ok? It's gonna happen a lot, so you'd betterget used to it. Now if you have any problem with it, if you're uncomfortable, just askquestions. Carol's fine with it, now come on.","Confidence, Frustration, Optimism"
Carol?,"Surprise, Anticipation, Confusion"
Carol? I was just wondering if Joey could ask you a question aboutbreast-feeding?,"Neutral, Anticipation, Confusion"
Sure.,Neutral
"Uh, does it hurt?","Neutral, Confusion, Frustration"
"It did at first, but not anymore.","Contentment, Neutral, Frustration"
Chandler?,"Surprise, Anticipation, Confusion"
"So, uh, how often can you do it?","Excitement, Anticipation, Confusion"
As much as he needs.,"Contentment, Confidence, Optimism"
"Ok, I got one, I got one. Uh, if he blows into one, does the other one getbigger?",Confusion
"Rachel, do you have any muffins left?","Neutral, Anticipation, Frustration"
"Yeah, I forget which ones.","Neutral, Confusion, Frustration"
"Oh, you're busy, that's ok, I'll get it. Anybody else want one?","Contentment, Confidence, Neutral"
No thanks.,Neutral
"(To Rachel) Oh, you're losin' your apron here, let me get it. There yougo. (Ties it back up for her)","Happiness, Contentment, Confidence"
(to Julie) Thank you. (under her breath to Chandler) What a bitch.,"Anger, Disgust, Frustration"
"Oh, listen you guys. I have this friend at","Confidence, Excitement, Anticipation"
"I can't, I have to take my grandmother to the vet.",Sadness
"Ok, um, I'll go with you.","Neutral, Anticipation, Confusion"
Great.,"Happiness, Contentment, Confidence"
"(enters) Hi, honey.","Happiness, Love, Excitement"
"Hey, sweetums.","Happiness, Love, Excitement"
Hello to the rest.,"Contentment, Confidence, Neutral"
Hi!,"Happiness, Excitement, Optimism"
Monica what're you doin'? You can't go shopping with her? What aboutRachel?,"Neutral, Confusion, Frustration"
"It's gonna be a problem, isn't it?","Neutral, Anticipation, Frustration"
"Come on, you're going to","Confidence, Excitement, Anticipation"
But I'm...,"Confidence, Confusion, Frustration"
"Monica, she will kill you. She will kill you like a dog in the street.","Sadness, Anger, Fear"
"(to Monica) So, uh, Jules tells me you guys are going shopping tomorrow?","Neutral, Anticipation"
"Yeah, uh, it's actually not that big a deal.","Contentment, Confidence, Neutral"
"It's a big deal to me. This is great, Monica. I really appreciate this.","Happiness, Excitement"
You're welcome.,"Happiness, Contentment, Confidence"
"Woof, woof.","Happiness, Contentment, Neutral"
(A guy walks by) Bijan for men? (Another guy walks by) Bijan for men?(Another guy walks by) Bijan for men? (An attractive woman walks by.),"Surprise, Excitement, Anticipation"
"Hey, Joey. So did you hear about the new guy?","Excitement, Anticipation"
Who?,Neutral
Nobody knows his name. Me and the girls just call him the Hombre man.,"Confidence, Neutral, Anticipation"
"(to a customer) Hombre? (The guy says yes, and gets hissample.)","Neutral, Confusion, Optimism"
What's he doin' in my section?,"Anger, Surprise, Frustration"
I guess he doesn't know.,"Neutral, Confusion, Frustration"
"Well, he's gonna. I'll see you a little later, ok? (To the Hombre Man)Hey, how ya doin'?","Happiness, Confidence, Excitement"
Mornin'.,"Happiness, Contentment, Optimism"
"Listen, I know you're new, but it's kinda understood that everything fromYoung Men's to the escalator is my territory.","Confidence, Frustration"
"Your territory, huh?","Confidence, Surprise, Frustration"
Yeah. Bijan for men?,"Confidence, Excitement, Anticipation"
No thanks.,Neutral
Hombre?,"Happiness, Surprise, Confusion"
Yeah. All right. (They guy gets his sample and leaves.),"Contentment, Neutral"
(To Joey) You were saying?,"Confidence, Frustration"
"Phoebe, listen. You were with me, and we were shopping all day.","Happiness, Confidence, Excitement"
What?,"Surprise, Confusion, Frustration"
"We were shopping, and we had lunch.","Contentment, Neutral, Excitement"
"Oh, all right. What did I have?","Neutral, Confusion, Frustration"
You had a salad.,"Contentment, Neutral, Surprise"
"Oh, no wonder I don't feel full.","Neutral, Confusion, Frustration"
"(entering) Hey, guys, what's up.","Happiness, Confidence, Excitement"
"I went shopping with Monica all day, and I had a salad.","Happiness, Contentment, Excitement"
"Good, Pheebs. What'd you buy?","Happiness, Excitement, Anticipation"
"Um, we went shopping for um, for, fur.","Neutral, Confusion, Frustration"
You went shopping for fur?,"Neutral, Surprise, Disgust"
"Yes, and then I realized I'm against that, and uh, so then we boughtsome, (sees Monica pointing at her chest) uh, boobs.","Surprise, Excitement, Confusion"
You bought boobs?,"Surprise, Disgust, Confusion"
(Monica is yanking on her bra strap) Bras! We bought bras! We boughtbras.,"Excitement, Anticipation, Frustration"
"(to a guy) Bijan for men? (to a guy) Bijan for men? (To a woman) Bijanfor... (Sees it's a woman and stops.) (To Annabelle who walks up.) Hey, Annabelle, Uh,listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.","Confidence, Excitement, Anticipation"
"Oh, actually I sorta have plans.","Neutral, Confusion, Frustration"
"(entering) Ready, Annabelle?","Confidence, Excitement, Anticipation"
You bet. (to Joey) Maybe some other time?,"Contentment, Confidence, Optimism"
"(To a co-worker) Hey, it's not the first time I lost a girl to a cowboyspraying cologne. (A customer walks by.) Bijan for men? (The customer ignores him, andJoey starts to chase him) Bijan for men?!","Surprise, Excitement, Frustration"
"Ok, and this is Funny Clown. Funny Clown is only for after his naps, notbefore his naps or he won't sleep.","Contentment, Confusion, Frustration"
"Carol, we've been through this before, ok? We have a good time. We laugh,we play. It's like we're father and son.","Contentment, Nostalgia, Confusion"
"Honey, relax. Ross is great with him. (Ross looks at her.) Don't look sosurprised. I'm a lovely person.","Confidence, Neutral, Surprise"
"Oh, this is so cute.","Happiness, Love, Excitement"
"Oh, I got that for him.","Happiness, Contentment, Confidence"
My mommies love me. That's clever.,"Happiness, Confidence, Love"
"Hello? Oh, Hi, Ju—(Sees Rachel is watching)—Hi, Jew! (Walksinto the kitchen.) (Listens.) Uh huh? (Listens.) Uh huh? (Listens) Ok. (Listens) Um, sure,that'd be great. See ya then. Bye. (Hangs up.)","Neutral, Confusion, Frustration"
"Did you just say Hi, Jew?","Sadness, Anger, Surprise"
"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likesit. Reaffirms his faith.","Happiness, Confidence, Excitement"
"Ben, dinner!","Neutral, Anticipation, Frustration"
"Thanks Aunt Pheebs. Hey, you didn't microwave that, did you, because it'sbreast milk, and you're not supposed to do that.","Surprise, Disgust, Confusion"
"Duh, I think I know how to heat breast milk. Ok. (Squirts some on herwrist and tastes it.)","Confidence, Disgust, Confusion"
What did you just do?,"Surprise, Confusion, Frustration"
"I licked my arm, what?","Surprise, Disgust, Confusion"
It's breast milk.,"Neutral, Surprise, Disgust"
So?,"Neutral, Confusion, Frustration"
"Phoebe, that is juice, squeezed from a person.","Surprise, Disgust, Confusion"
What is the big deal? (Tastes the breast milk.),"Surprise, Disgust, Confusion"
What did you just do?,"Anger, Surprise, Confusion"
"Ok, would people stop drinking the breast milk?","Surprise, Disgust, Confusion"
You won't even taste it?,Unknown
No!,"Anger, Surprise, Frustration"
Not even if you just pretend that it's milk?,"Confidence, Disgust, Frustration"
Not even if Carol's breast had a picture of a missing child on it.,"Surprise, Disgust, Confusion"
"Hey, where is everybody?","Surprise, Confusion, Frustration"
They took Ben to the park. Where've you been?,"Happiness, Surprise, Anticipation"
"Just out. Had some lunch, just me, little quality time with me. Thanksfor your jacket.","Happiness, Contentment, Confidence"
"Oh, no problem. You can borrow it, by the way. (Puts her hand in thepocket) Here are your keys, hon. (She takes the keys out, sets them on the counter, andnotices she also grabbed a receipt.)","Happiness, Confidence, Neutral"
Okay.,Neutral
"Mon, if uh you were at lunch alone, how come it cost you uh 53dollars?","Surprise, Confusion, Frustration"
You know what probably happened? Someone musta stolen my credit card.,"Confusion, Frustration"
And sorta just put the receipt back in your pocket?,"Confidence, Confusion, Frustration"
That is an excellent excellent question. That is excellent.,"Contentment, Confidence, Excitement"
"Monica, what is with you? Who'd you have lunch with?","Confusion, Frustration"
Judy.,"Contentment, Confidence, Neutral"
Who?,Neutral
Julie.,Unknown
What?!,"Surprise, Confusion, Frustration"
Jody!,"Happiness, Excitement, Anticipation"
You were with Julie?,Neutral
"Look, when it started I was just trying to be nice to her because shewas my brother's girlfriend. And then, one thing led to another and, before I knew it, wewere...shopping.","Neutral, Surprise, Confusion"
Oh. Oh my God.,"Fear, Surprise, Excitement"
