Dialogue,Emotions
"Okay, pick a card.","Confidence, Excitement, Anticipation"
Okay. (He picks the 9 of Spades),Neutral
"All right now, memorize it. (Pause) You got it?","Confidence, Excitement, Anticipation"
Oh yes.,"Happiness, Contentment, Confidence"
(holding up the Queen of Clubs) Is that your card? (He winks and smiles.),"Confidence, Surprise, Excitement"
(pause) Yes.,"Confidence, Neutral"
(entering with Ben and Ross) Hey guys!,"Happiness, Excitement, Anticipation"
Hi!,"Happiness, Excitement, Anticipation"
Hi there!,"Happiness, Confidence, Excitement"
Hi!!,"Happiness, Excitement, Optimism"
Guess what? Ben is going to be in a TV commercial!,"Happiness, Excitement, Anticipation"
What are you talking about?!,"Anger, Surprise, Confusion"
"(sets Ben down) Well, it's not for sure but umm, we met this guy in thepark who thought Ben was really cute--y'know, which he is--so umm anyhoo, he uh, he gaveus his card and told us to bring him down for this commercial he's auditioning.","Happiness, Confidence, Excitement"
"(reading the card) Whoa! This guy is like the biggest commercial castingdirector in town! (Ross gasps) Ben takes one lousy walk in the park and gets an audition!!(Ross and Carol stare at him, then Joey realizes what he just said.) I mean, way to goBen! (Gives Ben the thumbs up, which Ben returns.) Man! I've been in that park a milliontimes and no one offered me an audition.","Surprise, Excitement, Frustration"
"I know, it's crazy! We were just pushing Ben on the swings…","Surprise, Excitement, Nostalgia"
I'm,Neutral
That.,Neutral
"(entering from her room) Okay, gotta go! Wish me luck!","Confidence, Excitement, Anticipation"
Luck!,"Happiness, Excitement, Optimism"
"Hey Rach, now that you're working at","Neutral, Excitement, Anticipation"
"Uh well, y'know what? I don't think if I feel comfortable stealing on myvery","Neutral, Confusion, Frustration"
"Unwilling to steal from work, interesting.","Neutral, Confusion, Frustration"
"Besides, if anybody's gonna get free stuff, it's gonna be me.","Confidence, Frustration, Optimism"
"Okay guys, way to wish me luck!","Confidence, Excitement, Optimism"
Good luck! Go get 'em! (Rachel exits.),"Confidence, Excitement, Optimism"
"Okay, let's discuss Rachel's birthday. I say we throw a surprise partythis weekend.","Confidence, Excitement, Anticipation"
"Whoa-whoa, but her birthday isn't like for another month.","Surprise, Excitement, Confusion"
