Dialogue,Emotions
"Friends. Family. We are gathered to celebrate here today the joyousunion of Ross and Emily. (Time lapse) Now Ross, repeat after me. I Ross...","Happiness, Love, Excitement"
I Ross...,"Confidence, Nostalgia, Frustration"
"Take thee, Emily...","Happiness, Love, Excitement"
"Take thee, Rachel...(All his friends have looks of shock on their faces.He realizes what he said. Quickly he says.) Emily. (A slight chuckle.) Emily.",Surprise
(Looking and feeling awkward. he looks towards Emily.) Uhh...Shall Igo on?,"Neutral, Confusion"
"(To the woman sitting in front of her) He-he said Rachel, right? Do youthink I should go up there?","Anticipation, Confusion"
"Yes, yes, do go on.","Happiness, Confidence"
"I think we’d better start again. Ross, repeat after me. I,Ross…","Neutral, Confusion, Frustration"
"I, Ross…","Confidence, Excitement, Anticipation"
"Take thee,","Confidence, Excitement, Anticipation"
"Take thee, (Glares at the Minister)","Anger, Surprise, Disgust"
"As my lawfully wedded wife, in sickness and in health, till deathparts us.","Contentment, Confidence, Love"
"As my lawfully wedded wife, in sickness and in health, until death partsus. Really, I do. Emily. (Points at her.)","Happiness, Confidence, Love"
"May I have the rings? (He is given the rings) Emily, place this ringon Ross’s finger as a symbol of your bond everlasting. (She jams the ring onto hisfinger) Ross, place this ring in Emily’s hand as a symbol of the love that encirclesyou forever.","Love, Confusion, Frustration"
Happy too.,"Happiness, Contentment, Optimism"
Ross and Emily have made their declarations and it gives me greatpleasure to declare them husband and wife.,"Happiness, Contentment, Excitement"
Yay!,"Happiness, Excitement, Anticipation"
You may kiss the bride.,"Happiness, Love, Excitement"
(To Mr. Geller) This is worse than when he married the lesbian.,"Anger, Surprise, Disgust"
Just keep smiling.,"Happiness, Contentment, Optimism"
Okay.,Neutral
"Well, that went well. Yeah.","Happiness, Contentment, Confidence"
"It could’ve been worse, he could’ve shot her.",Fear
"(laughs) That uh, that was pretty funny. Wasn’t it?","Happiness, Contentment, Excitement"
(Yelling from inside the bathroom) You’ve spoiled everything!It’s like a nightmare! My friends and family are out there! How can I face them?! Howcan you do this to me?!,"Sadness, Anger, Frustration"
"(To the gang) Hey, no matter what happens with Ross and Emily, we stillget cake right?","Happiness, Contentment, Optimism"
"(exiting the bathroom) That-that-that’s all right, no honey, you takeyour time sweetie. I’ll be right out here. (She slams the door in his face, to thegang) She’s just fixing her makeup.","Anger, Confusion, Frustration"
I hate you!!,"Sadness, Anger, Frustration"
"And, I love you!! (He walks into the living room)","Happiness, Love, Excitement"
"Boy, bad time to say the wrong name, huh Ross?","Surprise, Frustration"
"That’s true, thanks dad. (To All) People should be dancing! Huh? Hey,this is a party! Come on! Joey, dance!! (He starts to dance but stops when no one elsejoins him.)","Happiness, Excitement, Frustration"
"Yes, Waltham interiors.","Contentment, Confidence, Neutral"
"(On the phone, in New York) Uh, hello, this is Ross Geller’spersonal physician, Dr. Philange.","Confidence, Neutral, Surprise"
Who?,"Neutral, Surprise, Confusion"
"Yeah, I’ve discovered that Ross forgot to take his brain medicine,uh, now without it, uh, in the brain of Ross, uh women’s names are interchangeable,through-through no fault of his own.","Confusion, Frustration, Optimism"
"Oh my God, Phoebe.","Surprise, Love, Excitement"
"No, not Phoebe, Dr. Philange. Oh no! You have it too!","Fear, Surprise, Confusion"
Hello?,"Neutral, Surprise, Confusion"
Hey.,"Neutral, Confusion"
Hey.,"Neutral, Confusion, Frustration"
"Oh wow, I hope you don’t take this the wrong way but, I know wehad plans to meet up tonight and, ugh, I’m just kinda worried about what it might doto our friendship.","Neutral, Fear, Frustration"
I know. How could we have let this happen?,"Sadness, Confusion, Frustration"
Seven times!,"Confidence, Excitement, Frustration"
"Ugh! Well, y’know, we were away…","Neutral, Confusion, Frustration"
In a,"Neutral, Confusion, Frustration"
I blame London.,"Anger, Frustration"
Bad London! (Takes a spoon and smacks the turkey.),"Anger, Surprise, Frustration"
"So look umm, while we’re st-still in London, I mean, we can keepdoing it right?","Happiness, Contentment, Excitement"
"Well, I don’t see that we have a choice. But, when we’reback home, we don’t do it.","Neutral, Confusion, Frustration"
Only here.,"Contentment, Confidence, Excitement"
"Y’know, I saw a wine cellar downstairs…","Happiness, Excitement, Anticipation"
I’ll meet you there in two minutes.,"Confidence, Excitement, Anticipation"
Okay!,"Happiness, Contentment, Confidence"
"Mon, honey, I gotta ask you something.","Happiness, Love, Excitement"
(impatiently) Now?,"Anticipation, Frustration"
"Ross said my name up there, I mean, come on, I just can’t pretendthat didn’t happen can I?","Surprise, Excitement, Frustration"
"Oh, I-I don’t know.","Neutral, Confusion, Frustration"
"Monica, what should I do?","Confusion, Frustration, Longing"
"Just uh, do the right thing. (Uses some breath spray)","Confidence, Neutral, Optimism"
What?,Surprise
"Toe the line. Thread the needle. Think outside the box! (Tries to leave,but is stopped by Rachel.)","Confidence, Surprise, Frustration"
"Whoa, wait, listen, I think I’m just gonna talk to Ross about whathe think it meant.","Anticipation, Confusion, Frustration"
"Wait. Rachel, no, he’s married. Married! If you don’t realizethat, I can’t help you.","Anger, Disgust, Frustration"
"Okay, you’re right. You’re right. You can’t help me.","Neutral, Sadness, Frustration"
"Jack, is it all our fault? Were we bad parents?","Sadness, Fear, Confusion"
(walking by) Yes.,Neutral
"Oh yeah, well who serves steak when there’s no place to sit, Imean how are you supposed to eat this?","Disgust, Confusion, Frustration"
"Hey, what’s up? (He has solved the problem of eating the steak,he’s eating it with his hands.)","Happiness, Contentment, Surprise"
Where were you? We were supposed to meet in the wine cellar?,"Disgust, Confusion, Frustration"
"Forget it, that’s off.","Neutral, Disgust, Frustration"
Why?!,"Surprise, Confusion, Frustration"
(drunkenly) The next tour of the wine cellar will plan in two in-inminutes…,"Confusion, Frustration"
"Joey, what are you doing? You promised Phoebe you wouldn’t eat meatuntil she has the babies!","Surprise, Disgust, Frustration"
"Well, I figured we’re in another country, so it doesn’t count.","Confidence, Neutral, Frustration"
That’s true.,"Contentment, Confidence, Neutral"
The man’s got a point.,"Contentment, Confidence"
"Oh, hi!","Happiness, Surprise, Excitement"
Hi!,"Happiness, Excitement, Optimism"
"Hi. Sorry, things aren’t working out so well.","Neutral, Sadness, Frustration"
"Oh no! It could be better, but it’s gonna be okay, right?","Fear, Nostalgia, Optimism"
"Oh yeah! Of course, I mean, she’s gonna get over this, y’know?I mean, so you said my name! Y’know you just said it ‘cause you saw me there, ifyou’d have seen a circus freak, you would’ve said, I take thee circusfreak."" Y’know","Happiness, Excitement, Frustration"
"No! No! Of course it didn’t mean anything! I mean, uh well, I canunderstand why Emily would think it meant something, y’know, because-because it wasyou…","Nostalgia, Confusion, Frustration"
Right…,"Neutral, Confusion, Frustration"
But it absolutely didn’t. (Yelling towards the bathroom) Itdidn’t!! It didn’t!!,"Anger, Disgust, Frustration"
