Dialogue,Emotions
"Listen y’know what sir? For the last time, I don’t care whatthe computer says, we did not take a bag of Mashuga nuts from the mini-bar and we did notwatch Dr. Do-Me-A-Little!","Confidence, Anger, Frustration"
(entering) Hey!,"Happiness, Surprise, Excitement"
"Oh! Joey uh, were you in our room last night?","Fear, Surprise, Confusion"
No. (Phoebe grabs the receipt and shows it to Joey who gets mad.) I wastold the name of the movie would not appear on the bill!,"Anger, Disgust, Frustration"
(to the front desk clerk) Hi! We’re checking out of the bridalsuite.,"Happiness, Confidence, Excitement"
"(depressed) That’s right. I’m no longer a bride. I’llnever be a bride again. Now, I’m just someone’s wife!","Sadness, Nostalgia, Frustration"
"And I’m the happiest guy in the world! (Monica goes and sits downin a huff.) Oh honey, come on don’t be upset. We still have so much to look forwardto!","Happiness, Sadness, Frustration"
"Oh yeah, right. (Rolls her eyes.)","Neutral, Disgust, Frustration"
We got the honeymoon.,"Happiness, Love, Excitement"
That’s not ‘til Thursday.,"Neutral, Anticipation, Frustration"
The wedding pictures?,"Happiness, Excitement, Anticipation"
They won’t be ready for weeks.,"Confidence, Neutral, Anticipation"
Not the disposable cameras from the tables.,"Neutral, Disgust, Frustration"
That’s true! (Happily) I knew I married you for a reason!,"Happiness, Confidence, Love"
"I’ll tell you what, I will go get them developed and you can gohome.","Contentment, Confidence, Excitement"
Okay.,Neutral
What? What did you take a picture of?,"Surprise, Confusion, Frustration"
Nothing! It was something.,"Surprise, Confusion, Frustration"
"Okay Ross has the cameras, has he checked out yet?","Confidence, Excitement, Anticipation"
Are you joking? Check out is not ‘til noon and he has a good(checks her watch) eleven minutes left.,"Confidence, Surprise, Frustration"
Oh.,"Neutral, Surprise, Confusion"
Ross has never checked out of a room a minute before he had to.,"Neutral, Frustration, Optimism"
"Yeah, one time, when we were dating, uh we got a late checkout, he gotso excited it was the best sex we ever had. Until y’know, he screamed out","Surprise, Disgust, Excitement"
"Okay, well I’m gonna get Ross, get the cameras, and get themdeveloped. (Joey laughs again.) 32 Joe. You’re 32! (Exits)","Happiness, Excitement, Anticipation"
(To Monica) Here’s a copy of your bill.,Neutral
"Oh thanks. (Reading the bill) Champagne, strawberries…Oh my God! Ican’t believe Chandler ordered porn on our wedding night!","Anger, Surprise, Disgust"
"Yeah, that’s sad. Mashuga nut?","Sadness, Confusion, Frustration"
Hi.,Neutral
Hey. (He sees that Ross is packing all of the hotel toiletries) Soaps?Shampoos? Are you really taking all this stuff?,"Disgust, Confusion, Frustration"
Why not? It’s built into the price of the room.,"Contentment, Confidence, Neutral"
Yeah but you don’t need—(Picks up something)—What isthis?,"Surprise, Confusion"
Thread!,"Happiness, Excitement, Anticipation"
Score! Where are the disposable cameras?,Excitement
What disposable cameras?,"Surprise, Confusion, Frustration"
The cameras? Remember last night I told you to take them?,"Confidence, Surprise, Frustration"
No you didn’t.,"Neutral, Confusion, Frustration"
"Yes! Remember? Right before we cut the cake, I went up to you and Isaid…","Happiness, Excitement, Nostalgia"
"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, andmy Uncle Murray came up to you and handed you a check. And then you said, Why dothey call it a check? Why not a Yugoslavian?"" (Chandler laughs.) Yeah",Happiness
So you don’t have the cameras?!,"Surprise, Frustration"
No. Sorry man.,"Neutral, Frustration"
So? What? What? They’re gone! Monica’s gonna freak!,"Fear, Surprise, Frustration"
"Well, I’m sure they’re still somewhere here in the hotel.I’ll-I’ll help you look for them.","Confidence, Excitement, Optimism"
Great.,"Happiness, Contentment, Confidence"
In-in three minutes.,"Confidence, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Excitement, Optimism"
Are you gonna open the presents without Chandler?,"Sadness, Frustration, Longing"
"No! (Pause) But, they’re callin’ out to me! I mean this littleguy (Holds up a small one) even crawled up into my lap. Oh come on, Chandler wouldn’tmind if I opened just one present! What do you think it is?","Excitement, Anticipation, Frustration"
A little mirror that when you look into it you see yourself as an oldwoman.,"Surprise, Excitement, Nostalgia"
A tiny salt shaker!!!,"Happiness, Surprise, Excitement"
Ohhh! My God! For tiny salt!,"Surprise, Disgust, Frustration"
Oh wow! Okay. Well that was fun.,"Happiness, Surprise, Excitement"
Oh yeah.,"Happiness, Confidence, Excitement"
"Good. Okay, I’m just gonna wait for Chandler to open the rest ofthem.","Neutral, Excitement, Anticipation"
Okay.,Neutral
"Whew. Although y’know, this is part of a salt and pepper set. Imean… I guess y’know it may just count as a half a present. What do you think?","Contentment, Confusion, Frustration"
