Dialogue,Emotions
Do you realize this is probably the last time we’ll all be here inthe coffee house as six single people?,"Sadness, Anticipation, Nostalgia"
Why?! What’s happening to the coffee house?! (Monica looks at her.)Oh! (Realizes.),"Surprise, Confusion, Frustration"
Yep! From now on its gonna be the four of you guys and me and themisses. The little woman. The wife. The old ball and chain.,"Happiness, Contentment, Love"
Old?,Neutral
The young hot ball and chain.,Neutral
That’s much better.,"Happiness, Contentment"
(checking her watch) Op! We gotta go! (The girls stand up.),"Excitement, Anticipation"
"Oh, where are you guys going?","Excitement, Anticipation"
We’re gonna pick up the wedding dress then we’re gonna havelunch with mom. (Joey stands up.),"Happiness, Excitement, Anticipation"
Ah. Joey you’re-you’re having lunch with my mom?,"Surprise, Confusion, Frustration"
"No, I-I just heard lunch. But yeah, I can go. Sure! (They all exit.)","Contentment, Excitement, Anticipation"
"(To Chandler) Y’know what? Actually I’m kinda glad they’releaving ‘cause uh, I need to talk to you about something.","Neutral, Excitement, Anticipation"
What’s up?,"Happiness, Contentment, Excitement"
"Well this uh, this may be a little awkward.","Neutral, Confusion"
"Listen, if you want to borrow money, its kind of a bad time. I’mbuying dinner for 128 people tomorrow night.","Neutral, Frustration"
"No, its…Its not that. Umm, now what I’m going to say to you,I’m","Confusion, Frustration"
But you’re still my friend?,"Sadness, Longing"
Not for the next few minutes.,"Confidence, Neutral, Frustration"
"During this time…are you, are you still my best man?","Confusion, Frustration, Longing"
Nope.,"Neutral, Disgust, Frustration"
Do I still call you Ross?,"Nostalgia, Confusion, Frustration"
"Okay! You guys are getting married tomorrow and-and I couldn’t bemore thrilled for both of you, but as Monica’s older brother I-I have to tell youthis. If you ever hurt my little sister, if you ever cause her any unhappiness of anykind, I will hunt you down, and kick your ass! (Chandler laughs.) What?I’m-I’m-I’m serious! (Chandler laughs harder.) Come—Hey! Dude! Stopit! Okay? I’m-I’m not kidding here!","Anger, Frustration"
"(smiling) Hey, I hear what your saying, okay? And, thanks for thewarning.","Happiness, Contentment, Confidence"
No problem.,"Contentment, Confidence, Neutral"
So are we…friends again?,"Happiness, Contentment"
Yeah.,"Contentment, Confidence, Neutral"
Okay. (Pause) You won’t,"Neutral, Confusion, Frustration"
What ‘cha doing Mon?,"Happiness, Contentment, Excitement"
"I’m making a list of all the things that are most likely to gowrong at the wedding. Now, that way I can be prepared.","Confidence, Frustration, Optimism"
What are they?,"Neutral, Confusion"
"Well, so far I have uh, my bride’s maids dresses won’t getpicked up, my veil gets lost, or I don’t have my something blue.",Frustration
Hey! Those are all the things I’m responsible for!,"Happiness, Contentment, Confidence"
I had to go with the odds Rach.,"Confidence, Neutral, Frustration"
(entering) Hey! You guys! Remember that audition I had a while ago anddidn’t get the part?,"Sadness, Anticipation, Frustration"
The commercial?,Neutral
No!,"Sadness, Anger, Frustration"
That play?,Neutral
No!,"Anger, Fear, Disgust"
That other play?,"Neutral, Confusion"
Nooo!,"Sadness, Anger, Fear"
The movie?,Neutral
Yes!!,"Happiness, Excitement, Optimism"
Ohh!,"Surprise, Excitement, Anticipation"
Yes that’s the one about the soldiers who fight in World War I!,"Excitement, Anticipation, Nostalgia"
"Oh, yeah! Back then y’know, we called the Great War. It really was!","Excitement, Nostalgia, Optimism"
"Well anyway, the guy they wanted backed out and now they want me! I startshooting today!","Excitement, Anticipation, Optimism"
Congratulations!,"Happiness, Excitement, Optimism"
Oh that’s great!,"Happiness, Excitement, Optimism"
Wait! Wait! Wait! You can’t start today! Today’s the rehearsaldinner!,"Excitement, Anticipation, Frustration"
"Oh no, I’ll be done by then.","Confidence, Excitement, Optimism"
Oh. Well then way to go you big movie star!,"Happiness, Excitement"
"I know! All right, I’ll see you guys over there! I’m off tofight the Nazis.","Confidence, Excitement, Optimism"
"Oh, wait Joey! We fought the Nazis in World War II, not World War I.","Confidence, Nostalgia, Frustration"
"Whoa! Okay. Yeah well, who-who was in World War I? (Rachel pauses as shethinks.)","Surprise, Anticipation, Confusion"
Go ahead.,"Confidence, Neutral, Anticipation"
You’re gonna be late! Go! Go! (He runs out.),"Happiness, Confidence, Excitement"
Who did we fight in World War I?,"Neutral, Confusion, Frustration"
Mexico?,"Surprise, Excitement, Anticipation"
Yes! Very good.,"Happiness, Contentment, Excitement"
(approaching) Hey Joey! We’re ready.,"Happiness, Confidence, Excitement"
Yeah! Me too. (He pats his pocket.),"Happiness, Confidence, Excitement"
(to another actor) Richard? We’re ready for you.(Richard approaches.) Joey Tribbiani? This is Richard Crosby he’s playing Vincent.,"Contentment, Confidence, Excitement"
I’m doing my scenes with you?,"Excitement, Anticipation, Optimism"
Nice to meet you Joey.,"Happiness, Contentment, Confidence"
Wow! I can’t believe this! This is incredible. I mean you just won anOscar!,"Happiness, Surprise, Excitement"
No I didn’t.,"Neutral, Confusion, Frustration"
I think you did.,"Contentment, Confidence, Neutral"
I think I lost. Three times.,"Sadness, Confusion, Frustration"
Uh…Cookie?,"Neutral, Surprise, Excitement"
"(approaching) Okay! We’re about an hour away from getting thescene lit. So uh, if you guys don’t mind, can we run it a couple of times?","Confidence, Excitement, Anticipation"
"Yeah, sure.","Confidence, Neutral, Frustration"
"Okay, all right. Let’s do it. (He walks off.)And…Action!","Confidence, Excitement, Optimism"
We have to find the rest of the platoon!,"Fear, Frustration, Optimism"
Forget the platoon! The platoon is gone! (He is spitting on the hard Psand Ts.),"Sadness, Anger, Disgust"
(wiping his face) What?!,"Surprise, Confusion, Frustration"
(still spitting) The platoon is dead! Face facts Tony!,"Sadness, Anger, Frustration"
(wipes face) So what are we gonna do?! We have no reinforcements! No-nofood!,"Fear, Frustration"
"No, we still have food in the basement! I saw potatoes and some drypasta!","Confidence, Optimism"
"Hang on a minute! Joey, you keep touching your face. Is somethingwrong?","Surprise, Frustration"
"(glances at Richard) No. Nope, I uh…I th—I thought it might bekind of a cool character thing. Y’know? He’s uh, he’s a face toucher.(Behind his back, Richard is nodding no.)","Neutral, Confusion, Frustration"
I don’t think so. Let’s take it back to Richard’slast line. (Walks off.) Action!,"Confidence, Neutral, Frustration"
"We may not have any weapons, but we still have food. In the basement Isaw potatoes and some dry pasta, and a few tins of tuna! (Joey backs away and wipes hisface again.)",Unknown
"Honey, we gotta go!","Happiness, Excitement"
(entering from the bedroom) Okay. Here’s a question you neverhave to ask. My dad just called and wanted to know if he could borrow one of your pearlnecklaces.,"Surprise, Confusion, Frustration"
"(laughs) I don’t have anything like that, but let me go see ifRachel does.","Happiness, Excitement, Anticipation"
"Yes, include more people in this.","Happiness, Excitement, Optimism"
"Hey, do you realize that at this time tomorrow we’ll be gettingmarried?","Happiness, Excitement, Anticipation"
Wait a minute! I have a,"Surprise, Excitement, Anticipation"
"I just, I can’t believe that we made it!","Happiness, Surprise, Excitement"
Well you don’t have to sound so surprised.,"Confidence, Surprise, Frustration"
I’m sorry but…nothing.,"Neutral, Sadness, Confusion"
What?,"Surprise, Confusion, Frustration"
"Well…honestly ever since we got engaged I have been waiting forsomething to, to flip you out.","Fear, Anticipation, Frustration"
Honestly? Me too.,"Happiness, Contentment, Excitement"
Really?,Neutral
Yeah. Y’know I keep thinking that something stupid is gonna comeup and I’ll go all…Chandler. But nothing has.,"Neutral, Confusion, Frustration"
"Ohh, I’m so glad. Thank you so much for staying so calm duringthis. I mean it’s really, it’s made me stay calm. (Chandler just looks at her.)I coulda been worse!","Happiness, Contentment"
Okay. I’ll be right there.,"Confidence, Neutral, Anticipation"
"(voice on answering machine) Hi! If you’re calling before Saturday,you’ve reached Monica and Chandler. But if you’re calling after Saturday,you’ve reached Mr. and Mrs. Bing! Please leave a message for the Bings!","Happiness, Contentment, Optimism"
"Hey Maureen! (They hug.) Gosh! Hey uh, Chandler? This is my cousinMaureen.","Happiness, Surprise, Excitement"
We’re the Bings.,"Happiness, Contentment, Confidence"
Hi! Oh you guys look so beautiful!,"Happiness, Love, Excitement"
Mr. and Mrs. Bing! (Walks away.),"Confidence, Neutral, Surprise"
"(walks up) Wow Monica! Hey, just so you know I had my uh, older brotherchat with Chandler.","Confidence, Surprise, Excitement"
What is that?,"Surprise, Confusion"
Well I…I told him that if he ever hurt you I would hunt him down andkick his ass! (The girls all laugh.) What?! What?! What is the matter with everybody?! Iam serious! I would kick his ass! (The laugh harder.),"Confidence, Anger, Frustration"
"Ross, please! My make-up! (He walks away angrily.)","Anger, Disgust, Frustration"
Hi.,Neutral
Chandler!,"Surprise, Confusion, Frustration"
Mom. Thanks for wearing something. (They hug.) (She’s wearing atight dress with a lot of cleavage showing.),"Surprise, Disgust, Love"
Oh honey! This is so exciting! I thought we screwed you up so badthis day would never come. Oh and just think. Soon there’ll be lots of little Bings.(He freaks out and loosens the tie again.),"Fear, Surprise, Excitement"
"Mrs. Bing? Here, these are my parents umm, Judy and Jack Geller.","Happiness, Confidence, Love"
(shaking her hand) It’s lovely to meet you.,"Happiness, Confidence, Excitement"
