Dialogue,Emotions
(from bedroom) WHOAA!!,"Fear, Surprise, Excitement"
"(going to the bedroom) See Joe, that's why your parents told you notto jump on the bed.","Neutral, Disgust, Frustration"
"Hey, look at me. I'm making jam, been at it since 4 o'clock thismorning.","Happiness, Contentment, Excitement"
Where'd you get fruit at four in the morning?,"Surprise, Confusion, Frustration"
Went down to the docks. Bet ya didn't know you could get it wholesale.,"Confidence, Surprise, Excitement"
I didn't know there were docks.,"Neutral, Surprise, Confusion"
Hey.,Neutral
Hey.,"Neutral, Nostalgia, Confusion"
"Aww, is it broken?","Sadness, Confusion, Frustration"
"No, I gotta wear this thing for a couple weeks. (points to the sling he iswearing)","Neutral, Frustration, Longing"
Did you tell the doctor you did it jumping up and down on your bed?,"Confusion, Frustration"
Nooo. I had a story all worked out but then Chandler sold me out.,"Sadness, Anger, Frustration"
"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that itjust *fell* out of the socket.","Fear, Confusion, Frustration"
What is this? Fruit?,"Surprise, Disgust, Confusion"
Monica's making jam.,"Happiness, Contentment, Excitement"
"Whoa, jam! I love jam! (to Chandler) Hey, how come we never have jam atour place?","Happiness, Excitement"
Because the kids need new shoes.,"Contentment, Frustration, Optimism"
"I'm going into business people. I'm sick and tired of being depressedabout Richard. I needed a plan, a plan to get over my man. What's the opposite of man?Jam. (sees Joey trying some jam from the pot) Oh Joey don't! It's way to hot. (Joeyrealizes this and spits what he had in his mouth back into the pot.)","Sadness, Disgust, Frustration"
This will just be my batch.,"Contentment, Confidence, Neutral"
"(turns around) Um, that's it. No. Hey! You! J. Crew guy. Yeah. Why haveyou been following me? I mean, all week long everywhere I look there's you.","Anger, Fear, Confusion"
"You wouldn't return my calls, you sent back my letters....","Sadness, Frustration, Longing"
What?,"Surprise, Confusion, Frustration"
"One more chance Ursula, please?","Longing, Optimism"
"Oooh. Oh, well this is awkward.","Surprise, Confusion"
Wh..,"Neutral, Confusion, Frustration"
"Um, yeah, you want Ursula, and I'm Phoebe. Twin sisters! Seriously.","Happiness, Excitement, Confusion"
"Oh, that's great. I'm stalking the wrong woman. I am such a dingus!",Frustration
"Oh, you're not a dingus.","Happiness, Contentment, Confidence"
"I just, I want you to know I didn't used to be like this. Before I meetyour sister I was like this normal guy who sold beepers and cellular phones.","Confidence, Nostalgia"
"Well, I mean look it's, it's not your fault, you know. I mean this isjust what, what she does to guys, okay.","Neutral, Sadness, Frustration"
Well thanks. (starts to leave),"Contentment, Confidence, Neutral"
"Wait, (grabs him) you know what, I got a little story. When I was inJunior High School I went through this period where I thought I was a witch. And there wasthis guidance counselor who said something to me, that I think will help you a lot. Hesaid okay, 'you're not a witch you're just an average student.' See what I'm saying?","Excitement, Anticipation, Nostalgia"
Not really.,Neutral
"Um, well, get over it. So, I mean you, you just seem to be a really niceguy, you know. Don't be so hard on yourself okay.","Contentment, Confidence, Optimism"
"Wait. You're right. I know you're right. And, thanks for being so nice.Here (gives her the flowers he bought.)",Happiness
"Oh, thanks a lot. Do you want to get a cup of coffee?","Happiness, Contentment, Neutral"
"Yeah, okay.","Neutral, Confusion, Frustration"
"Okay. (they start to leave, he is still following her) Okay, you don'thave to walk behind me any more.","Neutral, Confusion, Frustration"
Sorry.,Neutral
Mon?,"Neutral, Confusion, Frustration"
Mon?,"Surprise, Nostalgia, Confusion"
(reading) 'Gone for more jars. Back later. Monica Geller.',"Contentment, Confidence, Neutral"
"Wait a minute, look.","Surprise, Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
"Look, look, look.","Excitement, Anticipation, Optimism"
"What, what, what?","Surprise, Confusion, Frustration"
It's an empty apartment.,"Neutral, Sadness, Disgust"
Oooh.,"Surprise, Excitement, Anticipation"
We're all alone in an empty apartment.,Sadness
"Honey, come on, I have to be at work in like ten minutes (Ross startskissing her neck) Oh, all right, well it's not like I'm employee of the year or anything.(they fall onto the couch)","Happiness, Love, Excitement"
There it is.,Neutral
"Oh, oh, that's what you're talking about. (to Chandler) Hey.","Surprise, Excitement, Confusion"
Hey.,"Neutral, Nostalgia, Confusion"
Do I look fat?,Unknown
"Okay, I accept that. When Janice asked me and I said no, she took thatto mean that I was calling her a cow.","Anger, Confusion, Frustration"
"Okay, walk us through it, honey, walk us through it.","Happiness, Confidence, Excitement"
"Okay, well. Janice said 'Hi, do I look fat today?' And I, I looked ather....","Sadness, Confusion, Frustration"
"Whoa, whoa, whoa. You looked at her. You never look. You just answer, it'sjust a reflex. Do I look fat? Nooo! Is she prettier than I am? Noo! Does size matter?","Surprise, Disgust, Frustration"
Nooo!,"Sadness, Fear, Surprise"
And it works both ways.,Neutral
"Okay, so you both just know this stuff?","Confidence, Neutral"
"Well you know, after about thirty or forty fights, you kinda catch on.","Confidence, Excitement, Anticipation"
"Okay, for instance. Let's say, Janice is coming back from a trip and shegives you two options. Option number 1 she'll take a cab home from the airport. Option 2is you can meet her at baggage claim. Which do you do?","Neutral, Anticipation, Confusion"
"That's easy, baggage claim.","Contentment, Confidence, Excitement"
"(buzzes) Wrong! Now you're single. It's actually secret option numberthree, you meet her at the gate. That way she knows you love her.","Confidence, Excitement, Optimism"
"Okay, this is good, this is good. All right listen, I have one. Janicelikes to cuddle, at night, which, you know I'm all for. But, uh, you know when you want togo to sleep, you want some space. So, uh, how do I tell her that without, you know,accidentally calling her fat or something.","Contentment, Confusion, Frustration"
"Oh honey, I'm sorry we can't help you there, 'cause we're cuddlilysleepers. (Chandler makes an 'Ewww' face) Okay, I'm late for work.","Neutral, Disgust, Frustration"
