Dialogue,Emotions
"Hey! I just got uh, my teacher evaluations! Check out what this onestudent wrote, I loved Dr. Geller’s class. Mind blowing lectures! Dr. Geller","Happiness, Love, Excitement"
"Ahh, Hotties of the Paleontology Department, there’s a bigselling calendar, eh?",Excitement
Who wrote it?,Neutral
"Oh, I wish I knew, but the evaluations are all anonymous.",Neutral
"Oh hey, do you still have their final exams?",Neutral
Yeah.,Neutral
"Oh, ‘cause you can just match the evaluation to the exam with thesame handwriting and boom, there’s your admirer. (Ross is stunned.)","Surprise, Confusion, Frustration"
A hot girl’s at stake and all of the sudden he’s Rain Man.,"Surprise, Excitement, Frustration"
"Okay, wait a minute, wait a minute, why are we so sure that this is agirl?","Confusion, Frustration"
"It’s a girl! Anyway, it wou—it wouldn’t matter. Okay?Because I’m a teacher and","Happiness, Confidence, Excitement"
"Oh, is that against the rules?","Neutral, Confusion, Frustration"
"No, but it is frowned upon.","Neutral, Frustration"
I see.,"Neutral, Confusion, Frustration"
"Besides, there’s a big age difference.","Neutral, Disgust, Confusion"
"Oh, well think of it like this, when you’re 90…","Contentment, Nostalgia, Optimism"
I know when I’m 90 she’ll be like 80 and it won’t seem likesuch a big difference.,"Contentment, Nostalgia, Optimism"
"No that’s not what I was going to say at all. No, what I was going tosay is when you’re 90 you’ll still have the memory of what it was like to bewith a 20-year-old.","Surprise, Disgust, Nostalgia"
Hey Chandler! Y’know that girl you went to college with who-whobecame a movie director?,"Excitement, Anticipation, Nostalgia"
"Oh yeah, Dana Keystone. She was in my Movement class.","Contentment, Neutral, Nostalgia"
What’s a Movement class?,"Anticipation, Confusion"
It’s Chandler’s way of pretending he didn’t take mime.,Neutral
"Oh well listen, anyway she’s directing the new Al Pacino movie. Yougotta get me an audition!","Excitement, Anticipation, Optimism"
"Oh, I don’t know man. I haven’t talked to her in like tenyears.","Neutral, Sadness, Nostalgia"
"No-no-no, please-please Chandler I-I-I would owe you","Confidence, Excitement, Anticipation"
You,"Neutral, Confusion, Frustration"
"Hey-hey dude, why are you changing the subject? Why? Will you make thecall or what?","Anger, Confusion, Frustration"
"Oh okay, I’ll-I’ll try.","Neutral, Confusion, Frustration"
"All right! Thanks! You’re the best! Now listen, the last day ofauditions is Thursday. Okay? So I gotta get in there by Thursday. Okay? Just rememberThursday. Thursday. Can you remember Thursday?","Excitement, Anticipation, Optimism"
"Yeah so, Tuesday?","Contentment, Confidence, Neutral"
