Dialogue,Emotions
"(opens the door wearing a robe, but leaves the chain on) Hey,what’s up?","Confidence, Neutral"
"Well, I left my guitar here again.","Neutral, Confusion, Frustration"
"Oh, okay. No problem.","Contentment, Confidence, Neutral"
"Okay. (Monica closes the door, gets the guitar, and then hands it out.)","Contentment, Confidence, Neutral"
Okay.,Neutral
Oh.,"Neutral, Surprise, Confusion"
Here you go.,Neutral
Okay.,Neutral
Okay.,"Contentment, Confidence, Neutral"
Great! Umm…(Monica closes the door again and Phoebe knocks again.),"Surprise, Excitement, Frustration"
What?!,"Surprise, Confusion, Frustration"
So do you want to hang out or something?,"Happiness, Excitement, Anticipation"
Phoebe! You kinda caught me at a bad time.,"Neutral, Frustration"
Oh are you and Chandler…,"Surprise, Confusion"
Yes! Exactly.,"Happiness, Contentment, Excitement"
Okay. Do you guys want me to play for you?,"Confidence, Excitement, Anticipation"
(laughs) No. (Closes the door as Chandler walks up.),"Happiness, Confidence, Neutral"
"Hey Pheebs, what’s up?","Happiness, Love, Excitement"
You ask an intriguing question Chandler Bing.,"Confidence, Surprise, Excitement"
Oh my God! You’re getting a massage! You never let me massage you!!,"Excitement, Frustration, Longing"
"Phoebe, I can explain!","Excitement, Confusion, Frustration"
You told me you hate massages!,"Surprise, Confusion, Frustration"
"Buy stamps, pick up dry cleaning…","Contentment, Neutral, Anticipation"
I can’t believe this! How long as this been going on?,"Surprise, Frustration"
"Well umm, Alexandra has been…","Anticipation, Confusion, Frustration"
"Oh, it has a name?","Neutral, Surprise, Confusion"
"Phoebe, don’t get upset!","Neutral, Frustration, Optimism"
Okay—Oop! Too late! I’m leaving! Come on Chandler let’sgo! (She storms out.),"Anger, Surprise, Frustration"
"Well, Phoebe I thought I’d—(Off Phoebe’slook)—Yeah, what the hell. (Exits with Phoebe.)","Neutral, Confusion, Frustration"
"Oh okay, okay! One more push! One more push! Come on honey, we’realmost there! We’re almost there!","Happiness, Excitement, Optimism"
"Oh Joey, I’m so happy things worked out for us that we’rehaving this baby together. I love you so much.","Happiness, Love, Excitement"
"Oh, I love you too.","Happiness, Contentment, Love"
"And I hope it’s not an inappropriate time to say this but,you’re the best sex I ever had.","Happiness, Contentment, Love"
"That’s always appropriate! (Back to the matter at hand) Oh, okay. Onemore push! One more push!","Confidence, Excitement, Anticipation"
"Oh, here is your beautiful baby. Congratulations!","Happiness, Love, Excitement"
(crying) I hope you’re a better father than you’re a friend!!(Cries again and Joey wakes up in horror.),"Sadness, Anger, Fear"
(bursts into the room) Joey! Joey!,"Surprise, Excitement"
What? What’s going on?,"Surprise, Confusion, Frustration"
Come feel this! Come feel my belly!,"Happiness, Excitement, Anticipation"
Aaaah…,"Contentment, Neutral"
Joey! The baby is kicking for the first time! Will you please come feelthis?!,"Happiness, Surprise, Excitement"
Really?!,"Surprise, Excitement"
Yes!,"Happiness, Excitement, Optimism"
"Oh, y’know what? Maybe uh, you…you should come to me. I’m anot, I’m not wearing any bottoms.","Confidence, Excitement, Frustration"
"Oh, okay! (She goes over to him and he feels her belly.)","Contentment, Love, Excitement"
"Oh my, oh my God!","Fear, Surprise, Excitement"
"Aw, it’s unbelievable! Wow! She is kicking so much! Oh, she’slike umm…oh…who’s that kind of annoying girl soccer player?","Surprise, Excitement"
Mia Hamm?,"Excitement, Anticipation, Optimism"
Mia Hamm!,"Happiness, Confidence, Excitement"
Oh that’s amazing. (Drops the sheet.),"Happiness, Surprise, Excitement"
