Dialogue,Emotions
Here you go Pheebs. Who else wants one of my special homemade brownies?,"Happiness, Contentment, Excitement"
I will have one. (Ross and him both take one.),Contentment
"Okay, I’m not gonna have one.","Neutral, Disgust, Frustration"
Neither will I. (they both put back the brownies.),"Contentment, Confidence, Neutral"
"No, no, it’s just my tooth.","Neutral, Confusion, Frustration"
"All right I’ll have one. (he and Ross take another brownie,)","Happiness, Contentment, Excitement"
"So what’s a matter, you need a dentist? I’ve got a good one.","Contentment, Confidence, Optimism"
"No thanks, I have a good one too. I just, I, I can’t see him.","Neutral, Confusion, Frustration"
See that is the problem with invisible dentists.,"Neutral, Confusion, Frustration"
Why? Why can’t you go to him?,"Sadness, Frustration, Longing"
"Because, every time I go to the dentist, somebody dies.","Fear, Confusion, Frustration"
"That is so weird, because every time I go to the dentist, I look downthe hygienist’s blouse.","Disgust, Confusion, Frustration"
"Phoebe, what? Umm...what?!","Surprise, Confusion, Frustration"
"Yeah, yeah, first there was my aunt Mary, and then there was umm, John,my mailman, and then my, my cowboy friend ‘Albino Bob’.","Happiness, Excitement, Nostalgia"
And all these people actually died?,"Sadness, Surprise, Disgust"
"Yes, while I was in the chair! That’s why I take such good care ofmy teeth now, y'know, it’s not about oral hygiene, I floss to save lives!","Confidence, Excitement"
"Pheebs, come on, you didn’t kill anybody, these people just happenedto die when you went to the dentist. It’s, it’s, it’s just ah, acoincidence.","Neutral, Confusion, Frustration"
"Well tell that to them. Oh! You can’t, their dead.","Sadness, Anger, Surprise"
"Thanks, Gunther. (takes the plate Gunther serves him and Rachel comes upand kisses him) (to Rachel) Hey! (to Gunther) Umm, can I get a napkin too?","Happiness, Surprise, Love"
"Oh, like you don’t already have everything.","Confidence, Disgust, Frustration"
(trying to bite into an apple) Ow! Ow! (drops the apple in disgust.),"Surprise, Disgust, Frustration"
"Phoebe, your in pain, would you just go to the dentist, just go.","Neutral, Frustration"
"All right, fine, fine, but if you’re my next victim, don’tcome back as a poltergeist and like suck me into the TV set.","Fear, Surprise, Frustration"
I promise.,"Confidence, Excitement, Optimism"
"Although, don’t feel like you can’t visit.","Contentment, Neutral, Optimism"
"(entering with Monica) Hey, is, is, is Chandler here?","Happiness, Excitement, Anticipation"
"(patting his clothes like he is looking for his wallet) No, no he’snot.","Confusion, Frustration, Optimism"
"You guys, Joey just saw Janice kissing her ex-husband.","Anger, Surprise, Confusion"
"What? (to Joey) So what are you going to do? I mean how, how are you goingto tell Chandler?","Anticipation, Confusion, Frustration"
"Well, I was thinking about that and I, I think the best way would be, tonot.","Confidence, Confusion, Frustration"
"Joey, you can’t keep this to yourself, if you know about this, youhave to tell him.","Neutral, Frustration"
"It’ll kill him. I mean it’ll, it’ll just kill him.","Sadness, Fear, Frustration"
"Well, you could wait ‘til I go to the dentist, maybe","Neutral, Anticipation, Frustration"
(looking out the window) Ewww! Ugly Naked Guy is using his new hammock.It’s like a,"Surprise, Disgust"
"Well, I’m going to the dentist, so listen, okay, just be on thelook out for anything that, that, that you can fall into, or, or that can fall on you,or... All right, just look out! Okay, And um, I also just wanna, I just wanna tell you allthat um...... (starts to cry and runs out)","Sadness, Fear, Confusion"
"Okay, I have a problem I have to go into work for a few hours, some kidsmessed up the Homo Sapien display.","Neutral, Disgust, Frustration"
What did they do?,"Fear, Anticipation, Confusion"
"Well, they painted over the word ‘Sapien’ for one thing, thenthey rearranged the figures, let’s just leave it at that.","Neutral, Confusion, Frustration"
"So, do you want me to watch Ben for you?","Happiness, Confidence"
"Yes, that’s what I was going to ask, thank you.",Confidence
Whoa! Wait! Hello! What about me?,"Surprise, Frustration, Longing"
"You? You! Want to watch Ben? (in the background Monica mouths‘Don’t worry, I’ll be here the whole time.’ to Ross.) Yes! That’dbe great, no, I just wanted to ask Monica, because I know how empty her life is. (Monicasarcastically mouths ‘Yeah!’ and holds up her thumb.)","Confidence, Frustration"
"Hey-hey, Ross?","Happiness, Surprise, Excitement"
Yeah.,Neutral
I’ve got a science question.,"Excitement, Anticipation"
Hmm?,Neutral
"If the Homo Sapiens, were in fact ‘Homo-sapien’, is that whythere extinct?","Sadness, Confusion, Frustration"
"Joey, Homo Sapiens are people.","Contentment, Confidence, Neutral"
"Hey-hey, I’m not judging.","Contentment, Confidence, Neutral"
"(holding Ben) Look Benny, spoon. (moves it back and forth) Spoon. Comeon! All right, y'know what I think he’s bored.","Happiness, Contentment, Love"
"Here. Ben, do you wanna play the airplane game, do you wanna showRachel? Come here. (takes Ben) We’re gonna do something fun. Okay. (throws Ben up inthe air a little bit and catches him) Weee!! (moves into the living room and does itagain) Weee!! (starts to walk back into the kitchen as she does it again, and hitsBen’s head on that wooden beam across the ceiling.)","Surprise, Excitement, Frustration"
"(to Ben) Who’s so brave, you’re so brave, yes you are,you’re so brave.","Happiness, Confidence, Love"
"Okay. Okay honey, he’s fine, he’s fine, let’s just puthim down. Come here, Ben. (sets him on the couch) See that’s a good boy. (to Monica)How could you do that to him!! Ross trusted me, what is he going to say?!","Anger, Confusion, Frustration"
"He’s not gonna say anything, because we’re not gonna tell him.","Confidence, Neutral, Frustration"
We’re not?!,"Surprise, Confusion, Frustration"
No we’re not.,"Neutral, Confusion, Frustration"
"All right, I like that.","Happiness, Contentment, Confidence"
Okay.,Neutral
"So we’re okay, we’re okay, we’re okay, (starts to examBen) aren’t we? No, we’re not okay, we’re not okay, there’s a bump,there’s a bump.","Sadness, Fear, Confusion"
Oh my God! Well push it in! Push it in!,"Fear, Surprise, Excitement"
I cannot push it in!,"Confusion, Frustration"
"Okay, we’re gonna need a distraction.","Excitement, Anticipation, Frustration"
"Okay, okay, okay.","Confidence, Excitement, Optimism"
I got it!,"Happiness, Confidence, Excitement"
Okay.,"Contentment, Confidence, Neutral"
"The second that Ross walks in that door, I want you take him back toyour bedroom and do whatever it is that you do that makes him go, (high pitched) rweee!!","Excitement, Anticipation, Optimism"
Or. We could put a hat on his head.,"Happiness, Contentment, Excitement"
A hat! Yes! We need a hat.,"Excitement, Anticipation, Optimism"
We need a hat..,"Neutral, Confusion, Frustration"
Where are we gonna find a tiny little hat?,"Confusion, Frustration, Optimism"
"Oh, oh, oh, I’ll get ‘Rainy Day Bear’!! (runs to get him)","Happiness, Excitement, Anticipation"
"Because he’ll know what to do? (Rachel comes out of her room with abear that’s dressed in a rain suit.) Oh my God, you’re a genius!","Happiness, Surprise, Excitement"
"Oh God, oh God, it’s sowed on though.","Neutral, Fear, Frustration"
Give it. Give it.,"Confidence, Anticipation, Frustration"
