Dialogue,Emotions
Hey! Ready to go?,"Happiness, Excitement, Anticipation"
"Oh yeah, let me just finish this.","Confidence, Neutral, Frustration"
"Hey Ross, check this out! (he tries to spin a basketball on his fingertip but he throws it against a table) yeah, I can't do that!","Surprise, Excitement, Frustration"
What are you doin'?,"Confusion, Frustration"
"Have you seen this? It's a new alumni website for college! It's cool! You can post messages for people, let everyone know what you're up to.","Happiness, Excitement, Optimism"
"Great, a faster way to tell people that I'm unemployed and childless .","Neutral, Frustration"
It's actually kinda interesting to find out what people are doing... remember Andrea Rich?,Unknown
The tall girl who wouldn't sleep with you?,"Neutral, Disgust, Frustration"
"Uh uh... well, her Internet Company went under and she lost an ear in a boating accident...","Sadness, Surprise, Frustration"
Bet she'd sleep with you now...,"Confidence, Excitement, Anticipation"
No... I already e-mailed her.,"Confidence, Neutral, Frustration"
Let me see what you wrote about yourself: Doctor Paleontology,"Confidence, Excitement, Anticipation"
"You know what? I'm gonna finish this later, ok? Let me just grab my coat.","Confidence, Neutral, Frustration"
Hey! (he throws the basketball against a table again),"Confidence, Excitement, Frustration"
(he picks up the ball) What do you think you learnt how to do in the last two minutes?? (he enters another room),"Anger, Confusion, Frustration"
"Maybe we finish this for him! (he sits down on the sofa and he start typing on Ross' computer) Also I cloned a dinosaur in my lab. She's now my girlfriend. I don't care what society says. It's the best sex I've ever had""... aaand SEND!""","Contentment, Confidence, Excitement"
"(he stops Chandler from posting the message) No, no, no... what do... you can't do that to him!","Anger, Fear, Frustration"
"(he comes back) Alright, let's go!","Confidence, Excitement, Anticipation"
Dude! (he opens his arms to receive the ball from Ross' hands),"Happiness, Confidence, Excitement"
I think you made it clear you cannot be trusted with the ball inside the house!,"Anger, Frustration"
(after Ross leaves the room) aaand SEND! (he hits the send button),"Confidence, Excitement, Anticipation"
Hey! How was basketball?,"Happiness, Excitement"
"Oh, it was a lot of fun right up until Chandler got a finger in the eye!","Happiness, Surprise, Frustration"
"Oh, no! Who did that?","Sadness, Anger, Surprise"
Chandler... hey... (he goes towards his room but he stops near Emma's cot) Rach... what's Hugsy doin' in the crib with Emma? (he looks puzzled),"Surprise, Confusion"
"She was just crawling around and she found him, so I just let her sleep with him. That's all right? Isn't it?","Contentment, Neutral, Confusion"
"(still very puzzled) Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... I know that!","Confusion, Frustration"
"Joey... are you sure? I mean, I know how much you love him!","Sadness, Love, Confusion"
"Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount...","Neutral, Confusion, Frustration"
"All right... Oh, Emma loves him!","Love, Excitement, Anticipation"
Why wouldn't she? He's a wonderful person!,"Confidence, Love, Excitement"
Hi.,"Happiness, Contentment, Neutral"
Hey Phoebe... how you doin'? You feelin' better?,"Happiness, Contentment, Excitement"
"Breaking up sucks! Oh, I really miss Mike!","Sadness, Nostalgia, Longing"
"Oh, I'm so sorry!",Sadness
"Oh God, I tried everything to make myself feel better. I even tried writing a song about it... but... I can't think of anything that rhymes with AARRGGHH!! (pause) Hey Monica, I really need your help getting through this...","Sadness, Frustration, Longing"
You're not gonna need my help?,"Confidence, Anticipation, Frustration"
"Well no, when I get to the point where... you know... I'm ready to hear cruel mocking jokes about Mike... I'm gonna come to you.","Confidence, Sadness, Frustration"
"Oh good, 'cause I've already thought of 3... 4! I've just thought of a fourth (he goes towards the counter)","Confidence, Excitement, Anticipation"
"Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that.","Sadness, Confusion, Longing"
"Ok, you got it!","Happiness, Confidence, Excitement"
"(after a pause) Unless... Maybe it's too crazy about this... Alright so... you know, there is no future... but that doesn't mean we still can't have fun. You know what? Forget what I said.","Confusion, Frustration, Optimism"
Really? If that's what you want...,"Neutral, Confusion, Frustration"
That was a test and you just failed.,"Sadness, Anger, Disgust"
Damn it! Rookie mistake!,"Anger, Frustration"
(yelling at Chandler) I have sex with dinosaurs??,"Anger, Surprise, Confusion"
I believe I read that somewhere!,"Confidence, Excitement, Optimism"
"That only is not funny, it's physically impossible! Ok? Depending on the species I'd have to have a six foot long...  (pause) It's not funny!!","Disgust, Confusion, Frustration"
I respectfully disagree.,"Contentment, Confidence, Neutral"
I can't believe you put that on my alumni page!,"Anger, Disgust, Frustration"
Who cares? Nobody reads those things,"Neutral, Disgust, Frustration"
You'd better hope not because I just read what you put on your page today.,"Anger, Fear, Surprise"
I don't have a page.,"Neutral, Confusion, Frustration"
Oh oh oh! I RESPECTFULLY DISAGREE!!,"Confidence, Frustration"
"Look at you, all sweet and innocent, sleeping like an angel...  with Emma's chubby little hands wrapped around ya. (he picks up Hugsy) It's okay, Emma, you stay asleep. (Emma cries)","Sadness, Disgust, Love"
"(threatening Joey with a scrunchy): Step away from the crib, I have a weapon!","Anger, Fear, Surprise"
"It's okay, it's okay Rach, it's me. Put down the scrunchy.",Confidence
What are you doing?,Confusion
"Well, I heard Emma stirring, so I came to make sure she could reach Hugsy.","Contentment, Neutral"
"Oh, oh thanks. Alright well, now that I'm up I'm going to go to the bathroom.","Contentment, Neutral, Anticipation"
(placing Hugsy back in the crib) There you go sweetie...  (to Emma) This isn't over.,"Confidence, Neutral, Frustration"
"Alright, wait a second, why would Ross tell everyone in your class that you are as...  (reads from the screen) gay as the day is long""?""","Anger, Confusion, Frustration"
Because I told everyone he slept with dinosaurs.,"Anger, Disgust, Confusion"
But that's clearly a joke. This could easily be true. (Phone rings),"Surprise, Confusion, Frustration"
Would you get that please? People have been calling to congratulate me all day.,"Happiness, Confidence, Excitement"
"(On the phone) Hello? No, he's not here. Yeah, this is his wife. Yeah, well, it came as quite a shock to me too. I guess I should have known. Yeah, I mean, he just kept making me watch Moulin Rouge.","Surprise, Confusion"
"Hang up, hang up. And that was a great movie! (Monica hangs up) I'm so gonna get back at Ross... oh yeah, this will show him, here we go (starts typing something).","Confidence, Excitement, Frustration"
What are you doing?,"Surprise, Confusion, Frustration"
"Oh, you'll see my friend.","Confidence, Excitement, Anticipation"
(visibly upset) I'm dead?,"Sadness, Fear, Surprise"
(faking sympathy) And so young.,"Neutral, Disgust"
