Dialogue,Emotions
Ready?,"Confidence, Excitement, Anticipation"
Yeah.,"Contentment, Confidence, Neutral"
Okay.,Neutral
Hi...,"Neutral, Anticipation, Nostalgia"
it's...,"Neutral, Confusion, Frustration"
Rachel...,"Confidence, Excitement, Anticipation"
and…,"Neutral, Confusion, Frustration"
Phoebe’s...,"Happiness, Contentment, Love"
please...,"Sadness, Longing"
leave...,"Sadness, Anger, Frustration"
leave…,"Sadness, Anger, Frustration"
"Wait, I-I just said leave.""""","Anger, Confusion, Frustration"
"Yeah, I know because you have all the good words. What do I get? I getit’s","Neutral, Frustration, Longing"
"Phoebe, come on that's silly.","Confidence, Neutral, Frustration"
"All right, so let's switch.","Contentment, Confidence, Neutral"
"No, I have all of the good words. OK, fine, fine, we can switch.","Confidence, Neutral, Frustration"
Okay.,"Contentment, Confidence, Neutral"
Okay.,Neutral
Hi…,Neutral
Everybody…,"Confidence, Neutral, Excitement"
It's…,Neutral
Rachel…,"Confidence, Nostalgia, Optimism"
and…,"Neutral, Confusion, Frustration"
Phoebe’s…,"Excitement, Anticipation, Confusion"
"Please...wait, how did you do that?","Surprise, Excitement, Confusion"
What?,"Surprise, Confusion, Frustration"
"Oh, you're no ordinary roommate are you?",Surprise
"Phoebe, come on can we finish this later? Cause I wanna go runningbefore it gets dark. Oh! Why don't you come with me?!","Happiness, Excitement, Anticipation"
Really?,"Neutral, Surprise"
"Yeah, it'll be fun. We'll run in the park. It'll be like our firsty’know roommate bonding thing.","Happiness, Excitement, Optimism"
"Okay, let's go running!","Excitement, Anticipation, Optimism"
Yeah and there's really cute guys there.,"Happiness, Confidence, Excitement"
Let's run towards them!,"Confidence, Excitement, Optimism"
OK!,"Happiness, Excitement, Optimism"
"All right, wait just one more second. Hi, it's Phoebe and Rachel's.Please leave a message, thanks!","Happiness, Contentment, Neutral"
Now wait a minute. You just took all the words!,Frustration
Uh-huh. You've met your match Rachel Green.,"Confidence, Surprise, Anticipation"
"So, I just finished this fascinating book. By the year 2030, there'll becomputers that can carry out the same amount of functions as an actual human brain. Sotheoretically you could download your thoughts and memories into this computer and-and-andlive forever as a machine.","Excitement, Anticipation, Optimism"
(not amused) And I just realized I can sleep with my eyes open.,"Neutral, Disgust, Confusion"
Hey!,"Happiness, Surprise, Excitement"
"(jumps over a box) Honey, that's a great idea nailing the boxes to thefloor!","Confidence, Surprise, Excitement"
I didn't nail the boxes to the floor.,"Neutral, Confusion, Frustration"
"Oh, So you","Neutral, Confusion, Frustration"
"Yes, and while I'm doing that, Ross has a great computer story foryou.","Excitement, Anticipation, Optimism"
"Hey everybody! Uh, I'd like you to meet Janine. She's-she's gonna be mynew roommate!","Happiness, Excitement, Anticipation"
Hi.,"Contentment, Neutral, Optimism"
Hi! (Rushes over to shake her hand instantly.),"Happiness, Excitement, Anticipation"
Hi,"Happiness, Contentment, Neutral"
"Yeah, she's gonna live with me!","Happiness, Excitement, Optimism"
It's nice to meet you. Janine...?,"Happiness, Contentment, Excitement"
Lecroix. Janine Lecroix,"Confidence, Excitement, Anticipation"
"I didn't know that! Well, what a pretty last name!","Happiness, Surprise, Excitement"
"So, uh, wh-where ya from?","Anticipation, Nostalgia, Confusion"
"Australia, I just moved here a couple of weeks ago.","Excitement, Anticipation, Optimism"
(shocked) From the land down under? I didn't know that either!,"Surprise, Confusion"
"So uh, wha-uh, what do you do?",Confusion
I'm a dancer.,"Confidence, Excitement, Optimism"
You're a dancer? She-she's a dancer!,"Happiness, Surprise, Excitement"
"Well, I think I'll go and unpack.","Contentment, Neutral, Optimism"
"Oh, hey let me. (Opens the door for Janine and after he closes the doorbehind her gasps ecstatically.)","Happiness, Excitement, Anticipation"
"Joey, did you even interview this woman before you asked her to move in?","Disgust, Confusion, Frustration"
Of course I did.,"Contentment, Confidence"
"Uh-huh, what exactly did you ask her?","Neutral, Confusion, Frustration"
"When can you move in?""""","Excitement, Anticipation, Optimism"
Thank you for bringing her into our lives.,"Happiness, Love"
Unbelievable,"Surprise, Excitement"
"Oh, so you like her too Chandler?","Surprise, Love, Excitement"
"Hey, look at all the boxes!","Surprise, Excitement, Anticipation"
"Ugh, I cannot wait to ask her out!","Excitement, Anticipation, Optimism"
"Wait a minute...Joey. Joey you can't ask her out, she's your roommate.It-it'll be way too complicated.","Confusion, Frustration"
"Yeah, yeah man don't do it. I mean if you date her, then-then-then I can'tdate her.","Confusion, Frustration, Longing"
"All right, think about it. Now remember when you were going out withthat girl Donna and you guys broke up. Remember how horrible it was when you guys bumpedinto each other at the supermarket?","Sadness, Nostalgia, Frustration"
