Dialogue,Emotions
"Wait. Before we go in, I just want you to know I love you. I had agreat time on our honeymoon, and I can’t wait to go in there and spend the rest ofour life together.","Happiness, Love, Excitement"
You’re really sticking with the shell necklace huh? (Points tonecklace of shells he’s wearing.),"Disgust, Confusion, Frustration"
Hi!,"Happiness, Excitement, Optimism"
Hey! You’re back! (Hugs and kisses all around.),"Happiness, Love, Excitement"
Hi sweetie!,"Happiness, Love, Excitement"
Come on in!,"Happiness, Confidence, Excitement"
So how was the honeymoon?,"Happiness, Contentment, Love"
"Oh, so much fun. But the best part is, we met this incredible couple onthe way back.","Happiness, Love, Excitement"
That was the best part? (To Chandler) Good honeymooning tiger.,"Happiness, Contentment, Excitement"
"No, they were really cool. They were on their honeymoon too!","Happiness, Love, Excitement"
"They’re terrific, and they live right here in the city.","Happiness, Contentment, Confidence"
"Yeah, can we go call them? Is it too soon to call? I wanna call.","Excitement, Anticipation, Optimism"
"I’m sorry, we’re just kinda excited because we finally havea couple to hang out with.","Happiness, Excitement, Anticipation"
I know.,"Contentment, Confidence, Neutral"
"A couple? Like two people? Like (points to himself) one (points toPhoebe), two people?","Surprise, Confusion"
This is different! Greg and Jenny are in a relationship.,"Happiness, Love, Excitement"
"Oh, Greg and Jenny yuck! (Angrily) Hi Greg, I’m Chandler this isMonica. Hi Monica, this is Jenny. Hi Jenny. Hi Greg.","Anger, Disgust, Frustration"
"Listen, they are really great. If you just got a chance…","Excitement, Anticipation, Optimism"
Y’know what? Why don’t you just give us our souvenirs and getthe hell out of here?,"Anger, Disgust, Frustration"
We really…didn’t get a chance to…,"Neutral, Anticipation, Frustration"
You have,"Confidence, Neutral, Frustration"
We didn’t get anything for anyone.,"Neutral, Frustration"
Hm-mm! Yeah nice necklace!,"Happiness, Contentment, Confidence"
That you can have.,"Happiness, Contentment, Confidence"
Hi!,"Happiness, Excitement, Optimism"
Hey!,"Happiness, Surprise, Excitement"
Hello!,"Happiness, Neutral, Excitement"
Welcome home.,"Happiness, Contentment, Love"
"So, how was the honeymoon?","Happiness, Contentment, Love"
It was great! It was great! How about you?! I mean you’re having ababy!,"Happiness, Surprise, Excitement"
Oh! Look! I have a sonogram picture!,"Happiness, Surprise, Excitement"
Oh great! (Shows them the picture.),"Happiness, Surprise, Excitement"
Ross! It’s got your wavy black lines!,"Surprise, Love, Excitement"
"All right, so now that Ross knows can you tell us y’know how ithappened? I mean, when did it happen? How many times did it happen?","Surprise, Confusion"
Monica! That’s not right! Start with where.,"Disgust, Confusion, Frustration"
"Well it happened about six weeks ago, and uh I had just got home fromwork and Ross was already there ‘cause I guess he had been hanging out with Joey.","Contentment, Neutral, Surprise"
You’re welcome buddy.,"Happiness, Contentment, Confidence"
"(glaring at him) Yeah, thanks. (Joey nods no problem.)","Neutral, Frustration"
"And so I had a lot of work to do so Ross, nice guy that he is, offeredto help me out. And then we had a little wine, we got to talking, and the next thing youknow out of nowhere Ross comes on to me.","Happiness, Surprise, Confusion"
(laughs) Umm that’s…that’s a little misleading.,"Happiness, Surprise, Disgust"
What is?,"Neutral, Confusion, Frustration"
The lie you just told.,"Sadness, Anger, Disgust"
That-that you came on to me?,"Anger, Confusion, Frustration"
There’s the one!,"Excitement, Anticipation, Optimism"
"But you did! I mean, let’s be honest.","Sadness, Confusion, Frustration"
"Yes let’s. Y’know what? Uh, it’s-it’s not important.What is important is that, is that we’re having a baby. And it’snot—Doesn’t matter who came on to who.","Surprise, Excitement, Confusion"
Whom. (Everyone looks at him shocked.) That’s right.,"Confidence, Surprise"
You know you kissed me first.,"Confidence, Anger, Frustration"
What? What?! You were begging me to kiss you! You-you-you were sending mesignals all over the place!,"Anger, Confusion, Frustration"
,"Neutral, Confusion, Frustration"
Yeah!,"Happiness, Confidence, Excitement"
"Oh please. Okay, anyone in this room think that I would send Rossbegging symbols, please show of hands. (Ross raises his hand and no one else.)","Confidence, Surprise, Frustration"
Y’know what?! It doesn’t matter! It doesn’t matter what youbelieve! What matters is what happened!,"Anger, Confusion, Frustration"
"Okay. So these signals Ross, explain this to me, ‘cause maybe Ineed to be more careful. I mean, am I sending you these signals right now?","Confusion, Frustration"
"Y’know what? Y’know what? Rachel, just-just drop it.",Frustration
"No please, show me how I begged you!","Sadness, Anger, Frustration"
"I can show you, I have it on videotape! (Stunned silence) It’s anexpression.","Confidence, Surprise, Excitement"
