Dialogue,Emotions
I cannot believe that you didn’t tell me that we are stillmarried!!,"Sadness, Anger, Surprise"
Look I was going to tell you!,Frustration
When?! After the birth of our first secret child?! (To All) Rossdidn’t get the annulment; we are still married.,"Anger, Surprise, Frustration"
What?,"Surprise, Confusion, Frustration"
You’re kidding!,"Surprise, Excitement, Optimism"
(overdoing it) Oh my God!!,"Surprise, Excitement, Optimism"
Ross!,"Happiness, Surprise, Excitement"
"Okay, maybe it wasn’t my best decision. But I just couldn’t faceanother failed marriage.","Sadness, Frustration"
"Okay, let me just jump in and ask, at what point did you think thiswas a successful marriage?","Disgust, Confusion, Frustration"
"Rach, come on, if you think about it, it’s actually kinda funny. (Helaughs, and he laughs alone.) Okay, maybe it’s best not to think about it.","Happiness, Neutral, Frustration"
"Okay,","Contentment, Confidence, Neutral"
"Phoebe, I told her you already knew.","Neutral, Confusion, Frustration"
Another lie. You have a sickness!,"Anger, Disgust, Frustration"
"Ross, just for my own piece of mind, you’re not married toanymore of us are ya?","Confusion, Frustration"
"Oh! Hey, somebody left their keys. (Looks at them) Ooohh, to a Porsche!{Transcriber’s note: Oh come on! Who would leave the keys to their Porsche behind? IfI had a Porsche, I’d have the keys surgically attached to my hand!} Hey Gunther,these yours?","Surprise, Excitement"
"Yeah, that’s what I drive. I make four bucks an hour, I saved upfor 350 years!","Contentment, Excitement, Optimism"
Na-uh! (To everyone there) Hey did anybody lose their keys?,"Confidence, Excitement, Anticipation"
"Joey, why don’t you put them in the lost and found?","Confidence, Neutral, Frustration"
There’s a lost and found? (Gunther sets the box up on the table.) Myshoe! (Grabs it out of the box.),"Happiness, Surprise, Excitement"
You left a shoe here?!,"Surprise, Confusion, Frustration"
"Well, I didn’t realize until I got home. I wasn’t gonna walk allthe way back down here with one shoe! Y’know what? I’m gonna go find thatguy’s car and leave a note on the windshield. (Goes to do so.)","Confusion, Frustration"
"Oh good, when he comes back for his keys, I’ll be sure to givehim your shoe.",Unknown
Great! Thanks. (Exits.),"Happiness, Confidence, Excitement"
"(coming in from the bathroom) Oh, good, good, you guys are here! Listen,how would like to spend tomorrow taking care of three incredibly cute little puppies?!","Happiness, Excitement, Anticipation"
"Oh my God, what a fun day! That sounds great!","Happiness, Excitement, Optimism"
"(not enthused) Yeah, all right.","Neutral, Disgust, Frustration"
"Okay, well I’ll bring them by tomorrow morning. Okay, and uh, bythe way, they’re not actually puppies, they’re Frank and Alice’s triplets.Okay, see ya! (Exits.)","Happiness, Contentment, Optimism"
Whoa-whoa-whoa! What?,"Surprise, Confusion, Frustration"
(stops) Please! Please! Please! Please! Oh please! Please! Please! Frankand Alice asked me to baby sit the triplets and I’m nervous ‘cause I’venever done that before by myself!,"Fear, Frustration"
"Don’t worry about it Phoebe, we’ll absolutely do it.","Contentment, Confidence, Optimism"
"Yeah, I’m gonna pass. ‘Cause I was kinda iffy when it waspuppies.","Neutral, Confusion, Frustration"
"Come on Chandler, come on! It’ll give us great practice forwhen—(realizes what she’s about to say and changes)—people with babies cometo visit.","Excitement, Anticipation, Frustration"
