Dialogue,Emotions
"...sprang to his sleigh, to his team gave a whistle;","Happiness, Excitement, Anticipation"
"(impressed) Wow, that was great! You really wrote that?","Happiness, Surprise"
(smiling) Uh-huh.,"Happiness, Contentment, Confidence"
"(coming from the bedroom) Say goodbye elves, I'm off to Tulsa.","Confidence, Excitement, Anticipation"
I can't believe you're not gonna be here for Christmas.,"Sadness, Longing"
You're really not coming back?,"Sadness, Longing"
"Yeah, we have all this paperwork that needs to be filed by the end of the year. If I don't get it done, I'll be fired.","Fear, Frustration"
"It's so unfair, you don't even like your job!","Sadness, Disgust, Frustration"
"So, who does?","Neutral, Confusion, Frustration"
"Oh, I like my job.","Happiness, Contentment, Optimism"
I *love* my job.,"Happiness, Love, Excitement"
"Yeah, I can't *wait* to go back to work.","Excitement, Anticipation, Optimism"
I can't get *enough* dinosaurs!,"Happiness, Excitement, Anticipation"
"I'm sorry, I won't be here.","Neutral, Sadness"
"It's just... It's hard enough not seeing you during the week, but for Christmas... alright, if this is what you have to do, I understand.","Sadness, Longing"
Thanks. (they kiss) I'll see you New Year's Day.,"Happiness, Love, Excitement"
(shocked) You're not gonna be here New Year's Eve??,Surprise
Did I not mention that?,"Surprise, Confusion, Frustration"
No!,"Sadness, Anger, Frustration"
"(thinks for a second, then waves his arms, exclaiming:) AND TO ALL A GOOD NIGHT! (and runs out of the apartment)","Surprise, Excitement, Confusion"
"All right everybody, I know that it's Christmas Eve and you'd rather be with your families, but there's *no* call (he takes it off) for writing Screw you","Neutral, Disgust, Frustration"
Hey!,"Happiness, Surprise, Excitement"
Hey.,"Contentment, Neutral, Confusion"
Hey. Where've you been?,"Neutral, Anticipation"
"I was, uh, checking out that insurance company's Christmas party on three, oh, it was really beautiful, they have all these decorations and this huge tree and I just, uh... to hell with them, we have to work. -- So I stole ther ham. (She turns the cardboard box upside down over the conference table, a big piece of ham falls out.)","Neutral, Disgust, Frustration"
"(to the others) You hear that? You may not be with your families, but at least it's gonna smell like ham in here.","Happiness, Contentment, Optimism"
My kid's in a play right now.,"Happiness, Love, Excitement"
"Y'know what, I know what will cheer you guys up! (he starts spreading envelopes among them) I had a little talk with the boys in New York, told 'em about all the hard work you've been doing and that a little Christmas bonus may be in order.","Happiness, Excitement, Optimism"
"(reading off his card) A donation has been made in your name to the New York City Ballet"".""","Contentment, Neutral, Surprise"
"Well, that's like money in your pocket! - Alright look, you want me to say it? This sucks. Being here sucks! This work sucks!","Anger, Disgust, Frustration"
*Now* it feels like Christmas.,"Happiness, Excitement, Anticipation"
"I'm sorry. Hey, at least you guys get to go home and be with your families tonight. I have to go back to an empty hotel room and lay down on a very questionable bedspread. And then tomorrow morning, you get to have Christmas morning in your own houses, wich, by the way, none of you have invited me to.","Sadness, Frustration, Longing"
You can come to my house!,"Happiness, Excitement, Optimism"
"Haha, no thanks!","Happiness, Confidence, Excitement"
That was a nice pep-talk.,"Happiness, Contentment, Confidence"
"Oh, thanks! I'm... actually thinking about becoming a motivational speaker.","Confidence, Excitement, Optimism"
"So, if you were home right now, what would you be doing?","Excitement, Anticipation, Longing"
"Typical Christmas-y stuff, you know? Our holidays are pretty traditional...","Contentment, Neutral, Nostalgia"
"So here is a, a very special holiday song that I wrote for some very important people to me. (singing:)","Love, Excitement, Nostalgia"
"Okay, Pheebs, you look in the kitchen, I will look in the back closet.","Confidence, Optimism"
"I can save you time ladies, I'm right here.","Confidence, Excitement, Optimism"
"Yeah, Chandler why don't you take a walk? This doesn't concern you.","Anger, Disgust, Frustration"
We are looking for our Christmas presents from Monica.,"Happiness, Excitement, Anticipation"
What? That's terrible!,"Sadness, Surprise, Disgust"
"No-no, we do it every year!","Confidence, Excitement, Optimism"
"Oh well, that, that makes it not terrible.","Contentment, Neutral, Frustration"
"No, yeah, we never find them! She's always best at us, that wily... minx.","Confidence, Frustration, Optimism"
"Don't worry, we're just gonna search here for an hour, and then we're gonna go over to Joey's and search, OK?","Confidence, Excitement, Optimism"
"No not okay, you can't look for Monica's presents!","Sadness, Anger, Frustration"
"Oh no, we have to!","Confidence, Fear, Frustration"
"No, you don't have to, and you can't because I, I live here too.","Confidence, Frustration"
"Well then, you should look with us.","Confidence, Excitement, Anticipation"
Why?,"Confusion, Frustration"
"Chandler, aren't you worried about what to get Monica for Christmas?","Neutral, Confusion, Frustration"
"No, I have a great idea for a present for her.","Confidence, Excitement, Optimism"
"Oh, that's it? (Mimics Chandler) A great idea! Oh yeah.",Unknown
