Dialogue,Emotions
"(lying on a beach towel, recapping what happened in the last episode)Okay, so we went to the beach, because Phoebe found out about this lady who knew her momand dad, and I don’t really know what happened with that.","Neutral, Confusion, Frustration"
(to Phoebe) I’m your mother.,"Happiness, Confidence, Love"
Ehh?,"Surprise, Confusion, Frustration"
"(voice-over) Oh, and then Monica joked that she wouldn’t go out witha guy like Chandler...","Happiness, Surprise, Excitement"
(to Monica) (in a funny voice) Hi there. (Monica turns her head awayin disgust),"Surprise, Disgust, Frustration"
"(voice-over) ...and he couldn’t let it go, and... I don’t reallyknow what happened with that either.","Neutral, Confusion, Frustration"
"(voice-over) Oh-oh! And then Ross’s new girlfriend, Bonnie, shows upand Rachel convinced her to save her head. And then Ross and Rachel kiss, and now Ross hasto choose between Rachel and the bald girl and I don’t know what happened thereeither...","Excitement, Confusion, Frustration"
"Y'know what, hold on, let me go get Chandler. (gets up and leaves.)","Neutral, Anticipation, Frustration"
(surprised) Hi!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Confidence, Excitement"
Rachel was just helping me out. My head got all sunburned.,"Neutral, Confusion, Frustration"
Awww.,"Happiness, Contentment, Excitement"
(to Rachel) Thanks a million.,Happiness
"Oh, you’re welcome a million.","Happiness, Contentment, Excitement"
"(getting up and leaving) (to Ross) Okay, I’ll see you in our room.","Confidence, Excitement, Anticipation"
"Yeah. (closes the door, and goes over and kisses Rachel.)","Happiness, Love, Excitement"
(softly) Oh my God.,"Fear, Surprise, Excitement"
I know.,"Contentment, Confidence, Neutral"
"(stopping suddenly and getting up) Okay, I gotta go.","Neutral, Confusion, Frustration"
Whoa! What?! Why?!,"Surprise, Confusion, Frustration"
"Well, I-I gotta go break up with Bonnie.","Sadness, Confusion, Frustration"
Here?! Now?!,"Surprise, Confusion, Frustration"
"Well, yeah. I can’t-I can’t stay here all night, and if I go inthere she’s-she’s gonna wanna... do stuff.","Fear, Disgust, Frustration"
"Well, can’t you tell her that you are not in the mood?","Neutral, Sadness, Frustration"
"No, she likes that. Yeah. Faking sleep doesn’t work either, Ican’t tell you how many mornings I woke up with her...","Contentment, Love, Nostalgia"
(interrupting) Whoa-ho.,"Surprise, Excitement, Optimism"
"Whoa-oh, okay! Yeah, why am I telling you that?","Surprise, Excitement, Confusion"
I don’t know.,"Neutral, Confusion, Frustration"
"Yeah, yeah. (opens the door) It wasn’t every morning.","Contentment, Neutral, Frustration"
"Oh, making it worse!","Anger, Disgust, Frustration"
Okay.,Neutral
So I guess you’d like to know how it all happened.,"Neutral, Anticipation, Confusion"
"I-I mean I, well I think I can figure it out. I guess y'know I was born,and everyone started lying their asses off!","Anger, Confusion, Frustration"
"Noo! No! It wasn’t like that I... Remember how I told you howLily, Frank, and I we were, we were close. Well, we were, we were very close.","Sadness, Nostalgia, Confusion"
How close?,"Anticipation, Confusion, Optimism"
"Well, the-the three of us we were, kind of umm, a couple.","Contentment, Love, Nostalgia"
I don’t even know how that would work!,"Surprise, Confusion, Frustration"
"Well, we were...","Neutral, Confusion, Frustration"
(interrupting) I’m not asking!,"Anger, Disgust, Frustration"
"Well, any how, some how I got pregnant, and, and I was scared. I wasstupid and sellfish, and I was 18 years old. I mean, you remember what it’s like tobe eighteen years old?","Sadness, Fear, Confusion"
"Yeah. Let’s see, my had Mom killed herself, and my Dad had run off,and I was living in a Gremlin with a guy named Cindy who talked to his hand.","Sadness, Anger, Confusion"
"Well, I’m so sorry. I thought I was leaving you with the bestparents in the world, I didn’t even hear about your Mom and Dad til a couple of yearsago, and by then you were already grown up. I don’t know, you’re here, and Iwould, I would really, I would like to get to know you.",Sadness
"Yeah, well, everybody does! I’m a really cool person. And y'knowyou had 29 years to find that out, but you didn’t even try! Y'know what, you walkedout on me, and I’m just, I’m gonna do the same thing to you.","Anger, Disgust, Frustration"
Wait!,"Surprise, Anticipation, Frustration"
I don’t,"Neutral, Confusion, Frustration"
"(walking back in with her hand over her eyes.) Umm, where’s mypurse?","Surprise, Confusion, Frustration"
(closing the fridge in disgust) Shoot! We’re out of soda.,"Surprise, Disgust, Frustration"
"(jumping up) Oh, I’ll go out and get you some.","Happiness, Excitement, Optimism"
Really?!,"Surprise, Excitement, Optimism"
"Nope! Because I’m not your boyfriend. (to Phoebe, who’sentering) Hey Pheebs, how did it go?","Happiness, Contentment, Confidence"
"Well, umm, my Mom’s friend, Phoebe, is actually my birth Mom.","Surprise, Excitement, Confusion"
I found a dried up seashores.,"Neutral, Sadness, Disgust"
"Sweety, what are you talking about?","Surprise, Confusion, Frustration"
"Oh, my new Mom, who-who’s a big, fat abandoner! (starts to goupstairs)","Sadness, Anger, Disgust"
"Whoa, wait, Pheebs, wait a second! Don’t you wanna stay here and talkabout it?","Surprise, Excitement, Frustration"
"No. I’m just, I wanna, I need to be alone.","Sadness, Frustration, Longing"
"(turning around, insistently) Monica!","Confidence, Frustration"
Oh.,"Neutral, Surprise, Confusion"
It’s over.,"Sadness, Disgust, Frustration"
"Oh, was it awful?","Neutral, Surprise"
"Well, it was loong. I didn’t even realise how late it was, until Inoticed the 5 o’clock shadow on her head. (They both start to laugh, then stopthemselves quickly.) Anyway, she didn’t want to stay. I called a cab; she just left.","Happiness, Contentment, Love"
I wrote you a letter.,"Happiness, Love, Excitement"
"Ohh! Thank you! I like mail. (He goes to kiss her again, but she turnsaway.)","Happiness, Surprise"
"(handing him the letter) It’s just some things I’ve beenthinking about. Some things about us, and before we can even think about the two of usgetting back together, I just need to know how you feel about this stuff.","Sadness, Confusion, Longing"
"Okay. (He leans in to kiss her again, but she leans back preventing himfrom making contact.) Wow, it’s-it’s 5:30 in the morning. (Rachel laughs) So,I’d better get cracking on this baby.","Neutral, Surprise, Excitement"
"Well, I’ll be waiting for you, just come up when you’re done.","Contentment, Confidence, Anticipation"
"Okay, I’ll be up in, (looks at the letter) 18 pages. Front and back.Very exciting.","Confidence, Excitement, Anticipation"
Oh. (looks at his watch) Oh-oh. (takes a drink of coffee and resumesreading the letter),"Neutral, Surprise, Frustration"
"(coming down the stairs) Hey! (Ross jumps up, and quickly puts theletter back together, pretending like he has just finished it.) What happened to you? Whydidn’t you come up?","Fear, Surprise, Confusion"
Done!,"Happiness, Contentment, Confidence"
You just finished?,"Happiness, Contentment, Excitement"
"Well, I wanted to be thorough. I mean this-this is clearly very, veryimportant to you, to us! And so I wanted to read every word carefully, twice!","Contentment, Excitement, Anticipation"
"So umm, does it?",Confusion
I’m sorry.,"Neutral, Sadness"
Does it?,Neutral
"Does it? Does it? Yeah, I wanted to give that whole ‘Does it?’part just another glance.","Confusion, Frustration, Optimism"
"What are you talking about, Ross, you just said that you read it twice!Look, y'know what, either it does or it doesn’t, and if you have to even","Anger, Confusion, Frustration"
"(interrupting) No, Rach, no. I don’t, I don’t, I don’t","Sadness, Confusion, Frustration"
Are you sure?,"Confidence, Surprise"
"Oh, sure! I’m sure.","Confidence, Neutral, Optimism"
I know. (Hugs him more violently this time and pushes him back away fromthe letter.),"Sadness, Anger, Love"
"All right, there’s a nuclear holocaust, I’m the last man onEarth. Would you go out with me?","Neutral, Fear, Longing"
Ennnh.,"Neutral, Confusion, Frustration"
I’ve got canned goods.,"Contentment, Confidence, Neutral"
"(jumping up in a hole that he is digging, he is shoulder deep) Hey, youguys! Take a look at this! (Chandler and Monica jump up and go over to the hole.) Checkthis baby out, dug me a hole!","Happiness, Confidence, Excitement"
"Excellent hole, Joe.","Happiness, Contentment, Excitement"
Oh no! No!! My hole!!,"Sadness, Fear, Surprise"
(screaming in pain) Ow!! Ow!!!,"Sadness, Anger"
(climbing out of the hole) What?! What?!! What is it?!,"Fear, Surprise, Confusion"
"Jellyfish sting! Oh, it hurts! It hurts!! It hurts!!","Fear, Frustration"
"Well, can we help?! You want us to take you back to the house?!",Unknown
It’s like two miles!,"Confidence, Frustration, Optimism"
"Yeah, and I’m a little tired from digging the hole.","Neutral, Frustration"
Oh damn the jellyfish. Damn all the jellyfish!,"Anger, Disgust, Frustration"
We’ve got to do something!,"Fear, Frustration"
"Well, there’s really only one thing you can do.","Confidence, Neutral, Optimism"
What?! What is it?!,"Fear, Surprise, Confusion"
You’re gonna have to pee on it.,"Neutral, Confusion, Frustration"
What?!! Gross!!,"Anger, Surprise, Disgust"
"Don’t blame me, I saw it on","Neutral, Confusion, Frustration"
"Y'know what, he’s right. There’s something like uh, ammoniain that, that like kills the pain.","Confidence, Neutral, Excitement"
Well forget it! It doesn’t hurt that (tries to take a step),"Anger, Disgust, Frustration"
If you want some privacy you can use my hole.,"Confidence, Neutral, Frustration"
"Well, I’m ready to get the hell out of here! (Sees Ross and Rachelcuddling on the couch.) Oh. Are you? Are you?!! (they nod ‘Yes.’) Ohh!That’s so great!! Ooh, not for Bonnie. (they nod ‘No.’) But for you, yay!Ohh.","Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
How was the beach?,"Contentment, Neutral, Optimism"
"Nothing, I don’t know.","Neutral, Confusion, Frustration"
What happened?,"Surprise, Confusion, Frustration"
Nothing. I’m gonna take a shower.,"Contentment, Confidence, Neutral"
Me too!!,"Happiness, Excitement, Optimism"
Me too.,"Happiness, Contentment, Excitement"
"Okay, I’m gonna put this (her suitcase) in the car.","Contentment, Confidence, Neutral"
"Ooh, I have to go pack. (Gets up to do so.) It really does?","Excitement, Anticipation, Optimism"
It does. It really and truly does.,"Happiness, Confidence, Excitement"
(finding the part) (looks up in disgust) It so does,"Disgust, Frustration"
She wants,Neutral
"Oh my God! If you say that one more time,","Anger, Frustration"
"Fine! Fine! But this break-up was not all my fault, and she, she sayshere, (reading from the letter) “If you accept full responsibility...” (toChandler and Joey) Full responsibility! “...I can begin to trust you again. Does thatseem like something you can do. (yells at Joey) Does it?!!”","Anger, Confusion, Frustration"
No?,Neutral
"Look, Ross, you have what you want, you’re back with Rachel. Ifyou bring this up now you’re gonna wreck the best thing that even happened to you.","Neutral, Fear, Frustration"
"(calming down) Yeah, I know. I mean, no, you’re right. Yeah I guessI’ll let it go. But you-you understand how-how hard it is to forget about this.","Confusion, Frustration, Longing"
"Sure, it’s hard to forget! But that doesn’t mean you have totalk about it! A lot of things happened on that trip that we should never, (to Chandler)ever talk about.","Neutral, Nostalgia, Frustration"
What the hell happened on that beach?!,"Anger, Fear, Confusion"
"It’s between us and the sea, Ross!","Contentment, Confidence, Excitement"
"(to the person that answered the door) Hi, Ursula.","Happiness, Contentment, Confidence"
Hey!,"Happiness, Excitement, Anticipation"
"Okay, well umm, I know that we haven’t talked in a long time, butumm okay, our Mom is not our birth Mom. This-this other lady is our birth Mom.","Surprise, Confusion, Frustration"
"Right, okay, the one that lives in Montuak, umm-hmm.","Confidence, Neutral, Confusion"
(shocked) You know her?!,"Surprise, Confusion"
"No, I umm, I read about her in Mom’s suicide note.","Sadness, Confusion, Longing"
"There-there was a suicide note?! (Ursula nods ‘Yes.’) Well, doyou still have it?","Sadness, Surprise, Frustration"
(disgusted) Hang on. (She goes into her apartment and slams the door inPhoebe’s face.),"Anger, Disgust, Frustration"
I can’t believe you didn’t tell me there was a suicide note!,"Sadness, Anger, Surprise"
Yeah. So how have you been doing?,Neutral
"I, umm, shut up!","Anger, Confusion, Frustration"
(reading from the note) “Good-bye Phoebe and Ursula. I’ll missyou. P.S. Your Mom lives in Montauk.” You just wrote this!,"Sadness, Surprise, Nostalgia"
"Well, it’s pretty much the gist. Well, except for the poem. Youread the poem, right?","Neutral, Confusion, Frustration"
Noooo!!,"Sadness, Anger, Fear"
"All right, hang on! (She takes the note, goes back into her apartmentand slams the door shut.)","Fear, Surprise, Frustration"
"Pass the cheese, please.",Neutral
"My God, you can’t even look at me! Can you?","Sadness, Anger, Frustration"
Nope.,"Confidence, Neutral, Frustration"
(jumping up) Hey! Phoebe! We can talk to Phoebe!!,"Happiness, Surprise, Excitement"
No. I’m-I’m to depressed to talk.,Sadness
I’ll give you a thousand dollars to talk to us.,"Confidence, Excitement, Anticipation"
"(coming back in with Rachel) Hey, you guys! What do you, what do you thinkabout making that beach trip an annual thing?","Happiness, Excitement, Optimism"
NO!!!,"Anger, Fear, Frustration"
"All right, that’s it, you guys! What happened out there?","Anticipation, Confusion, Frustration"
"What? We took a walk, nothing happened. I can back with nothing all overme.","Neutral, Confusion, Frustration"
Come on!,Unknown
What happened? Joey?,"Surprise, Confusion, Frustration"
All right. (gets up),"Contentment, Confidence, Optimism"
"(stopping him) No! Joey, we swore we’d never tell!","Sadness, Fear, Frustration"
(running over and joining Monica) They’ll never understand!,"Sadness, Disgust, Frustration"
"Well, we have to say something! We have to get it out! It’s eating mealive!! Monica got stung by a jellyfish.","Fear, Frustration"
(interrupting) All right!! All right. (walks slowly into the livingroom) I got stung. Stung bad. I couldn’t stand. I-I couldn’t walk.,"Sadness, Fear, Frustration"
(following Monica) We were two miles from the house. Scared and alone.We didn’t think we could make it. (He goes to put his hands on Monica’sshoulders but for some reason can quite complete the action and pulls back.),"Sadness, Fear, Longing"
I was in too much pain.,"Sadness, Frustration"
And I was tired from digging the huge hole!,"Neutral, Frustration"
And then Joey remembered something.,"Surprise, Excitement, Anticipation"
I’d seen this thing on,"Neutral, Surprise, Excitement"
Wait a minute! I saw that! On,"Confidence, Surprise, Frustration"
Ewwww!!,"Surprise, Disgust"
"You can’t say that!! You-you don’t know!! I mean I thought Iwas gonna pass out from the pain! Anyway I-I tried, but I-I couldn’t...bend that way.So... (looks at Joey.)","Fear, Confusion, Frustration"
(turning to look at Joey) Ewwww!!,"Surprise, Disgust"
"That’s right I stepped up! She’s my friend and she needed help!And if I had too, I’d pee on anyone of you! Only, uhh, I couldn’t. I got thestage fright. I wanted to help, but there was too much pressure. So-so I uh, I turned toChandler.","Confidence, Fear, Frustration"
"(wails loudly into his hands) Joey kept screaming at me, “Do itnow! Do it!! Do it! Do it now!!” Sometimes late at night I can still here thescreaming.","Sadness, Fear, Frustration"
(laughs) That’s ‘cause sometimes I just do it through my wall tofreak you out.,"Happiness, Excitement, Anticipation"
"(singing) “...fuchsia and mauvvve. Those are the 66 colours of mybedroommmm.” (applause) Thank you, thank you. Ohh, and I invite you to count thecolours in your bedroom. (Sees that Phoebe Sr. has entered, and to her) Except for you.You go away.","Happiness, Confidence, Excitement"
"I’ll go in a second, I-I just wanted to tell you that therehasn’t been a day where I didn’t regret giving you up.","Sadness, Longing"
"Okay, bye.",Neutral
"No, I’m not done. I-I-I just want you to know that I, thereason I didn’t look you up was, well I was afraid that you’d react, just welllike, the way, the way you’re reacting right now, and can’t we just, y'know,start from here?","Fear, Frustration, Optimism"
No.,"Neutral, Confusion, Frustration"
"Sorry. But just one last thing. Y'know you came looking for family.I’m family, I’m it. Now, now I’m done. (starts to leave)","Confidence, Frustration, Longing"
"But, it’s not like we’re losing anything. Y'know?","Contentment, Confidence, Neutral"
"Yeah, I guess you’re right.","Contentment, Neutral"
It’s not like we-we know each other or anything. Or that have,"Neutral, Confusion, Frustration"
"Well, I don’t know. I mean it’s not like we don’thave","Neutral, Confusion, Frustration"
I-I like pizza!,"Happiness, Love, Excitement"
"You do?! Wait, I like umm, the Beetles.","Happiness, Surprise, Excitement"
"Oh my God, so do I!","Happiness, Excitement, Optimism"
"I knew it, wow!!","Confidence, Surprise, Excitement"
"Wait-wait-wait, wait! Puppies. Cute or ugly?","Happiness, Surprise, Love"
"Ohh, so cute.","Happiness, Love, Excitement"
"Uh-huh, well! But umm, still I’m-I’m mad at you.","Sadness, Anger, Frustration"
I know. I’m mad at me too.,"Sadness, Anger, Frustration"
"Well umm, do you wanna get something to eat? I’m kinda hungry.","Happiness, Contentment, Excitement"
Hey! Me too!,"Happiness, Love, Excitement"
"All right, stop it. Now you’re just doing it to freak me out.","Fear, Confusion, Frustration"
"Oh-hooo, I missed you.","Happiness, Love, Excitement"
I missed you too.,"Happiness, Love, Longing"
