Dialogue,Emotions
(entering) Hey everybody! Happy Thanksgiving!,"Happiness, Excitement, Optimism"
"No, no, no. No-no-no.","Sadness, Confusion, Frustration"
"What, are we keeping Thanksgiving a secret this year?","Surprise, Confusion, Frustration"
"No, we're playing this game I learned at work. You have to name allthe states in six minutes.","Confidence, Excitement, Anticipation"
What? That's like insanely easy!,"Confidence, Excitement, Frustration"
"Now, that's a lot harder than it sounds. You always forget at leastone, or in some cases... fourteen (looks over to Monica).","Surprise, Confusion, Frustration"
"It's a stupid game and I wasn't playing against other people, sotechnically I didn't lose.","Neutral, Disgust, Frustration"
What? You forgot fourteen states?,"Surprise, Confusion, Frustration"
"Nobody cares about the Dakotas. (That’s true in so many ways, trustme, I’ve lived in one and been to the other.)","Neutral, Sadness, Frustration"
"Oh, okay, time's up!","Neutral, Surprise, Frustration"
"All right, I got 48.","Contentment, Confidence, Neutral"
"Oh that's not bad, Pheebs?","Happiness, Contentment, Excitement"
"Oh, I got tired of naming states. So I decided to list the types ofcelery, and I have one: regular celery.","Contentment, Neutral, Surprise"
"Okay, so Rachel's got 48 and Phoebe has the lead in…vegetables,Joey?","Happiness, Contentment, Excitement"
Say hello to the new champ of Chandler's dumb states game.,"Happiness, Confidence, Excitement"
"Wow, how many have you got?","Surprise, Excitement"
Fifty-six!,"Surprise, Excitement, Optimism"
Hey! How is New England not a state? Huh? They have a sports-team!,"Surprise, Confusion, Frustration"
Does South Oregon have a sports-team? (Joey strikes one from his list)There you go.,"Happiness, Contentment, Confidence"
(counting the place settings) How come we have one extra place setting?,"Confusion, Frustration"
'Cause you invited your assistant.,"Neutral, Confusion, Frustration"
"Oh, right. Sorry. But Tag's not coming; his girlfriend came into town,so he's spending Thanksgiving with her.",Neutral
Oh! Why didn't you tell me? I made him his own individual sweet potatostuffed pumpkin.,"Happiness, Surprise, Excitement"
"Well, I was going to, but then I figured, you know... you're food is sodelicious and perfect, you can never have too many of those pumpkin things.","Happiness, Contentment, Love"
"Now you think I wouldn't enjoy that, because it is so fake, (Laughs) butI still do.","Happiness, Contentment, Optimism"
"Regular Celery! (Starts to write that on her list) Oh, I already havethat. (She gets up and heads for her room)","Contentment, Neutral, Confusion"
Done! With time a-to-spare.,"Happiness, Contentment, Confidence"
Oooh that may be a New World's record (Looks at his watch and picks upRoss' pad),"Confidence, Surprise, Excitement"
"You know, I hate to lecture you guys, but it's kinda disgraceful, that agroup of well-educated adults and Joey can't name all the states. Did you ever see a map,or one of those round, colorful things called a globe?"" Hmm?""","Disgust, Frustration"
"Uh, Magellan? You got 46 states. (Smiles and hands Ross back his pad)","Happiness, Contentment, Confidence"
What? That's impossible.,"Surprise, Confusion, Frustration"
"46. Wow! Who's well educated now, Mr. I-forgot-ten-states?","Confidence, Surprise, Frustration"
"All right, I'm out of oven space. I'm gonna turn on Joey's. Please,watch him! Do not let Joey eat any of the food!","Confidence, Fear, Frustration"
I am only,"Neutral, Confusion, Frustration"
"No, just give me another minute.","Confusion, Frustration, Optimism"
"Look Ross, if you don't know them by now, you will never know them,okay? That is the beauty of this game. It makes you want to kill yourself.","Sadness, Confusion, Frustration"
"This-this is crazy! I can do this! All right, uhh, I bet I can get all 50before dinner.","Confidence, Excitement, Optimism"
"Okay, but if you can't…no dinner!","Neutral, Anger, Frustration"
You're on!,"Happiness, Confidence, Excitement"
"(gets up) All right. Don't look at my list, Ross, 'cause there's a lot onthere that you don't have.","Contentment, Confidence, Frustration"
"(entering, to Joey and Rachel) Hey, did you guys know, that your ovendoesn't work?","Neutral, Surprise, Frustration"
"But the drawer full of take-out menus is okay, right?","Contentment, Neutral"
"Ross, I'm gonna use yours, okay?","Confidence, Excitement, Optimism"
Pshhshhh!,"Surprise, Disgust, Excitement"
Chandler? Can you give me a hand? (Grabs her jacket),"Contentment, Confidence, Neutral"
"Sure, and Joey; do not let Ross look at any of the maps or the globein your apartment.","Confidence, Fear, Frustration"
"Don't worry, Chandler, it's not a globe of the United States.","Confidence, Neutral"
Hey you guys I'm gonna go out and take a walk.,"Happiness, Contentment, Excitement"
"Phoebe, why is your bag moving?","Fear, Surprise, Confusion"
"Oh, it's not!","Confidence, Neutral, Disgust"
"Seriously, it's moving!","Fear, Surprise, Excitement"
What the hell is in there?,"Fear, Surprise, Confusion"
It's just my knitting that's all! (A dog sticks its head out of Phoebe'sbag. Everyone looks puzzled.) Yes! I knit this. I'm very good.,"Confidence, Surprise, Confusion"
Ross’s apartment is nice! How come we don't hang out here moreoften?,"Happiness, Contentment, Excitement"
I don't know. Maybe it's because it smells a little weird. It's likeold pumpkins or something.,"Disgust, Nostalgia, Confusion"
That's my pie!,"Anger, Surprise, Frustration"
Which smells delicious!,"Happiness, Excitement, Anticipation"
Uh-oh! Uh-oh!,"Fear, Surprise, Anticipation"
What?,"Surprise, Confusion, Frustration"
"We left Joey alone with the food! (Walks towards the window and looksout) Yep! Yep, I knew it! There he is... feeding stuffing to a dog!","Surprise, Disgust, Frustration"
(answering the phone) Hi Geller-Bing residence. How can I help?,"Contentment, Confidence, Neutral"
"Phoebe, why is there a dog in our apartment?","Surprise, Confusion, Frustration"
"I'm sorry, who's this?","Neutral, Confusion, Frustration"
"Phoebe, there's a dog sitting on my couch!","Surprise, Excitement, Confusion"
"Tell her, I'm allergic, and I will sue!","Anger, Fear, Frustration"
"No, there's no dog here?","Neutral, Confusion, Frustration"
Yes there is! He's black and white and shaggy and [Cut to Monica’sapartment] he's sitting next to Rachel and licking Rachel's hand.,"Happiness, Love, Excitement"
Oh my god! Where are you? (Looks around.),"Fear, Surprise, Confusion"
I'll be right there!,"Confidence, Excitement, Anticipation"
(Phoebe hangs up and someone knocks on the door. She gasps.) They'rehere already? How are they doing this?,"Fear, Surprise, Confusion"
(gets up and opens the door) Hi Tag! What are you doing here?,"Happiness, Surprise, Excitement"
"I, uh, wanted to see if your offer to spend Thanksgiving with you is stillgood.","Neutral, Anticipation, Nostalgia"
"Well, sure! Come in! (He enters) Well, what-what happened to yourgirlfriend?","Neutral, Anticipation, Confusion"
We kinda broke up this morning.,"Sadness, Confusion, Frustration"
"Oh, I'm sorry.",Sadness
"Yeah, so she went back to Ohio.","Contentment, Neutral, Nostalgia"
Ohio!! Thank you!,"Happiness, Excitement"
Huh! Where is the dog?!,"Surprise, Confusion, Frustration"
What dog? There-there's no dog here.,"Neutral, Confusion, Frustration"
Yeah that dog left!,Happiness
"(walks to Phoebe's door) Phoebe! Phoebe, open up!","Confidence, Excitement, Frustration"
There's no dog in here.,"Neutral, Confusion, Frustration"
"Phoebe, we can hear the dog barking!","Surprise, Excitement, Frustration"
"No that's just me coughing! (Doing some weird coughing noises and thedog barks again. Phoebe comes out of the room.) Oh, good, there you are! Listen, um, Ihave a dog in my room.","Surprise, Excitement, Confusion"
What is it doing here?,"Surprise, Confusion, Frustration"
"Well, I'm watching it for some friends who went out of town. Wait. (Shebends down, picks up the dog, and waves with one of its paws) Hello, my name is Clunkers.May I please stay with you nice people?","Happiness, Confidence, Excitement"
"Oooh, I wish she could stay here, but Chandler is allergic!","Happiness, Sadness, Frustration"
"Extremely allergic, okay? If I'm anywhere near a dog for more than 5minutes, my throat will just close up!","Fear, Frustration"
"That's odd, 'cause this dog's been living here for the past 3 days","Surprise, Confusion"
(gasping) Really?,"Surprise, Excitement, Anticipation"
"Chandler, if that dog's been here that long, and you haven't had areaction, maybe you're not allergic to this dog?","Confidence, Surprise, Frustration"
"Well, it still has to go, right?","Neutral, Confusion, Frustration"
"Okay, it's um…","Neutral, Confusion, Frustration"
(interrupting him) Don't do it!,"Sadness, Fear, Frustration"
Don't do what?,"Confusion, Frustration"
"(to Joey) I have to! Okay? It's time! (Joey shrugs as if to say,Do what you have to do"") Okay","Neutral, Frustration"
What?,"Surprise, Confusion, Frustration"
Are you crazy?,"Anger, Surprise, Confusion"
Are you out of your mind?,"Anger, Surprise, Confusion"
Why?,"Confusion, Frustration"
Told ya. (Waves bye-bye.),"Happiness, Confidence, Excitement"
"They are needy, they are jumpy, and you can't tell what they arethinking, and that scares me a little bit.","Fear, Disgust, Frustration"
"Right, they are scary. (He jumps up, screaming) Ahh, she just ate a treatout of my hand!!!","Fear, Surprise, Disgust"
"Wait a minute. Do you not like all dogs? I mean, not even puppies?","Surprise, Confusion, Frustration"
