Dialogue,Emotions
"(entering) Hey! Hey! Hey! Hey!! None of that, not while you're livingunder my roof!","Confidence, Anger, Frustration"
What?!,"Surprise, Confusion, Frustration"
"Look, just because I","Neutral, Confusion, Frustration"
Aren't you supposed to be at an audition for another hour?,"Neutral, Confusion, Frustration"
"Well, I'm sorry if I'm not a middle-aged black woman! (Starts for hisroom.) And I'm also sorry if","Anger, Disgust, Frustration"
,"Neutral, Confusion, Frustration"
Sorry.,Neutral
Sorry.,"Neutral, Sadness"
(from the bedroom) I can hear that!,"Anger, Surprise, Frustration"
(To Chandler) Rachel's at work.,Neutral
I can still hear you!,"Confidence, Anger, Frustration"
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
Hello!,"Happiness, Contentment, Excitement"
"Hey, what's that?","Surprise, Excitement"
"Yeah, my mom sent me a family heirloom that once belonged to mygrandmother. Can you believe it?! A year ago I didn't even have a family, and now I haveheirlooms for crying out loud.","Happiness, Surprise, Excitement"
Eeeee-(She opens the box and removes its contents and sees that it's afur coat.)-ohh!! God! (She throws it at Joey.),"Surprise, Disgust, Frustration"
"Argh-argh!! (Catches the coat.) Ooh, soft. Is this mink?","Surprise, Excitement, Anticipation"
Yeah!,"Happiness, Excitement, Optimism"
"Yeah, just some 9-year-old Filipino kids who worked their fingersbloody for 12 cents an hour. (Phoebe stares at him wide-eyed. Chandler sees her reaction.)That didn't happen, I made that up!","Surprise, Disgust, Confusion"
(entering) Hey!,"Happiness, Surprise, Excitement"
"Oh, Ross? Ross! You can't put up flyers in here.","Neutral, Confusion, Frustration"
How come? Everybody else does.,"Confidence, Confusion, Frustration"
You can't.,"Neutral, Confusion, Frustration"
What is that?,"Surprise, Confusion"
"Oh, umm, I'm just getting rid of a couple of things.","Neutral, Confusion, Frustration"
(looking at the flyer) This is all of your things.,"Neutral, Confusion, Frustration"
"Yes, yes it is! No, but it's good it's—Emily thinks we should get allnew stuff. Stuff that's just ours, together. Y'know brand new.","Happiness, Excitement, Anticipation"
"So basically, this is a getting-rid-of-everything-Rachel-ever-used sale.","Sadness, Disgust, Frustration"
Touched. Used. Sat on. Sleep on.,"Contentment, Neutral, Frustration"
I'll take it all.,"Happiness, Confidence, Excitement"
"Hey, Ross, you're okay with that?","Contentment, Confidence, Neutral"
"Look, if I can just do what Emily wants and","Neutral, Frustration, Longing"
"Okay, but don't you think this is a little extreme?","Confusion, Frustration"
After what,"Neutral, Confusion, Frustration"
"Oh my God! You got off easy! When my friend Silvie's husband saidsomeone else's name in bed, she cursed him and turned his thingy green.","Surprise, Disgust"
"(after Ross is gone) What is he doing? What, Emily, thinks Ross'sfurniture has got Rachel coodies?","Disgust, Confusion, Frustration"
Now calm down Joey.,Neutral
"No! Everything's gettin' all messed up, y'know? Emily won't let Ross seeRachel, we're not gonna stop seeing Rachel, hence Ross stops seeing us!","Sadness, Confusion, Frustration"
"Oh, I hate this. Everything's changing.","Sadness, Anger, Frustration"
"Yeah I know, we're losing Ross, Joey said hence…","Sadness, Confusion, Frustration"
"Look, I'm not happy about this either, but y'know if-if Ross says he'shappy then we're just gonna have to keep our feelings about Emily to ourselves. Are youcool with that?","Sadness, Frustration"
"No! But y'know, I'm an actor, I'll act cool.","Confidence, Excitement, Optimism"
"Ohh, whoa God! Storage rooms give me the creeps! Monica, come on pleasehurry up honey! Please?","Fear, Frustration"
"Rachel, if you want the little round waffles, you gotta have to waituntil I find the little waffle iron.","Anticipation, Confusion, Frustration"
I want the little round waffles.,"Happiness, Contentment, Excitement"
"All right. (Looking through a box.) Op, here it is! Right underneath thecan of-of bug bomb. I wonder if the best place to put something that cooks food isunderneath the can of poison?","Confusion, Frustration"
"Okay, y'know what? I'll-I'll have toast!","Confidence, Excitement, Frustration"
Arghhhh!!!!!!,"Anger, Fear, Frustration"
Oh my God! Fog him! Fog him!,"Fear, Surprise, Excitement"
I don't know what I'm gonna do about this coat.,"Confusion, Frustration"
I'll take it!,"Happiness, Confidence, Excitement"
That might work! (She gives him the coat.),"Confidence, Excitement, Optimism"
"Ooh-ooh-ooh, yeah! (He drapes it around his shoulders.) Enh? All right,what do you think?","Confidence, Excitement, Anticipation"
You're on in 5 Ms. Minnelli.,"Confidence, Excitement, Anticipation"
"(on the phone) No-no-no, it's just a bit sudden. (Listens) No, it's great.Okay? I'm totally on board. I love you too, all righty. Bye. (Hangs up.)","Happiness, Love, Excitement"
What's the matter Ross?,Neutral
"Nothing. Oh, actually, great news! I just got off the phone with Emily andit looks like I'm moving to a new apartment. Woo-hoo!","Happiness, Excitement, Anticipation"
Why?,"Neutral, Confusion, Frustration"
"Well, her thought is, and I agree, fresh new furniture, why not a freshnew apartment? Her cousin has this great place to sublet, it's got a view of the river onone side and Columbia on the other.","Excitement, Anticipation, Optimism"
That's way uptown! That's like three trains away! (Phoebe pinches him.)Which is great! I love to ride that rail!,"Excitement, Anticipation, Optimism"
So you're really okay with this?,"Neutral, Confusion, Frustration"
"Yes! Yes! I mean it's-it's kinda far from work, but uh, y'know, I'll getso much done on the commute. I-I've been given the gift of time!","Confidence, Excitement, Optimism"
"Now that's so funny, because last Christmas I got the gift of space.We should get them together and make a continuum.","Happiness, Excitement, Optimism"
"Now he's movin'? Man, what is Emily doing to him? (Phoebe pinches himagain.) Ow!! He's not even here!!!","Surprise, Confusion, Frustration"
You guys! You guys!,"Happiness, Excitement, Anticipation"
"We were, we were just in the storage area and we saw this really creepyman!","Fear, Surprise, Disgust"
"It was like this crazy-eyed, hairy beast man! He was like a, like abigfoot or a","Fear, Surprise, Excitement"
"And he came at us with an axe, so Rachel had to use a bug bomb on him!","Fear, Surprise, Anticipation"
"(proud of herself) Yeah, I-I-I just pulled the tab and I just fogged hisyeti ass!","Happiness, Confidence, Excitement"
"Uhh, like dark hair, bushy beard?","Neutral, Anticipation, Confusion"
Yeah!,"Happiness, Excitement, Optimism"
"Yeah, you fogged Danny.","Confidence, Excitement, Anticipation"
Please! We did,"Confidence, Excitement, Optimism"
"Dan just moved in downstairs. Yeah, he just got back from like thisfour-month trek in the Andes. Nice fella.","Happiness, Excitement"
"Oh he's nice. He's nice! Y'know, you always stick up for the people wefog!","Happiness, Love, Excitement"
Yeah?,"Confidence, Neutral, Anticipation"
"Hi! You might not remember us, but","Happiness, Surprise, Nostalgia"
We're-we're really sorry we fogged you.,Neutral
Okay.,Neutral
"Hi! Just so you know, we-we didn't","Neutral, Confusion, Frustration"
Okay.,"Contentment, Confidence, Neutral"
Yesss?,"Confidence, Neutral, Anticipation"
"Hi! Sorry to bother you, but I don't think",Neutral
Yeah.,"Contentment, Confidence, Neutral"
,"Happiness, Contentment, Love"
Wow! That guy is so rude!,"Anger, Surprise, Disgust"
Really! What is with that guy? I mean you'd forgive me if I fogged you.,"Disgust, Confusion, Frustration"
Well you did a little bit.,"Neutral, Confusion, Frustration"
"Oh my God, honey, I'm so sorry!","Sadness, Love"
I totally forgive you!,"Happiness, Contentment, Love"
Really?,"Neutral, Surprise, Confusion"
Yes!,"Happiness, Excitement, Optimism"
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Excitement, Optimism"
"So listen, you know my friend Chris who owns the crematorium?","Neutral, Surprise, Confusion"
Crematorium Chris? Sure!,"Happiness, Contentment, Neutral"
"He says, that he would cremate my fur coat for free if I umm, y'know,bring in the next person I know who dies.","Confidence, Surprise, Excitement"
"Oh my God! Oh my God, look at these pelts!","Surprise, Love, Excitement"
"Don't get too attached, she's having it cremated.","Sadness, Disgust, Confusion"
"What? Uhh, Phoebe, honey, honey, I know you're quirky and I get a bigkick out of it, we all do actually, but if you destroy a coat like this that is like acrime against nature! Not nature,","Disgust, Frustration"
"This is fashion?! (Grabs the coat from Rachel.) Okay, so to you,","Surprise, Disgust, Frustration"
(on phone) I know I miss you too. I can't wait to see you. I love you.Bye. (Hangs up.),"Love, Excitement, Longing"
"Okay, what is in here? Rocks?","Disgust, Confusion, Frustration"
"No-no, this is my collection of fossil samples.","Contentment, Confidence, Neutral"
"So, rocks.","Neutral, Confusion, Frustration"
"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first stepsright over there. (Points.)","Sadness, Nostalgia, Longing"
"Ohh. Hey, remember when I ran into this thing (The shutters that close offthe kitchen.) and it kinda knocked me out a little?","Surprise, Confusion, Frustration"
"I loved this place! To tell you the truth, I wish I didn't have to move.","Sadness, Love, Longing"
"Uhh, are you saying that you're not entirely happy about this?","Neutral, Confusion, Frustration"
"Well, I mean if uh, if Emily gave me a choice…","Neutral, Confusion, Frustration"
You,"Confidence, Frustration, Optimism"
Why?,"Confusion, Frustration"
"It's not right what Emily wants you to do! She is totally-(The gang entersbehind Joey and Phoebe pinches him again.)-Owww!! Stop pinching me! Look, now you guyssaid I only had to keep my mouth shut as long as Ross was happy, right? Well he just toldme that he's not entirely happy.","Sadness, Confusion, Frustration"
What's going on?,"Anticipation, Confusion, Frustration"
We all hate Emily!,"Anger, Disgust, Frustration"
Nooo!!,"Sadness, Anger, Fear"
"No, Ross, we do not hate Emily. We-we just, we just think that you'rehaving to sacrifice a whole lot to make her happy.","Neutral, Frustration"
Yeah!,"Happiness, Confidence, Excitement"
"Look, we just think that maybe she's being a little unreasonable.","Neutral, Confusion, Frustration"
Yes! Yes! Unreasonable!,"Happiness, Excitement, Frustration"
Unreasonable? How about we have this conversation when one of you guysgets married! You have,"Anger, Disgust, Frustration"
I think he's right. You guys hang out at the coffeehouse way too much.,Neutral
"God, I feel so guilty about Ross.","Sadness, Frustration"
