Dialogue,Emotions
"Hey Hon, could you help me get the plates down?","Happiness, Contentment, Confidence"
"Yeah. Hey, here's an idea, why don't we use our  wedding china today?","Happiness, Excitement, Anticipation"
"No, I think we should save our china for something  really special. Like if the Queen of England comes over.","Happiness, Excitement, Anticipation"
"Honey, she keeps canceling on us, take the hint.","Sadness, Confusion, Frustration"
"What if something gets broken, they're so expensive.","Fear, Frustration"
What is the point of having them if we never use  them?,"Disgust, Confusion, Frustration"
"Ok, but if something gets broken, and then the Queen  comes over..","Neutral, Fear, Frustration"
I will explain it to her.,"Confidence, Neutral"
"<laughs> Oh yeah, like I'm going to let you  talk to the queen.","Confidence, Disgust, Frustration"
"wow, the parade is really good this year. Man those  horses can crap.","Happiness, Disgust, Excitement"
"Next up is a marching band from Muskogee, OK.","Happiness, Excitement, Anticipation"
Muskogee! That's like four hours from Tulsa. Woo  hoo!,"Happiness, Excitement, Anticipation"
Oh my God!,"Fear, Surprise, Excitement"
Aren't you one of the stars of the popular daytime  soap Days of Our Lives?,"Surprise, Excitement, Optimism"
Yeah! I totally forgot I'm supposed to be there. I  can't believe I forgot. I usually write stuff like this on my arm.,Excitement
What are you going to do?,Neutral
I guess I'm going to have to come up with a really  good reason why I wasn't there. The producers are going to be so mad at me.  They sat us all down yesterday and said Everyone has to be there at 6:00  AM sharp,"Sadness, Fear, Frustration"
Well you proved them wrong.,"Happiness, Confidence, Optimism"
A lot of people are thankful for those.,"Happiness, Contentment"
Hello? Rachel?,"Neutral, Anticipation, Confusion"
Who is it?,"Neutral, Surprise, Confusion"
It's your favorite sister.,"Happiness, Love, Excitement"
Hide my rings.,"Neutral, Fear, Frustration"
Oh. <opens door preparing herself and then happily  says>,"Happiness, Confidence, Excitement"
Do you have a hair straightener?,"Neutral, Anticipation, Confusion"
Um... hi.,"Neutral, Anticipation, Confusion"
oh... hi.. <goes to Rachel with open arms>,"Happiness, Love, Excitement"
Aw.,"Sadness, Disgust, Longing"
Hair Straightener?,"Happiness, Surprise, Excitement"
I haven't seen you in like.. a year.,"Neutral, Surprise, Nostalgia"
"Oh, I know, I know. I've just been crazed.",Frustration
Oh well yeah me too. Um.. I had a baby.,"Happiness, Surprise, Excitement"
I decorated Dad's office.,"Happiness, Contentment, Love"
"Oh.. yeah? Well unless you pushed a desk out of your  vagina, <shakes head no> not the same thing.","Anger, Disgust, Frustration"
"Listen, um about the hair straightener, honey.. I really  need one. I'm going to have dinner at my boyfriend's house.","Excitement, Anticipation, Optimism"
Oh my God!,"Fear, Surprise, Excitement"
mh hmm..,"Contentment, Neutral, Confusion"
Is this Emmett? <pointing to EMMA>,"Surprise, Confusion, Optimism"
Uh.... its Emma.,"Neutral, Confusion, Frustration"
Its a girl?,"Happiness, Surprise, Excitement"
Hey Amy.,"Happiness, Contentment, Confidence"
"Oh Amy, you remember Ross.","Happiness, Contentment, Nostalgia"
Not really. But you are much cuter then that geeky guy  she used to date.,"Confidence, Love, Excitement"
That was me.,"Confidence, Neutral"
"No, he was this creepy guy from high school who had  this huge crush on her since like the ninth grade.","Fear, Disgust, Nostalgia"
"No, I'm not talking about you. <to Rachel> It  was your fat","Sadness, Anger, Disgust"
Careful. <hands Chandler a china plate> Careful.  CAREFUL!,"Fear, Frustration"
"I'll tell you what, for the rest of our lives,  I'll be careful until told otherwise. <looks at china> hey wait a minute  this isn't the china we picked out..","Disgust, Confusion, Frustration"
"I know, after you left the store, I chose different  ones.","Contentment, Neutral"
Why?,"Confusion, Frustration"
"well no offense honey, but your taste is a little  feminine for me.","Neutral, Sadness, Frustration"
"Oh suddenly, flowers are feminine?","Disgust, Confusion, Frustration"
"Hey, everybody. Happy Thanksgiving!","Happiness, Contentment, Excitement"
Hey happy Thanksgiving.. Pheebs! <motions her to  come over>,"Happiness, Love, Excitement"
"Hey, what's going on Joe?",Neutral
I.. I.. I need a good lie.,"Sadness, Fear, Frustration"
"Oh okay. How about the whole man walking on  the moon"" thing. You know? You. you could. You could see the strings people!""","Anger, Disgust, Frustration"
"No, no, no I need a good lie to explain why I wasn't  at a work thing today.","Neutral, Confusion, Frustration"
"Ooh, honey. You stink at lying.","Confidence, Disgust, Frustration"
I do not.,Neutral
"Oh really. Okay. let me ask you something. Yesterday  at the coffee house, I went to the bathroom and when I came back, my muffin  was gone-who took it?","Surprise, Confusion, Frustration"
"Somebody opened the door to the coffee house and a  raccoon came running in, went straight for your muffin and I said Hey  don't eat that-that's Phoebe's"" and he said.. <pause> He said.. ""Joey  you stink at lying."" What am I going to do?""","Surprise, Confusion, Frustration"
"Don't worry, don't worry. We'll come up with a good  lie. I'll help you practice it.","Confidence, Excitement, Optimism"
"Oh great, that'd be great. Thank you.","Happiness, Excitement"
"Sure, what.. what was the work thing?","Neutral, Confusion, Frustration"
"Uh.. <forgetting what the work thing was, rolls  up his sleeve on his right arm and shows Phoebe, she looks>","Surprise, Confusion, Frustration"
"Pick up grandma at the airport""?""","Happiness, Excitement, Anticipation"
Oh.. man..,"Sadness, Disgust, Frustration"
Amy! <pause> Yes I do.. I really do. <grabs  Ross' hand for support>,"Confidence, Love, Excitement"
"Hello? Yeah, um. Hang on one sec. <to Ross and Rachel> Can  I take this upstairs?","Excitement, Anticipation, Nostalgia"
"Sure, we don't live there but...","Neutral, Confusion, Frustration"
Seriously? Its.. its just these rooms? <moves hands  around motioning 'just these rooms'> <To Ross> I thought you were  a doctor.,"Surprise, Confusion, Frustration"
"Yeah, no. Ross has a PhD.","Confidence, Neutral, Optimism"
"Ew. <walks into Rachel's room, I'm guessing>","Surprise, Disgust, Confusion"
God she is unbelievable.,"Surprise, Disgust, Frustration"
"I know, I mean a PhD is just as good as an MD.","Confidence, Neutral, Optimism"
"Oh sure Ross, yeah. If I have a heart attack in a  restaurant, I want you there with your fossil brush.",Unknown
What? What happened?,"Fear, Surprise, Confusion"
"My boyfriend canceled on me. I mean.. I I finally find  a real relationship. I mean, someone that I can spend this day with and then  his wife comes back into town. I swear, its almost not worth dating married  guys.","Sadness, Frustration"
Don't say that.,"Sadness, Fear, Frustration"
Oh. I was so looking forward to this. It was going to  be such a beautiful Thanksgiving. We were going to have sushi.,"Sadness, Longing"
"Oh Amy, don't cry Amy.  Um.. Ross, could I talk  to you in private?","Sadness, Confusion, Frustration"
"Sure, you want to go upstairs?","Excitement, Anticipation, Optimism"
Um look I was thinking.. If its ok with Monica I  would like to invite Amy to Thanksgiving.,"Happiness, Excitement, Anticipation"
"You know, I think thats a great idea. It'll be like  the pilgrims bringing the Indians syphilis.","Happiness, Disgust, Excitement"
"Look I know she's a little tough to take. She has  no where else to go, and she's my sister. Alright, she's Emma's aunt. And I  would like them to bond.","Contentment, Love, Optimism"
"Ok, fine, but I don't want them bonding to much. I  don't want her telling Emma she needs a nose job.","Fear, Disgust, Frustration"
"Ross, you know what? She may need one..We're just  going to have to make our peace with that!","Confidence, Nostalgia, Frustration"
"Hey you guys, this is my sister Amy.  This is  Chandler, Joey, Phoebe and you know Mon.","Happiness, Contentment, Excitement"
Oh my god. You're on Days of Our Lives.,"Surprise, Excitement, Anticipation"
wow. They must put a lot of makeup on you.,"Neutral, Surprise, Disgust"
Hi.,"Happiness, Contentment, Neutral"
Hi.,Neutral
So. Welcome. Is this your first time you're  seeing Emma?,"Neutral, Anticipation, Confusion"
Oh. That's a funny noise.,"Neutral, Surprise, Confusion"
"Pheebs, I still need some help here","Confusion, Frustration, Longing"
"Oh right, ok um. Ok so its not just the lie you tell.  but its the way you tell it. . For example if you look down at the ground when  you're talking, people know you're lying.","Neutral, Confusion, Frustration"
Oh.. I don't know why this is so hard for me. you know..  I mean lying is basically just acting and I am a terrfic actor.,"Confidence, Confusion, Frustration"
Oh we just put her down for a nap.,"Contentment, Confidence, Neutral"
Oh I was just thinking. You know what would be incredible?  If you guys died.,"Anger, Surprise, Disgust"
"no, no, then I would get the baby. I mean you know it  would be just like a movie. Like at first I wouldn't know what to do with her,  then I would rise to the occasion and and then I would get a makeover and then  I'd get married.","Excitement, Anticipation, Optimism"
Thats a great movie. <she claps>,"Happiness, Excitement, Optimism"
"Now listen, not that you guys could stop me or anything  cause you know you'd be dead. I was thinking about changing her name. I'm just  not really a big fan of Emily. [Transcriber note: I'm surprised that Rachel  and Ross didn't say they weren't either here]","Confidence, Disgust, Frustration"
Emma.,"Happiness, Contentment, Love"
"Emma, Ross wants you.","Happiness, Excitement, Anticipation"
PHOE-BE.,"Happiness, Contentment, Excitement"
Why does she keep making that  noise?,"Confusion, Frustration"
"Honey, I don't know how to tell you this, but um,  if something were to happen to Ross or to myself <Ross and Rachel knock  on wood> um you wouldn't get the baby.","Sadness, Fear, Frustration"
Well who would?,"Neutral, Confusion, Frustration"
"Well we haven't offically asked them yet, but we would  want Monica and Chandler.","Confidence, Excitement, Anticipation"
I can't believe you'd want us to raise Emma.,"Sadness, Disgust, Frustration"
"yeah oh my god, I'm so moved.","Happiness, Surprise, Excitement"
"I don't believe this, hold on a second. You guys die  and I don't get your baby?","Neutral, Sadness, Frustration"
"See look Amy, we're a lot closer to Monica and Chandler.  We see them every day. And truthfully honey, you don't seem very connected  to the baby.","Neutral, Sadness, Frustration"
Connected? I mean.. to what? She's.. she's  a lump.,"Neutral, Disgust, Confusion"
"You know, guys I got to say. This means so much  to me. That you would trust me with your child. I mean, we all know that Monica  and I have been trying to have a baby of our own. You know I've had my doubts  about my skills as a father, but that you two.. that you two.... <starts  to cry>","Sadness, Love"
<points to Chandler> This guy? Seriously?,"Surprise, Disgust, Frustration"
Okay! It's time for dinner. Everyone we're using  our fancy china.. um and its very expensive so please be careful.,"Contentment, Confidence, Excitement"
"Okay, just to be clear comedy with the plates will  not be well recieved. <pinches Ross' arm>","Confusion, Frustration"
Hey! How come my plate's less fancy then everyone else's?  Do you not trust me with a fancy plate?,"Disgust, Confusion, Frustration"
"No, honey, its. thats a special plate.  See  its a game, whoever gets that plate wins.","Happiness, Confidence, Excitement"
I can't believe I won.,"Happiness, Surprise, Excitement"
Its such a slap in the face. I'm your sister and you  would give your baby to these strangers over me.,"Sadness, Anger, Frustration"
Monica is Ross' sister.,"Happiness, Contentment, Love"
"No, Ross' sister was really fat.","Neutral, Disgust, Frustration"
That was me.,"Contentment, Confidence, Neutral"
"No, she was this really dorky girl in high school that  used to follow Rachel around like a puppy dog.","Neutral, Disgust, Nostalgia"
Hey. Amy. You've got to stop doing that.,"Confusion, Frustration"
"Now see, this way you protect the plate.. and lets  face it you have fun.","Happiness, Contentment, Excitement"
"Okay, how about this, you guys die and the crazy plate  lady dies, then do I get the baby?","Anger, Frustration, Optimism"
"No, if crazy plate lad.. <sees Monica frustrated  at this comment> If Monica dies then I would get Emma, Right?","Confusion, Frustration, Optimism"
Well actually...,"Confidence, Excitement, Optimism"
Actually what?,"Surprise, Confusion, Frustration"
"well.. its just. its just in that case, then um. Emma  would go to my parents.","Neutral, Confusion, Frustration"
What?,"Surprise, Confusion, Frustration"
"Hurts, doesn't it?","Sadness, Anger, Frustration"
"So if Monica's not around, then I'm not good enough  to raise Emma?",Sadness
Yeah he's lying. He looked down.,"Confidence, Neutral, Frustration"
Well what is wrong with me? Am I .. am I incomptent?  Because I managed to survive whatever it is that killed the three of you!,"Anger, Confusion, Frustration"
"Honey, you're taking this the wrong way. We think  you're going to be a wonderful parent. It's just.. you're more the fun parent.","Contentment, Confidence, Love"
