Dialogue,Emotions
"(To Phoebe) Would you like some more coffee, baby-doll?","Happiness, Contentment, Love"
"I'm fine, thanks.","Contentment, Confidence, Neutral"
"(To Monica) Yeah, see, I can't pull of baby-doll can I?","Confidence, Frustration"
No. I think we learned that from the sugarlips incident. I'm gonna getsome tea.,"Confidence, Neutral, Frustration"
Okay.,Neutral
Hiya doin' pumpkin?,"Happiness, Love"
Nope. (Chandler nods in agreement.),Neutral
"So it looks like it's going really well for you two, huh?","Happiness, Contentment, Excitement"
"I know, really well. In fact, I'm gonna ask Phoebe to move in with me.","Happiness, Confidence, Excitement"
(shocked) Oh my God!,"Fear, Surprise"
"What do you, what do you think?","Confidence, Excitement, Anticipation"
I think that is so great! When are you gonna ask her?,"Excitement, Anticipation, Optimism"
"Tonight, but don't say anything. Okay?",Anticipation
"I swear, I promise. I promise. Oh my God, I'm so excited! {","Happiness, Excitement, Anticipation"
(To Phoebe) I'll see you after work sweetie. (Kisses her.),"Happiness, Love, Excitement"
Okay. Bye!,"Happiness, Contentment, Confidence"
"So, what movie should we see?","Excitement, Anticipation, Longing"
(sitting down) Gary's gonna ask you to move in with him!!,"Happiness, Excitement, Anticipation"
What?! Really?!,"Surprise, Excitement"
"He just told me at the counter. He made me promise not to tell, but Icouldn't hold it in any longer!",Surprise
I can't believe this!,"Surprise, Frustration"
"(terrified) Right, because it's fast. Because, it's so fast. It'sfast!","Fear, Surprise"
Relax! It's Phoebe! Not you!,"Contentment, Confidence"
"Oh! Good for you Pheebs, way to go! (Breathes a sigh of relief)","Happiness, Excitement"
"No, but it","Neutral, Confusion, Frustration"
Ohhhh!,"Surprise, Excitement, Anticipation"
"No, I like him a lot but I don't think I'm ready for this!","Fear, Confusion, Frustration"
"So, what are you gonna do?","Confidence, Excitement, Anticipation"
I don't know. I'll just handle it—I'll ask you to talk to him!,"Confidence, Frustration, Optimism"
Me?! Why me?,"Surprise, Confusion, Frustration"
"Because you are so afraid of commitment! You talk to him, make himscared like you! Make him a…man!","Anger, Fear, Frustration"
"I'll try, but I'm not sure what good it would do, y'know? Because I'ma lot less afraid of commitment than I used to be.","Neutral, Confusion, Frustration"
That is so sweet! (She kisses him and turns to add some sugar to hertea.),"Happiness, Love, Excitement"
"(To Phoebe, behind Monica's back) Still terrified, I'll take care ofit. No problem. (When Monica turns back he smiles and kisses her, when she turns away henods that he'll do it to Phoebe.)","Happiness, Confidence, Love"
"Hey Ross, is uh, is Staten Island really an island?","Anticipation, Confusion"
"Uh-huh, that's why they call it Staten",Neutral
Ohhh. I thought it was like Long Island.,"Surprise, Confusion"
"(he catches the ball and pauses, staring at Joey in disbelief) Also anisland.","Surprise, Confusion"
"Hey, what time is it?","Neutral, Anticipation, Confusion"
(looks at his watch) 2:17.,Neutral
"Wow! You realize that we've been throwing this ball, without dropping it,for like an hour?","Happiness, Surprise, Excitement"
Are you serious?!,"Anger, Surprise, Disgust"
Yeah. I realized it about a half-hour ago but I didn't want to sayanything 'cause I didn't want to jinx it.,"Happiness, Excitement, Anticipation"
Wow! We are pretty good at this! Hey! We totally forgot about lunch!,"Happiness, Surprise, Excitement"
"Oh, I-I, I think that's the first time I ever missed a meal! (Checks hispants.) Yeah, my pants are a little loose!","Happiness, Contentment, Confidence"
"(entering) Hey, you guys…","Happiness, Excitement, Anticipation"
Hey!,"Happiness, Excitement, Anticipation"
Is Monica here?,Neutral
"All right listen umm, I just bought something I'm not sure she's gonnalike it, and it's gonna seem a little crazy, but this is something that I wanted since Iwas a little girl.","Excitement, Anticipation, Nostalgia"
You bought Shawn Cassidy!,"Surprise, Excitement, Nostalgia"
"Noo! I wish! Okay, you ready?","Happiness, Excitement, Anticipation"
"Okay! (She goes and gets her surprise and when she returns with it, Rossstares in shock.) Check it out!","Surprise, Excitement"
What-what is it?!,"Fear, Surprise, Confusion"
What the hell is that?!!,"Anger, Surprise, Confusion"
"It's a, it's a cat!","Happiness, Surprise, Excitement"
,"Neutral, Confusion, Frustration"
Yes it is!,"Confidence, Excitement, Optimism"
Why is it inside out?!,"Surprise, Confusion, Frustration"
"Excuse me! But this is a purebred, show-quality Sphinx cat!","Confidence, Excitement"
How much did you pay for that?,"Neutral, Surprise"
"Well, it was a little extravagant, but I a pretty good deal.","Happiness, Contentment, Confidence"
Yeah? How much?,"Confidence, Excitement, Anticipation"
A thousand bucks.,"Happiness, Excitement, Anticipation"
ON A CAT??!!!!,"Anger, Surprise, Disgust"
It's not a cat!,"Surprise, Confusion, Frustration"
"All right listen ball boys! My grandmother had one of these when I was alittle girl and it was the sweetest thing! I mean it was so cute, it would sit in my lapand purr all day long, and I would drag a shoestring on the ground and he would chase it!","Happiness, Excitement, Nostalgia"
"Free cats do that too, y'know. {Which reminds me, if I might get a littlepolitical here, support your local animal shelter. Pet shops are","Neutral, Anticipation, Optimism"
It's not a cat!,"Surprise, Disgust, Confusion"
"Ugh! Look you guys, I'm really excited about this! Okay? I don't carewhat you think! I'm gonna go set up a little litter box for Mrs. Whiskerson. (They bothglare at her.) Well, what am I gonna call her? Fluffy?!","Anger, Excitement, Frustration"
"(To Joey) Hey, you wanna get something to eat or uh, do you wanna see howlong we can throw this ball back and forth? Huh?","Happiness, Excitement, Anticipation"
"Uhh, the ball thing.","Neutral, Confusion, Frustration"
Yeah?,"Confidence, Neutral"
"Hey Ross, wouldn't it be great if we could go two straight hours withoutdropping it?!","Frustration, Longing, Optimism"
"Uhh,",Neutral
Okay!,"Happiness, Contentment, Excitement"
(catches the ball) Uh-oh.,"Surprise, Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
I have to pee. And Rachel's in the bathroom!,"Happiness, Excitement, Frustration"
"Man, I didn't think we were gonna make it!","Excitement, Anticipation"
"I know! (Looks at the ball in his hands.) Don't switch hands, okay?","Confidence, Anticipation, Frustration"
Hey ladies! What are you in here for? (Laughs at his joke.),"Happiness, Confidence, Excitement"
"Hey Chandler, what are you doing here?","Surprise, Excitement, Confusion"
"Gary, I'm here to report a crime.","Confidence, Neutral, Frustration"
Yeah?,"Confidence, Neutral, Anticipation"
It is a crime that you and I don't spend more time together.,"Sadness, Frustration, Longing"
"(laughs, then suddenly serious) What's up?","Happiness, Surprise, Confusion"
