Dialogue,Emotions
Do you realize that four weeks from today we’re getting married?Four weeks baby!! Four weeks!!!,"Happiness, Excitement, Anticipation"
Do you realize you get louder each week?,"Surprise, Confusion, Frustration"
There’s still so much to do. Have you written your vows yet?,"Excitement, Anticipation, Optimism"
"I figured I’d buy those. Pat, I’d like to buy a vow.(Laughs)","Happiness, Excitement"
"Sweetie, you know I have no sense of humor when it comes to the wedding.","Neutral, Fear, Frustration"
"Right. So uh, have you written yours yet?","Neutral, Anticipation, Frustration"
No! But I know exactly what I’m going to say.,"Confidence, Excitement, Anticipation"
Do you happen to know what I’m going to say?,"Confidence, Surprise, Anticipation"
"(handing him a pad of paper and a pen) Let’s just do it right now.Okay? It won’t be hard. Just say what’s in your heart. (She goes back, sitsdown, and starts feverishly writing.)","Confidence, Excitement, Anticipation"
(watching in her) (in his head),"Excitement, Anticipation, Longing"
"(writing) Monica, there are no words… (To Joey and Ross) Thereare no words! This should not be this hard!","Anger, Confusion, Frustration"
"All right, uh… (To Ross) Oh hey, you’ve done this before Ross,well what did you say when you made up your vows?","Confidence, Excitement, Anticipation"
"Well with Carol, I promised never to love another woman until the day Idie. She made no such promise.","Sadness, Confusion, Longing"
"I’m so pathetic! Monica knows what she wants to say! Youshould’ve seen her. Writing, writing, writing!","Sadness, Frustration"
Monica what?,"Surprise, Confusion, Frustration"
What?!,"Surprise, Confusion, Frustration"
What is the emergency?!,"Fear, Surprise, Frustration"
You have to help me! I’m supposed to be writing my vows and all Ihave is this! (Shows them what she’s been working on.),Frustration
"Well, I like the pretty little drawing of you in the wedding dress.","Happiness, Love, Excitement"
Thank you.,"Happiness, Contentment, Neutral"
"Yeah, except your breasts look kinda small. (Points.)","Anger, Disgust, Frustration"
Those are my eyes!,"Confidence, Surprise, Love"
Oh! Yeah! (Monica glares at her.),"Anger, Surprise, Frustration"
"Well, why don’t you just start with something simple. Like umm,Monica from the moment I met you, I","Love, Excitement, Anticipation"
"Yeah, I’m not sure I can do that.","Neutral, Confusion, Frustration"
"...everyone, this is Chandler!","Happiness, Confidence, Excitement"
"Hi, I'm Ross's little sister.","Happiness, Confidence, Neutral"
(seeing her) Okay.,"Contentment, Neutral, Surprise"
"Okay. Okay. Okay. Umm, maybe you can start with, Chandler","Confusion, Frustration, Optimism"
"All right, there’s a nuclear holocaust, I’m the last man onEarth. Would you go out with me?","Confidence, Fear, Frustration"
Ennnh.,Neutral
