Dialogue,Emotions
Morning!,"Happiness, Contentment, Excitement"
"Hi! Oh, how was your date last night?","Happiness, Excitement, Anticipation"
Pretty good.,"Happiness, Contentment, Optimism"
"Oh good. (She walks to the closed bathroom door, opens it, and finds anaked woman wrapped in a towel.) Ahhh! My God, sorry! (She closes the door and confrontsJoey.)","Fear, Surprise"
"Okay, really good. Anyway I gotta go; I’m late for work.","Neutral, Frustration"
What-what?! You’re gonna leave this person with me?!,"Fear, Surprise, Confusion"
"Yeah—Hey, don’t worry, she’s a terrific girl. And heylisten, could you do me a favor? When she comes out could you just mention that I’mnot looking for a serious relationship; that’d be great.","Confidence, Neutral, Frustration"
Why?! What?! Are you kidding?!,"Anger, Surprise, Frustration"
"Just casually slip it in, y’know lay the groundwork. Tell her uh,I’m a loner—No! An outlaw! Tell her she doesn’t want to get mixed up withthe likes of me.","Confidence, Anticipation, Frustration"
"Y’know what? That’s a lot to remember, can’t I just tellher you’re a pig?","Anger, Disgust, Frustration"
"Hey, I’m gonna call her later! Honest! Oh come on, Chandler used todo it! He’d even make the girl pancakes! Plus, he’d make extras and leave‘em for me.","Confidence, Excitement, Nostalgia"
"Well forget it, I’m not telling that girl anything. That is not myresponsibility.","Neutral, Confusion, Frustration"
"Fine! (Pause) Now, where’d we land on those pancakes? (She chases himout the door as his date emerges from the bathroom.)","Surprise, Confusion, Frustration"
Hi.,"Contentment, Neutral, Optimism"
"Yeah, Joey kinda disabled it when I moved in.","Neutral, Confusion, Frustration"
Hi.,Neutral
"Hi. I don’t mean this to sound like high school, but did he sayanything about me?","Neutral, Anticipation, Frustration"
(pause) Would you like some pancakes?,"Contentment, Neutral, Anticipation"
…Come on! Why are we here?!,"Anger, Confusion, Frustration"
"Okay, okay take a guess.","Confidence, Excitement, Anticipation"
The hot chicks?,"Confidence, Disgust, Excitement"
