Dialogue,Emotions
(Voice Over) Previously on Friends.,"Neutral, Excitement, Nostalgia"
"I mean, I don’t feel like I even have a girlfriend anymore.","Sadness, Frustration, Longing"
You want me to just quit my job so that you can feel like you’vegot a girlfriend?,"Anger, Confusion, Frustration"
Is this about Mark?,"Neutral, Confusion, Frustration"
(shocked) Oh my God.,"Fear, Surprise"
"Okay, it’s not, it’s not.","Neutral, Confusion, Frustration"
"Oh my God. I cannot keep having this same fight with you Ross! Look,urrgh, maybe we should take a break.","Anger, Confusion, Frustration"
"Fine, you’re right. Let’s ah, let’s take a break, (goes tothe door) let’s cool off, okay, let’s get some frozen yoghurt, or something..(opens the door)","Neutral, Confusion, Frustration"
No. A break from us.,"Neutral, Sadness, Frustration"
"Then, we had this big, stupid fight, and I said I wanted to take abreak, I don’t want to take a break.","Sadness, Anger, Frustration"
"(on the phone) I’ve been thinking, this is crazy, I mean don’t,don’t you think we can work on this?","Confusion, Frustration, Optimism"
"Hey, what do you want to drink?","Contentment, Neutral, Anticipation"
Who’s that?,"Surprise, Confusion"
Nobody.,"Neutral, Sadness, Frustration"
Is that Mark?,"Surprise, Excitement, Anticipation"
"Umm, honey, look he just came over to....","Happiness, Love, Excitement"
Yeah! Got it! (slams down the phone),"Happiness, Confidence, Excitement"
"Hey, come dance. What? Are you married? ‘Cause that’s okay.",Excitement
Hey.,"Neutral, Anticipation, Confusion"
Hey.,"Contentment, Neutral, Confusion"
How’s the big anniversary dinner?,"Excitement, Anticipation, Optimism"
"Well, we never actually got to dinner.","Neutral, Frustration"
"Ohhh, nice.","Happiness, Excitement, Anticipation"
"No, we kinda broke up instead.","Sadness, Frustration, Longing"
What?! (She accidentally starts the blender without the lid on it andfruit flies everywhere.),"Surprise, Disgust, Frustration"
"(looking up at the ceiling) God, Monica it’s on the ceiling.","Surprise, Excitement, Confusion"
"That’s okay, this is more important than fruit (pause) (angrily) onmy ceiling! You broke up?!","Anger, Surprise, Frustration"
"Yeah, but it’s okay, because when Ross left Mark came over.","Contentment, Neutral, Excitement"
Oh no!!,"Fear, Surprise, Frustration"
No.,"Confidence, Neutral, Frustration"
"Rachel, you and Mark?!","Surprise, Confusion, Frustration"
"No, no-no, it’s okay, calm down. Mark and I talked, and I realisedhow much I love your stupid brother, and, yeah, we got our problems, but I really want tomake it work.","Contentment, Love, Optimism"
(entering from bathroom) Morning!,"Happiness, Contentment, Confidence"
"(on answering machine) Hi, it’s me. I’ve been trying to reachyou all night. I feel awful. Please, Ross, you gotta know there is nothing between me andMark. This whole break-up thing is just stupid.","Sadness, Confusion, Frustration"
Yeah!!,"Happiness, Excitement, Optimism"
"Eh, I’m just so sorry I put you through it. And, I y'know, Idon’t want to get back together over a machine.",Sadness
Na-huh.,"Disgust, Confusion, Frustration"
"So, I love you.","Happiness, Love, Excitement"
I love you.,"Happiness, Love, Excitement"
"And y'know what, I’m gonna, I’m gonna go to bed now, but ah,on my way to work tomorrow morning, I’m gonna stop by around 8:30.","Confidence, Excitement, Anticipation"
Okay. (Ross starts frantically looking for a clock.),"Anticipation, Confusion, Frustration"
Bye.,Neutral
"Chloe, Chloe how’s it coming?!!","Excitement, Anticipation, Optimism"
"(entering from bedroom) Hey, what kind of puppy do you think I shouldget?","Happiness, Excitement, Anticipation"
"Umm, oh, hey, I don’t know. How about a big one?",Confusion
But my apartment is so...,"Neutral, Frustration, Longing"
"Well then a small one!! Listen, let’s, we kinda have to get going!","Happiness, Excitement, Anticipation"
Wait! Where’s my shoes?,"Surprise, Confusion, Frustration"
"You, you sure you need shoes? (Chloe nods her head) Okay. (reaches downand picks up a shoe)","Confidence, Neutral, Anticipation"
Do I know why we’re rushing?,"Anticipation, Confusion, Frustration"
"Yeah, y'know the ah, the girlfriend I told you about last night?(He’s frantically throwing the cushions off of the couch looking for her other shoe)Well it turns out she ah, she wants to get back together with me. Oh, I found it!!","Surprise, Excitement"
That’s so great for you guys!,"Happiness, Excitement, Optimism"
Yeah!,"Happiness, Excitement, Optimism"
You must be so happy!,"Happiness, Excitement, Anticipation"
"Yes, yes I am, one of the many things I’m feeling. Well.... (picks upher coat)","Sadness, Confusion, Frustration"
"Good luck, with your girlfriend.","Confidence, Neutral, Optimism"
"Oh, thank you. (She goes to kiss him, but he holds her coat up betweentheir faces to stop her.) Hey, hey. (opens the door, sees Rachel, and hides Chloe behindthe door) Rachel!!!!","Fear, Surprise, Excitement"
"Hi. Ohhh, you got my message.","Happiness, Excitement"
"Yeah, oh hey, you are right on time.","Happiness, Contentment, Confidence"
So what do you say? Can I be your girlfriend again?,Love
"Yes, you can, very much.","Confidence, Excitement, Optimism"
(seeing the thumbs up) Ahhhh!! (Hugs Rachel tighter.),"Happiness, Surprise, Excitement"
Hey!,"Happiness, Excitement, Optimism"
Hey.,Neutral
"Hey, why are you mopping your ceiling?","Surprise, Confusion, Frustration"
"Oh, there’s banana on it.","Neutral, Surprise, Disgust"
"Wow, I have the spirit of an old Indian women living in mine.","Surprise, Nostalgia, Confusion"
So then you know? (Phoebe nods her head),"Happiness, Contentment, Confidence"
"The mailman was downstairs, so I brought up your mail.","Contentment, Confidence, Neutral"
"Oh, good. Thanks.","Happiness, Contentment, Neutral"
Now what is Fabutec?,"Neutral, Anticipation, Confusion"
"Okay, all right don’t judge me to much. Okay? Um, but I saw thisinfo-mercial, and um, I swear to you I have never-ever bought anything on TV before,except for this mop. But there was this stuff on leg waxing, it just, it looked soamazing....","Excitement, Anticipation, Confusion"
Waxine!!,"Surprise, Love, Excitement"
Yes! Have you seen it?,"Happiness, Surprise, Excitement"
"Oh, it’s incredible! I so want to be a Waxine girl.","Happiness, Excitement, Longing"
I know!!,"Happiness, Confidence, Excitement"
God. Do think it really doesn’t hurt? ‘Cause how can they dothat?,"Fear, Confusion, Frustration"
Hello! Organic substances recently discovered in the depths of the rainforest!,"Surprise, Excitement, Optimism"
They have the best stuff in there.,"Happiness, Confidence, Excitement"
Oh my God! Oh my God!,"Fear, Surprise, Excitement"
"Yeah. We figured when we couldn’t find you, you’d gone home tomake up with Rachel. Which is probably what you shoulda done. Huh?","Sadness, Disgust, Frustration"
"You think?! God, I, ah, I’m in hell. I mean what, what am I gonna do?Rachel’s all like, ‘I love you and, and let’s work on this.’ And all Ican think about is, ‘What is she gonna do? What is she gonna say?’ when I tellher what I did.","Sadness, Fear, Confusion"
"Well, before we answer that, I think we should address the moreimportant question. How dumb are you?","Anger, Confusion, Frustration"
"What?! Look, we’re trying to rebuild a relationship here, right. Howam I supposed to do that here, without being totally honest with each other?","Confusion, Frustration"
"Look, Ross look, I’m on board about this totally honesty thing, I am,just not about stuff that’s gonna get you in trouble.","Neutral, Fear, Frustration"
"He’s right. Nobody’s gonna benefit, and you’re justgonna hurt her.",Frustration
"Yeah, and there won’t be a relationship left to rebuild.","Sadness, Disgust, Frustration"
"Yeah, but don’t you think....","Confusion, Frustration"
"All right look, if you absolutely have to tell her, at least waituntil the timing’s right. And that’s what deathbeds are for.","Neutral, Confusion, Frustration"
"Yeah, okay. (he plops down into one of the leather chairs, with thefootrest extended.)","Contentment, Confidence, Neutral"
"All right, okay, now, we just have to make sure she doesn’t find outsome other way. (spins the chair around so that Ross is facing him) Did you think aboutthe trail?","Confidence, Fear, Frustration"
What trail?,"Neutral, Confusion, Frustration"
(stomps on the footrest which pops Ross up into a sitting position) Thetrail from the woman you did it with to the woman you hope never finds out who did it!(slapping his hands with each word) You always have to think about the trail!,"Anger, Confusion, Frustration"
"Oh, I-I don’t think there’s any trail.","Neutral, Confusion, Frustration"
"Okay, okay-okay, ah, Chloe works with that guy Issac. Issac’ssister is Jasmine. And Jasmine works at that message place with Phoebe. And Phoebe’sfriends with Rachel. And that’s the trail, I did it!","Confidence, Excitement, Anticipation"
"(reading from the instructions) After applying the Waxine and linenstrips to leg number one,","Confidence, Neutral, Anticipation"
Did that!,"Confidence, Excitement, Optimism"
Grasp one of the linen strips by its ‘easy grab tab’ and pullit off in one quick pain free motion.,"Contentment, Confidence, Excitement"
Okay. (Does so.) Ow!!!!! Ow-oh-oh!,"Surprise, Frustration"
Was it not pain-free?,"Neutral, Confusion, Frustration"
"No. It was painful. Oh my God , they should call it Pain-zine, now witha little wax.","Sadness, Disgust, Frustration"
"Huh, well, the girls in the satin nighties on the commercial don’tseem to think it’s that bad.","Neutral, Disgust, Frustration"
"That’s because their nerves are probably deadened from being sostupid. But hey, y'know if you don’t believe me, please, by my guest.",Disgust
(Removing one of the strips) Ow-ow-ow-ow! Oh my God!!!,"Fear, Surprise"
"Now, are you glad we didn’t start with the bikini strips?","Happiness, Contentment"
(entering) Chloe? Hi..,"Happiness, Surprise, Excitement"
Is this about me taking your watch?,"Fear, Confusion, Frustration"
You took my watch?,"Anger, Surprise, Frustration"
"I’m sorry, I do that.","Confidence, Neutral"
"Just you keep it, listen did you, did you tell anyone about us?","Neutral, Confusion, Frustration"
"Oh no. I feel it isn’t really anybody’s business, y'know.","Neutral, Confusion, Frustration"
"Exactly. So you didn’t, didn’t mention anything to Issac right?",Neutral
"Oh, well I tell Issac everything.","Contentment, Confidence"
"You tell, of course you do. Issac. Issac. Hey, Issac. Issac, hi! Y'know wehaven’t actually met...","Excitement, Anticipation, Confusion"
You dog!,"Anger, Disgust, Frustration"
"Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend.","Confidence, Surprise, Excitement"
"Oh right, that Rachel chick from the coffee place.","Neutral, Disgust, Frustration"
"Yeah, that’s the one. Listen, I don’t want to hurt her.","Neutral, Sadness, Nostalgia"
"Oh, hey, man I know, doesn’t matter how much we love ‘em,monogamy is too cruel a rule.","Love, Confusion, Frustration"
"Yeah. Listen, can you keep this information to yourself?",Neutral
"Aw, no problem dude. Y'know we got to look out for each other. We’rethe same, you and me.","Happiness, Contentment, Confidence"
"Actually, no, we’re not.",Neutral
"Yeah, we are.","Happiness, Contentment, Confidence"
"No, we’re not.","Confidence, Neutral, Frustration"
"Yeah, we are.","Contentment, Confidence, Neutral"
"No, we’re not!!","Confidence, Disgust, Frustration"
"Okay, we’re not.","Neutral, Confusion, Frustration"
Right.,"Neutral, Confusion, Frustration"
"But, we are.","Happiness, Contentment, Confidence"
Fine. I just need to know that you’re not gonna tell your sister.,"Neutral, Confusion, Frustration"
I can promise not to tell her again.,"Confidence, Neutral, Frustration"
(entering out of breath) Jasmine?,"Surprise, Anticipation"
Uh-huh.,Neutral
"We met at Phoebe’s birthday party, I’m, I’m Ross Geller.","Happiness, Excitement, Nostalgia"
You did a bad thing!,"Sadness, Anger, Frustration"
"Yes, I did.","Happiness, Confidence, Neutral"
Very bad!,"Sadness, Anger, Frustration"
Very bad.,"Sadness, Disgust, Frustration"
"Very, very bad.","Sadness, Disgust, Frustration"
"I’m agreeing with you. Did you, listen, did you happen to tell Phoebeyet?","Neutral, Confusion, Frustration"
No.,"Neutral, Confusion, Frustration"
"Okay, Jasmine, please, please don’t. I love my girlfriend very much,and I want more than anything to just work it out with her. Okay?","Love, Frustration, Optimism"
All right.,Neutral
"Thank you, thank you.",Happiness
"But you should probably talk to my roommate, because I told him and heknows Phoebe too.","Confidence, Excitement, Anticipation"
(angrily) Who’s your roommate?,"Anger, Confusion, Frustration"
"Gunther! Gunther. Gunther, please tell me you didn’t say anything toRachel about me and the girl from the Xerox place.","Fear, Frustration"
I’m sorry. Was I not supposed to?,Confusion
Ow!,"Surprise, Frustration"
Oh!!,"Surprise, Excitement, Anticipation"
Ow!! Ow!!,"Surprise, Frustration"
Ow!!!,"Surprise, Frustration"
Ow!!!!!!! Ow-ow-ow-ow!,"Sadness, Anger, Frustration"
We’re all right.,"Contentment, Confidence, Optimism"
"It’s okay, it’s okay.",Neutral
We’re all right.,"Happiness, Contentment, Confidence"
We were just waxing our legs.,"Happiness, Contentment, Excitement"
Off?!!,"Anger, Surprise, Confusion"
"For your information, this happens to be a pain like no man will everexperience.","Anger, Disgust, Frustration"
"Yeah, well I don’t think you can make that statement, unlessyou’ve been kicked in an area that God only meant to be treated nicely.","Anger, Disgust, Frustration"
"Yeah, I-I think that women just have a lower threshold of pain than men,that’s all. I mean, come on, it’s just a little wax.","Confidence, Neutral, Frustration"
"Oh yeah, come here. (Puts a little wax on Joey’s arm and puts astrip on it.)","Happiness, Excitement, Anticipation"
"Oh, that’s mature.","Neutral, Disgust, Frustration"
"Okay, fine, so now what, I just pull it off?","Anticipation, Confusion, Frustration"
Uh-huh.,"Contentment, Confidence, Neutral"
That’s right.,"Contentment, Confidence"
"(forcing the door open) Come on, Rachel, come on! Talk to me! Please!!","Fear, Frustration, Longing"
I can’t talk to you. I can’t even look at you right now!,"Sadness, Anger, Frustration"
What?,"Surprise, Confusion, Frustration"
"Nothing, nothing.","Neutral, Confusion, Frustration"
(going over to listen at the door) Rachel said everything was okay.,"Confidence, Neutral"
"(to Joey) What, what are they talking about?","Confusion, Frustration"
Rachel?,"Neutral, Surprise, Nostalgia"
Just get away from me!,"Anger, Disgust, Frustration"
"No, it was a mistake! I made a mistake! Okay?","Sadness, Confusion, Frustration"
A mistake?! What were you trying to put it in? Her purse?!,"Anger, Disgust, Frustration"
Whe-where did he put it?!,"Fear, Confusion, Frustration"
"Ross, you had sex with another woman!","Sadness, Anger, Frustration"
Oh my God.,"Fear, Surprise, Excitement"
"Oh, I knew something had to be wrong, because my fingernails did notgrow at all yesterday.","Surprise, Confusion, Frustration"
"Yeah, well, I guess they had a fight, and he got drunk....","Sadness, Anger, Confusion"
Oh!! (hits Chandler and Joey in the head) You guys knew about this andyou didn’t tell us?!,"Anger, Surprise, Frustration"
"(to Joey) He has sex, and we get hit in our heads.","Anger, Disgust, Frustration"
"(opening the door) Y'know what, I want you to leave! Get outta here!","Confidence, Anger, Frustration"
No!!,"Sadness, Anger, Fear"
Just get out! Now!!,Anger
No!! No!! I wanna stay. I wanna talk about this.,"Sadness, Frustration, Longing"
Okay! All right! How was she?,"Excitement, Anticipation"
Uh-oh.,"Fear, Surprise, Anticipation"
What?,"Surprise, Confusion, Frustration"
Was she good?,"Excitement, Anticipation"
