Dialogue,Emotions
What's going on?,Confusion
"Well, my eye is a little itchy.","Contentment, Neutral, Frustration"
"Uhhh, mine too! Yeah.","Happiness, Contentment, Excitement"
(To Rachel) Wow! It's really red! You should go see my eye doctor.,"Happiness, Surprise, Excitement"
Richard? I'm not gonna go see your ex-boyfriend!,"Anger, Frustration"
"Oh, Richard. That's all I ever hear, Richard, Richard, Richard!","Sadness, Anger, Frustration"
"Since we've been going out, I think I've mentioned his name twice!","Happiness, Contentment, Frustration"
"Okay, so Richard, Richard!","Happiness, Surprise, Excitement"
It's not Richard! Okay? It's this new guy and he's really good.,"Confidence, Excitement, Optimism"
"Well, I'm sorry I'm not going to an eye doctor!","Sadness, Anger, Frustration"
"Oh God, here we go!","Fear, Anticipation, Frustration"
What?,"Surprise, Confusion, Frustration"
Anytime anything comes close to touching her eye or anyone else's she likefreaks out. Watch! Watch! (He takes his finger and moves it towards his eye.),"Fear, Surprise, Frustration"
"(flinches) Ross! Come on! That's all right! Fine--Okay, I have a weirdthing about my eye. Can we not talk about it please?","Fear, Disgust, Frustration"
"All right, fine.","Contentment, Neutral, Frustration"
"Hey Rach, remember that great song,","Happiness, Excitement, Nostalgia"
(flinches again) Monica! Come on!,"Fear, Frustration"
"Hey, does anybody want to get some lunch? All those in favor say I? (Pokeshis eye)","Happiness, Excitement, Optimism"
(freaks) Ross! Stop it! Come on!,"Anger, Surprise, Frustration"
How much did,"Neutral, Confusion, Frustration"
Chandler!,"Happiness, Surprise, Excitement"
"Me too! Me too! Me too! (Yeah, he does the same thing.)","Happiness, Confidence, Excitement"
Just stop it! Come on!,"Anger, Frustration"
You okay there man?,Neutral
"Yeah, I got too excited!","Happiness, Excitement, Anticipation"
"All right, I gotta go. I'm taking Ben to the park.","Happiness, Contentment, Excitement"
"Ohh, give him a kiss for me!","Happiness, Love, Excitement"
"All right, bye!","Happiness, Contentment, Confidence"
Bye!,"Happiness, Contentment, Confusion"
Bye!,"Happiness, Contentment, Confidence"
Later! (Exits.),"Happiness, Confidence, Excitement"
(after he's gone) I am so sorry you got caught in the middle of that. Ididn't mean to be so out there. I am furious with him!,"Anger, Frustration"
"Wow umm, calm down.","Neutral, Confusion, Frustration"
"I'm trying, but","Confusion, Frustration, Optimism"
Why are so mad at him?,"Anger, Confusion, Frustration"
"Look, I don't wanna talk about it. Okay?","Neutral, Frustration"
"Well, it just seems that…","Neutral, Confusion, Frustration"
You wanna be on my list too? Keep talking! Has anyone seem my list bythe way?,"Confidence, Anger, Frustration"
"Uh, no Pheebs. What's it look like?","Neutral, Confusion, Frustration"
"Uh, it's a piece of paper and it says, Ross"" on it.""","Neutral, Confusion, Frustration"
"(entering, depressed) Hey. I just got off the phone with Estelle and guesswhat. (Pause, then very excitedly) I GOT THE LEAD IN A MOVIE!!!!!!","Happiness, Surprise, Excitement"
You got the lead in a movie? That's amazing! What's the movie about?!,"Happiness, Surprise, Excitement"
"It's called Shutter Speed, it's really cool! Yeah, umm, I meet this girlin the subway and we fall in love in like a day, right? And","Love, Excitement, Optimism"
"Ohh-oh, chilling!","Happiness, Confidence, Excitement"
"And the best part is, we're filming in the desert outside Vegas! (ToChandler) And you know what that means buddy!","Excitement, Anticipation, Optimism"
"Yeah, I know that means buddy!","Happiness, Confidence, Excitement"
"Road trip! Yeah, we can rent a car! I just have to be there by Tuesday!","Excitement, Anticipation, Optimism"
"Oh wait, my grandmother's dead.","Sadness, Surprise, Confusion"
"Well, uh, we can talk about that too Pheebs.","Contentment, Neutral, Confusion"
"No! No, her cab! She probably won't be using it; you can drive it to LasVegas.","Confidence, Excitement, Optimism"
All right! Thanks Pheebs!,"Happiness, Excitement"
"Whoa-whoa-whoa, what are we going to do about my job?","Fear, Confusion, Frustration"
"Oh umm, not go.","Fear, Confusion, Frustration"
"All right, great, road trip baby! (To Monica) This okay with you?","Happiness, Confidence, Excitement"
Chandler! You don't have to ask for my permission. (Quietly) You can go.,"Confidence, Neutral, Frustration"
Thank you.,"Happiness, Contentment, Neutral"
"Hey Rach, come on! We're gonna be late for the eye doctor appointment!","Happiness, Excitement, Anticipation"
"(entering from her bedroom) All right! Let's get this over with! Ugh!(She walks by the table and notices that no one is looking and accidentally on purposeknocks over the open cereal box.) Ohhh! No! Look what I did! (She starts walking throughthe mess. {Also, notice the continuity error in this scene. Note the position of the boxand dispersal pattern of the cereal before and after the camera cut.}) Oh, I mean, look atthis mess! I mean, we're probably gonna have to clean this up! Y'know? We're gonna have toreschedule!","Surprise, Disgust, Frustration"
"No. If you thought this mess is going to bother me, you are wrong! Allright, let's go Blinky! (She ushers Rachel out the door, but before the door fully closesshe sticks her head back in.) Chandler!!!! (Chandler agrees to clean up the mess.)","Confidence, Frustration, Optimism"
Oh hey Joey! What's up?,"Happiness, Confidence, Excitement"
"I can't decide which route to take to Vegas. Hey, you've traveled a lotright?","Confidence, Anticipation, Confusion"
"Yeah, I've been around.","Contentment, Confidence, Neutral"
"Okay, so-so which route should I take the northern route or the southernroute?","Anticipation, Confusion, Frustration"
"Ooh, if you take the northern route there's a man in Illinois with abeard of bees. {Okay, I must protest this, I've lived in Illinois all my life and know ofno man with a beard of bees! Wisconsin, on the other hand, might be a different story.}","Confidence, Disgust, Frustration"
Great! Problem solved!,"Happiness, Confidence, Excitement"
But on the southern route there's a chicken that plays tic-tac-toe.,"Surprise, Excitement, Anticipation"
"Well, back to square one.","Neutral, Frustration, Optimism"
"Oh, I know a way that you can decide! All right, I'm going to ask you aseries of questions and you answer as quickly as you can.","Confidence, Excitement, Anticipation"
(quickly) Yes!,"Happiness, Confidence, Excitement"
"Good, but wait. Okay, all right, here we go. Now I want you to relax.Take a deep breath. Clear your mind. (Quickly) Which do you like better peanut butter oregg whites?","Confidence, Excitement, Anticipation"
Peanut butter!,"Happiness, Excitement, Anticipation"
Which would you rather be a fireman or a swimmer?,"Excitement, Anticipation, Optimism"
A swimmer!,"Surprise, Excitement, Anticipation"
Who would you rather sleep with Monica or Rachel?,Unknown
