Dialogue,Emotions
"Morning, roomie!","Happiness, Contentment, Excitement"
Hey! You remembered to put clothes on this morning.,Happiness
Fifth day's a charm.,"Confidence, Excitement, Optimism"
"Oh, Joey, it's so great to be back here. I gotta tell you, you're      making it so easy on me and Emma.","Happiness, Contentment, Excitement"
"Hey, it's great having you back. You know, stay as long as you want,      and when does she stop crying all night?","Happiness, Contentment, Love"
"Hey, you're not naked! So hey, Rach, when will we expect to see you      tonight?","Happiness, Neutral, Anticipation"
"Well, I'll probably be back to pick her up around six, but she's      in the bedroom all ready to go. But she did actually fall back to sleep,      so...","Confidence, Neutral, Frustration"
She's probably exhausted from all that adorable screaming she did      last night.,"Happiness, Contentment, Love"
Bye!,"Happiness, Contentment, Confidence"
"Bye! Hey, I hope Emma isn't making it too hard on you.",Happiness
"No, hey, it's been great.","Happiness, Contentment, Optimism"
Yeah?,Neutral
"Yeah. And look, I just want you to know that with Rachel staying      here and everything, all my feelings from before are totally over, okay?      And even if they weren't, when you accidentally walk in on a woman using      a breast pump...","Neutral, Confusion, Frustration"
"Yeah, that'll do it.","Contentment, Confidence, Optimism"
"Wow! So, how are you?","Happiness, Surprise, Excitement"
"I'm, I'm okay.","Neutral, Nostalgia, Confusion"
Really?,"Surprise, Excitement, Confusion"
"Sure, I mean, do I wish me and Rachel living together would have      worked out? Of course. You know, I'm disappointed, but it's not like it's      a divorce.","Neutral, Longing"
"Well, actually it...","Confidence, Excitement, Optimism"
"No, it's not a divorce, it is not a divorce! Anyway, I think Rachel      and I need to, you know, get on with our lives, maybe, maybe start seeing      other people.","Sadness, Confusion, Frustration"
"Wow, really?","Surprise, Excitement, Anticipation"
"Yeah, sure, why not? In fact, if you know anyone that would be good      for me...","Confidence, Excitement, Optimism"
"Sure, I know lots of girls.","Contentment, Confidence, Excitement"
Yeah? Any names come to mind?,"Confidence, Excitement, Anticipation"
"Ooh, names?","Excitement, Anticipation"
Hey.,"Neutral, Confusion, Frustration"
Hey. I was just gonna get something to eat. You want something?,"Contentment, Neutral, Excitement"
What you got?,"Excitement, Anticipation, Optimism"
"Goodie! Thanks. So, how is it living with Rachel again? I mean, apart      from the great food.","Happiness, Contentment, Excitement"
"I'm fine, I'm fine, it's just, it's just weird what's happening with      her and Ross. You know, yesterday he asked me to fix him up with somebody.","Surprise, Confusion, Frustration"
"Oh my god, Rachel asked me if I knew anyone for her too.","Surprise, Excitement, Anticipation"
Why are they doing this?,"Fear, Confusion, Frustration"
I don't know. They're so perfect for each other; it's crazy.,"Love, Excitement, Optimism"
"You know what's crazy? These jars. What is it, like two bites in      here?","Surprise, Excitement, Frustration"
I just wish they'd realise they should be together.,"Sadness, Frustration, Longing"
"I know, I know. And when they moved back in together, I figured y'know,      that's where things were headed.","Confidence, Anticipation, Optimism"
I know. They should be a family. They should get married and have      more children.,"Happiness, Love, Optimism"
"Yes, and they should name one of their kids Joey. I may not have      kids; someone's gotta carry on the family name.","Happiness, Contentment, Optimism"
"You know what? Maybe once they start dating, and they see what's      out there, they'll realise how good they are for each other.","Love, Anticipation, Optimism"
"Yeah, because it is slim pickings. I had this date last night: Yuck!      But we should probably keep it down; she's still in the bedroom.","Neutral, Disgust, Frustration"
"So, what are we gonna do? Are we just gonna go ahead and set them      up with people?",Unknown
I know; that just pushes them further and further apart.,"Sadness, Frustration, Longing"
"Yeah. (BEAT) Oh, I know what we can do. We could set Ross and Rachel      up on horrible dates, so that they'll realise how good they are together.","Excitement, Anticipation, Optimism"
"Ooh, that's a great plan!","Happiness, Confidence, Excitement"
"Yeah, you know what the best part of it is? I get to do my plan-laugh."" (A      maniacal laugh follows.)""","Happiness, Excitement, Anticipation"
"Shhh! Not so loud, we don't wanna wake up, uh...","Neutral, Fear, Confusion"
Hey!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
"You guys aren't doing anything tonight, are you?","Excitement, Anticipation, Optimism"
"See, now, why would you assume that? Just because we're married?      I will have you know that we are very hip, happening people. Now, if you'll      excuse me, I have to get back to reading the obituaries.","Confidence, Frustration"
I was just asking 'cause I need someone to watch Emma tonight.,"Contentment, Confidence, Excitement"
"Sure, we'll do that. What are you up to?","Contentment, Confidence, Neutral"
"Well, Phoebe set me up on a date.","Excitement, Anticipation, Optimism"
Oh my god.,"Fear, Surprise, Excitement"
Wow.,"Neutral, Surprise"
Why? What's the big deal?,"Neutral, Confusion, Frustration"
"Just figured, 'cause you and Ross are...","Anticipation, Confusion, Frustration"
"What, slept together a year and a half ago? Yeah, I'm all set.","Neutral, Surprise, Disgust"
"Well, I think it's great that you're going on a date, you know? I      mean, it sounds healthy. I mean, you have needs. Embrace your womanhood!","Happiness, Excitement, Optimism"
You want a job? Turn off Oprah,"Neutral, Disgust, Frustration"
So I'll bring her by around seven? Is that okay?,"Confidence, Excitement, Anticipation"
"Oh, it's perfect.","Happiness, Contentment, Confidence"
"Oh, you guys are gonna have so much fun! She's at such a cute age.      Oh, a couple things. Now that she's eating solid food, she poops around      the clock. And watch out for your hair, 'cause she likes to grab it. And      oh, she's also in this phase where if you leave the room, she screams bloody      murder, but ah... Thanks, you guys. Have fun!","Love, Excitement, Anticipation"
"Ooh, Joey.","Happiness, Surprise, Love"
Hey.,"Neutral, Confusion, Optimism"
Hey. I'm so excited; I just set up Rachel with the worst guy tonight.,"Excitement, Anticipation"
All right! Who is he?,"Excitement, Anticipation"
"Well, it's this guy I used to massage. And by massage, I mean hold      down so he wouldn't turn over and flash me.","Disgust, Confusion, Frustration"
"Oh, yeah.","Happiness, Contentment, Neutral"
She's this really boring woman. She's a teacher!,"Neutral, Disgust, Frustration"
A teacher?,Neutral
"Yeah, yeah, she's really into history and foreign movies... And oh,      oh, she loves puzzles. Huh? Come on, who loves puzzles?","Surprise, Confusion, Frustration"
"Well, Ross does. What... You're - you're ruining the plan! Joey,      you've - you've fixed him up with his perfect woman!","Anger, Surprise, Frustration"
"Oh my god, you're right!","Confidence, Surprise, Excitement"
Yeah.,"Contentment, Confidence, Neutral"
She even reads for pleasure!,"Happiness, Contentment, Excitement"
How do you even know a woman like that?,"Surprise, Confusion, Frustration"
What? I'm not allowed to know smart women?,"Confidence, Anger, Frustration"
Joey.,"Happiness, Contentment, Love"
I met her at the library. I went in to pee.,"Neutral, Surprise, Disgust"
So now what do we do?,"Anticipation, Confusion, Frustration"
"Well, okay, I'll - I'll just call her and tell her the date's cancelled,      and find him somebody else.","Sadness, Confusion, Frustration"
"What if we don't find him somebody else? We'll just tell her the      date's off, but we don't tell Ross, and he goes to the restaurant and gets      stood up!","Fear, Confusion, Frustration"
Ooh...I hear that's bad.,"Neutral, Surprise, Disgust"
"Ooh, so this is great! Rachel's gonna have a terrible date, Ross      gets stood up, and then they'll realise how good they have it together.","Love, Excitement, Anticipation"
"Ah, yes, The Plan! (Laughs loudly again, but he sounds more like      Santa Claus.)","Happiness, Excitement"
"It's not Santa's plan. No, it's... (Laughs the real plan-laugh."")""","Happiness, Surprise, Excitement"
"Yeah, you know, it's not that fun.","Neutral, Sadness, Frustration"
"No, I think we killed it.","Confidence, Neutral, Frustration"
"Emma? Emma? Look at me! Well, I think I'll go downstairs for a while.",Neutral
"No, no, no, no! No, no, no, no! It's okay, it's okay. I didn't go.      Don't cry, it's just a bit! I'm your uncle Chandler; funny is all I have!","Sadness, Frustration, Optimism"
"Okay, just so you know, I'm gonna be ovulating from tomorrow until      the sixth, so don't touch yourself in the next 48 hours.","Neutral, Confusion, Frustration"
I don't do that.,"Confidence, Neutral, Frustration"
"I'll try to stop. Wait, did you say until the sixth?","Surprise, Confusion, Frustration"
Yeah.,"Contentment, Confidence, Neutral"
Today is the sixth.,"Contentment, Neutral, Optimism"
"No, it's not.","Neutral, Confusion, Frustration"
"Yes, it's also 2003.","Neutral, Nostalgia, Confusion"
Oh my god. Today's the sixth?! I may be done ovulating! I may have      also served some very questionable meat at the restaurant.,"Surprise, Disgust, Confusion"
It's okay. Go take the test and see if we're okay.,"Confidence, Optimism"
Okay.,Neutral
Tough crib.,"Confidence, Neutral, Frustration"
"Hey, where are all my ovulation-sticks? There's only one here.","Surprise, Confusion, Frustration"
I might have checked to see if I was ovulating a couple times.,"Confusion, Frustration, Optimism"
Chandler!,"Happiness, Surprise, Excitement"
I am not working. There's not much to do around here!,"Neutral, Frustration"
"Excuse me, is there a woman waiting at the bar? Someone average height,      dark hair, perhaps doing a puzzle?","Neutral, Anticipation, Confusion"
"Uh, there's a drunk Chinese guy.","Neutral, Sadness, Disgust"
"Well, if I'm still here in an hour, buy him a drink on me.","Confidence, Excitement, Optimism"
Can I get you another glass of wine?,"Happiness, Contentment, Confidence"
"Nah, I don't know if I should. I don't wanna be drunk when I go home      alone.","Neutral, Sadness, Fear"
"Got stood up, huh?","Sadness, Frustration"
"Yeah, it's no big deal. It's just a blind date.",Neutral
"Are you worried your date came, saw you, and left?","Confidence, Anticipation, Frustration"
No!,Sadness
We're okay. I'm still ovulating.,"Confidence, Excitement, Anticipation"
"Oh, good, because as of four o'clock this afternoon, I am not.","Neutral, Confusion, Frustration"
"So, let's do this.","Confidence, Excitement, Optimism"
I - I don't think I can.,"Sadness, Fear, Frustration"
"Come on. I know you're not eighteen anymore, but give it a minute.","Confidence, Frustration, Optimism"
Because of Emma.,"Neutral, Confusion, Frustration"
"Oh my god, Emma. Oh, sweetie, I forgot you were here. Oh, you're      right, we can't do this. We can't leave her alone.","Sadness, Fear, Confusion"
Sorry.,Neutral
"Unless... Maybe we do it here. I mean, how much can she even be aware      of at this age?","Confidence, Confusion, Frustration"
"Well, she's aware when we leave the room. She may notice if we start...      canoodling in it.","Contentment, Fear, Confusion"
Canoodling?,"Happiness, Surprise"
"Well, I can't say hump"" or ""screw"" in front      of the B-A-B-Y.""","Neutral, Confusion, Frustration"
"I don't know. I mean, I guess having sex in front of a baby isn't      so...","Neutral, Disgust, Confusion"
Horrifying? Scarring? Something people go to jail for?,"Fear, Surprise, Disgust"
I guess you're right.,"Contentment, Neutral, Confusion"
"You guess I'm right? When we stayed at that bed and breakfast, you      wouldn't have sex with me because you thought a deer was staring through      the window.","Sadness, Confusion, Frustration"
But what kind of a sick bastard wants to do it in front of a deer?,"Anger, Disgust, Confusion"
"Wow, everything looks so good! I think I'm gonna have the chicken.","Happiness, Confidence, Excitement"
"Oh, well, that's - that's very sweet. Thank you.","Happiness, Contentment"
I'm kind of funny looking.,Neutral
What?,"Surprise, Confusion, Frustration"
"Oh, come on, you're way out of my league. Everybody in here knows      it. Bet that guy over there's probably saying, ooh","Sadness, Frustration"
"I'm not funny either. So, if you were thinking, well","Neutral, Frustration"
"Well, come on, Steve; let's not rule out nervous laughter. Hey, now      wait a minute. Phoebe told me that - that you owned your own restaurant.      That's impressive.","Happiness, Confidence, Surprise"
I lost it. To drugs.,Sadness
I silk-screen t-shirts now.,"Confidence, Excitement, Optimism"
Really? What's that like?,Surprise
"It's really fulfilling doing something you hate for no money. That's      right. I have no money, I'm not funny, I live in a studio apartment with      two other guys, and I'm pretty sure I'm infertile.","Sadness, Disgust, Frustration"
I do like my hair.,"Happiness, Contentment, Confidence"
Really?,Surprise
Hello?,"Neutral, Anticipation, Confusion"
"Phoebe, it's me. I'm going to hunt you down and kill you!","Anger, Fear, Surprise"
"Hey, Rach!","Happiness, Excitement, Anticipation"
This is the worst date ever. How could you set me up with this creep?,"Anger, Disgust, Frustration"
"You know, you are talking about one of my dear, dear friends.","Happiness, Contentment, Love"
I don't care! This guy is a nightmare!,"Anger, Disgust, Frustration"
"Oh, right, so he gets a little crazy when he's stoned.",Neutral
He's not stoned.,"Confidence, Neutral, Disgust"
Did he go out for a cigarette?,"Neutral, Anticipation"
"Yeah, four times.","Confidence, Excitement"
"My dear, sweet Rach.","Happiness, Contentment, Love"
"Oh, great, pretty soon they'll be back together.","Happiness, Contentment, Optimism"
"By the time anyone's figured out what we've done, we'll be in sunny      Mexico. (BEAT) Oh, wait, that's the end of a different plan.","Confidence, Surprise, Excitement"
She's asleep. Chandler?,"Neutral, Anticipation, Confusion"
What are you doing?,"Neutral, Confusion"
Emma was doing it!,"Happiness, Confidence, Excitement"
She's asleep.,"Contentment, Neutral, Nostalgia"
"Ooh, she's asleep, that means we can...","Happiness, Excitement, Anticipation"
"Yes, but we have to be fast.","Confidence, Excitement, Anticipation"
Hello?,Neutral
Emma? Hey! Hi!,"Happiness, Surprise, Excitement"
"How are ya? How are ya? Where are your babysitters, huh? Why's the      bedroom door closed?","Surprise, Confusion, Frustration"
"You can't have S-E-X, when you're taking care of the B-A-B-I-E!","Neutral, Disgust, Frustration"
I've got bad news. The Chinese guy left.,"Sadness, Surprise"
"Eh, if it was meant to be, it's meant to be.","Contentment, Neutral, Optimism"
"Look; you got stood up, who cares? We're gonna show you a good time.      Just sit and relax. In fact, let me bring you a crab cake appetizer on      the house.","Happiness, Contentment, Excitement"
"Wow, free crab cakes. Well, that's nice. Although I was hoping to      have sex tonight.","Surprise, Anticipation"
Ooh...,"Surprise, Excitement, Anticipation"
Just the crab cakes.,Neutral
What are you      doing? Are you trying to get him to stay? Because you can't do that.,"Neutral, Confusion, Frustration"
"Just get out of here, okay?","Neutral, Frustration, Longing"
What's - what's going on?,"Fear, Surprise, Confusion"
"Eh, okay, the waiters have a little pool going. We have a bet on      how long it'll take before you give up and go home.","Anticipation, Confusion, Frustration"
What? You - you're making money off my misery?,"Sadness, Anger, Frustration"
"Well, if you stay till 9:20, I am.","Contentment, Confidence, Anticipation"
"This is unbelievable. I - I have never been so insulted in my life.      Now, if you'll wrap up my free crab cakes, I'll be on my way.","Anger, Disgust, Frustration"
