Dialogue,Emotions
Hey,"Neutral, Surprise, Frustration"
Hey. So where's Mon?,"Neutral, Anticipation, Confusion"
"Oh, she's at home, putting up decorations for Rachel's birthday party tonight.","Happiness, Excitement, Anticipation"
And you're not helping?,"Anger, Confusion, Frustration"
"I tried, but apparantly singing I will survive"" in a helium voice   - not helping.""","Neutral, Frustration"
Hey you guys!,"Happiness, Excitement, Optimism"
(start to sing) Hey! Happy birthday ...,"Happiness, Love, Excitement"
"Shhh don't say that loud, Gunther's gonna want to hug me.","Happiness, Excitement, Anticipation"
"Uh, good news everyone, we finally found a nanny. This is Molly (points   to Molly). Molly, Chandler, Joey.","Happiness, Excitement"
Hi.,Neutral
Hi.,Neutral
"Ooh, somebody's getting a little fussy.",Frustration
"You damn right I am, I've been waiting for a cookie for 7 minutes.","Confidence, Frustration"
"Ok, you know what, I'm just gonna take her outside.",Confidence
"No, you stay, I'll do it (takes Emma from Rachel).","Confidence, Love, Optimism"
"OK, thank you.",Neutral
Nice to meet you guys (to Chandler and Joey).,"Happiness, Excitement, Optimism"
"Yeah, you too.","Contentment, Neutral"
"Oh, wow, Molly is just great!","Happiness, Excitement, Optimism"
Yeah.,"Contentment, Confidence, Neutral"
"Yes, Bravo on the hot nanny.","Happiness, Contentment, Excitement"
What? You really think she's hot?,"Surprise, Disgust, Confusion"
Are you kidding? If I wasn't married she'd be rejecting me right now.,"Confidence, Surprise"
And Joey?,"Anticipation, Nostalgia, Confusion"
How do you think she's doing?,"Neutral, Anticipation"
Am I the only one who doesn't think that she's hot? Ross?,"Neutral, Confusion, Frustration"
"Eh, I mean, I mena she's not unattractive but hot? I ....","Neutral, Confusion, Frustration"
Thank you! (goes to get coffee),"Happiness, Contentment, Excitement"
Now that Rachel's gone?,"Sadness, Nostalgia, Confusion"
So hot I cried myself to sleep last night. (Joey and Chandler clap their   hands),"Sadness, Disgust, Excitement"
"Hey Mike, what's the capital of Peru?","Neutral, Anticipation"
Lima.,Neutral
"No. It starts with a v"" and ends with an ""x"". Helpfully   with a ""to"" in the middle.""",Confidence
"You know, kinda think of it, the capital of Peru IS vtox"".   (opens the kitchen cabinet) Oh god! Oh!""","Fear, Surprise, Disgust"
What?,"Surprise, Confusion, Frustration"
"OK, I don't want to freak you out or anything, but I think I just saw a   rat in your cupboard.","Fear, Surprise, Disgust"
"(relived) Oh, whew, no, that's Bob.","Contentment, Surprise"
"What, is he your pet rat?","Surprise, Disgust, Confusion"
"Well not so much a pet as, you know, an occasional visitor who   I put food out for, you know. Kinda like Santa. Except Santa doesn't poop on   the plate of cookies.",Contentment
"You can't keep a rat in your appartment! They're extremely unsanitary,   and they transmit leptospirosis and hantavirus.","Anger, Fear, Disgust"
What are those?,"Surprise, Excitement, Confusion"
I don't know but they don't sound like spa treatments. You have to get   rid of it!,"Fear, Frustration"
"OK, fine, if it means that much to you I'll get rid of Bob.",Frustration
Thank you.,"Happiness, Contentment"
"So weird, you think he's so gross and you're willing to eat his crackers.   (Mike throws out everything in his mouth)","Surprise, Disgust, Confusion"
Hello.,Neutral
Hello,Neutral
"Gavin, I just wanted to say thank you again for watching Emma   yesterday during the presentation. I really owe you an appology.",Unknown
For what?,"Neutral, Confusion, Frustration"
"Well, when we first met, you know, I thought you were pompous   and arrogant and obnoxious ...","Anger, Disgust, Frustration"
Is this your first appology?,"Neutral, Confusion, Frustration"
"No, I just mean that, you know, first impressions don't mean anything. And   I-I think you're a really good guy and I'm sorry that I misjudged you.",Unknown
Good morning!,"Happiness, Contentment, Optimism"
"Hello. (to Gavin) But you know what, hey, new day, new leaf,   I am just really really happy ... (sees Gavin staring at Heather) I'm sorry,   obviously Heather's ass has something more important to say so I'll just wait   'till it's finished.","Happiness, Disgust, Frustration"
What?,"Surprise, Confusion, Frustration"
I was giving you an appology and you were totally checking her out!,"Anger, Disgust, Frustration"
"I wasn't checking her out. I'm in fashion, I was looking at her   skirt. Or was it pants? I didn't really see what happened below the ass area.","Confidence, Confusion, Frustration"
"Oh wow, you are really, you're really a creep.","Sadness, Anger, Disgust"
