Dialogue,Emotions
"Hey! New wallet, huh?","Happiness, Excitement"
"Yeah, it was time. The old condom ring in the leather justdoesn’t say ‘cool’ anymore.","Neutral, Disgust, Nostalgia"
Rachel!,"Happiness, Surprise, Excitement"
What?,"Surprise, Confusion, Frustration"
You just put an empty carton back in the fridge!,"Anger, Disgust, Frustration"
"Oh yeah, I know, but the garbage was full.","Neutral, Confusion, Frustration"
Have you ever taken out the trash? (Hands her the garbage.),"Neutral, Surprise, Disgust"
"Well, I thought you","Surprise, Confusion, Frustration"
Third door on the left.,"Confidence, Neutral, Anticipation"
Right!,"Confidence, Excitement, Optimism"
"Oh! Hey, Mr. Treeger.","Happiness, Surprise, Excitement"
: Hey.,"Neutral, Confusion, Frustration"
: What are you doing?,"Neutral, Confusion"
Ummm. Oh! I’m sorry. (She grabs the box and offers him a piece.)It’s a little old but…,Unknown
: No! You’re clogging up the chute that I spent a half-hourunclogging!,"Anger, Disgust, Frustration"
I’m sorry. I didn’t—I don’t come in here a lot.,Neutral
": Oh yeah, of course you don’t!","Confidence, Disgust, Frustration"
No.,"Neutral, Disgust, Frustration"
: ‘Cause you’re a little princess! Daddy,"Happiness, Confidence, Love"
I didn’t… I never said that.,"Neutral, Confusion, Frustration"
": You think you could make a mess and the big man in coveralls willcome in here and clean it up, huh? Well, why don’t think of someone else for achange?","Anger, Disgust, Frustration"
"(starting to cry) Okay, I’m sorry. (Runs out still carrying thepizza box.)",Sadness
God! If you’re gonna cry about it! (She grabs the box and goes tothrough it out.],"Anger, Disgust, Frustration"
"Whoa-whoa, Treeger made you cry?","Sadness, Surprise, Confusion"
Yes! And he said really mean things that were only partly true.,"Sadness, Anger, Frustration"
I’m gonna go down there and teach that guy a lesson.,"Confidence, Anger, Frustration"
"Joey, please don’t do that. I think it’s best that we justforget about it.","Neutral, Confusion, Frustration"
"That’s easy for you to say, you weren’t almost just killed.","Anger, Fear, Frustration"
"All right that’s it, school is in session! (Exits and slams thedoor.)","Confidence, Excitement, Optimism"
(Picking up a card from Chandler’s wallet.) My God! Is this a gymcard?,"Surprise, Disgust"
"Oh yeah, gym member. I try to go four times a week, but I’vemissed the last 1200 times.","Sadness, Frustration"
So why don’t you quit?,"Confusion, Frustration, Optimism"
You don’t think I’ve tried? You think I,"Confusion, Frustration"
Who is Maria?,"Anticipation, Confusion"
"Oh Maria. You can’t say no to her, she’s like this lycraspandex covered gym…treat.","Contentment, Excitement"
You need me to go down there with you and hold your hand?,"Confidence, Frustration"
No!,"Sadness, Anger, Frustration"
So you’re strong enough to face her on your own?,"Confidence, Fear"
"Oh no, you’ll have to come.","Neutral, Sadness, Frustration"
": Tribbiani! Hold on, I’ll get the plunger.","Confidence, Excitement, Frustration"
"Hey! You hold on pal! Now you made my friend, Rachel, cry. So now,you’re gonna go up there and apologize to her, unless you want me to call thelandlord.","Sadness, Anger, Frustration"
