Dialogue,Emotions
"(talking to a pineapple in his hand) God, you're beautiful...why are we fighting this?You know you want it to happen as much as I do.","Love, Excitement, Confusion"
I want you.I need you.Let me make love to you.,"Love, Excitement, Longing"
I want you.I need you.Let me make love to you.,"Confidence, Love"
"I don't wanna stand in the way of true love or anything, but I think a cantaloupe might hurt less.","Sadness, Disgust, Frustration"
"Oh, ehm...I'm...I'm rehearsing my lines.They gave me a big romantic story on Days Of Our Lives. It's the first time my character's got one. I'm so nervous, you know, I really want it to be good!","Excitement, Anticipation"
Woow!I haven't seen you this worked up since you did that dog food commercial and you thought you were gonna be with a real talking dog!,"Surprise, Excitement, Frustration"
"Yeah, that was a disappointment...(pause) Oh, hey!D'you want to come down to the set and tell me if I'm doing ok?",Surprise
(excited) Are you serious?,"Surprise, Excitement, Anticipation"
"Yeah!Hey, you just have to promise not to get yourself thrown out again.","Happiness, Confidence, Excitement"
"Hey, that was an honest mistake!","Neutral, Confusion, Frustration"
Right!(he starts to ape her)Oh my God,"Surprise, Disgust, Confusion"
"Yeah, that was an awesome day!","Happiness, Excitement, Optimism"
Hey!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Love, Excitement"
"So, do you guys wanna come and eat dinner at the restaurant sometime in the next few weeks?","Happiness, Excitement, Anticipation"
Sure!,"Happiness, Confidence, Excitement"
I'd love to!,"Happiness, Excitement, Optimism"
Well you,"Confidence, Anger, Frustration"
"Well, I can't give you a massage, because my licence has been revoked again!","Sadness, Confusion, Frustration"
"Phoebe, what happened?",Surprise
"Well, it was an accident...You know, it's a lot of oil and sometimes the hand just slips!","Neutral, Excitement, Frustration"
(To Monica) Have I got a surprise for you? Pack your bags!,"Surprise, Excitement, Anticipation"
(To Monica) Have I got a surprise for you? Pack your bags!,"Surprise, Excitement, Anticipation"
Oh no!You guys aren't supposed to get divorced for 7 years!,"Sadness, Fear, Surprise"
"What? No, I'm taking Monica to a romantic inn in Vermont (shows them a brochure)!","Confidence, Excitement, Anticipation"
"Oh, good!Ok, good for you!Try to recapture the magic!","Happiness, Excitement, Optimism"
"So, what do you say? Can you get out of work?","Excitement, Anticipation, Frustration"
"Oh, honey!I can't. I was just telling these guys that things are crazy at the restaurant!","Excitement, Anticipation, Frustration"
Are you really that busy?,"Neutral, Confusion, Frustration"
"Yeah, I'm sorry. I really am.",Unknown
"Oh, that's ok.I'll just try and reschedule. (on the phone) Hi","Neutral, Frustration, Optimism"
Tell them I'm a chef in a big New York restaurant!,"Confidence, Excitement"
And tell them that in 2 weeks I will once again be a masseuse in good standing!,"Confidence, Excitement, Optimism"
(on the phone) Look,Neutral
"Oh, don't worry about it! Just use your travel insurance.","Contentment, Confidence, Optimism"
I don't have travel insurance.,"Neutral, Confusion, Frustration"
"Well, this is what happens when people live on the edge!","Confidence, Excitement, Frustration"
Why don't you take Ross?,"Neutral, Confusion, Frustration"
"Uh, don't you think that would be a little weird? I mean, two guys in a romantic inn...","Neutral, Confusion, Frustration"
"No, not if their room has two beds!","Contentment, Confidence, Neutral"
(browsing the brochure) I guess...It still seems a little...(enthusiastically),"Neutral, Excitement, Confusion"
"Hey Joey, is this the bed where Olivia lost her virginity?","Surprise, Disgust, Confusion"
"I don't know, but one of the extras sure did! (pause) Hey, listen Rach. Thanks again for coming down to watch my scenes!","Happiness, Contentment"
"Oh, please!Honey, just the fact that you want me here to support you, I'm...OH MY GOD!Is that Christian Sanders?He's so","Happiness, Surprise, Excitement"
Also so,"Neutral, Confusion, Frustration"
"Oh, in my head he's done some pretty not-gay-stuff""!""","Disgust, Confusion, Frustration"
"Well, at the Christmas party him and Santa did some definitely gay stuff!","Surprise, Disgust, Confusion"
"Joey, Joey! We're ready for you!","Confidence, Excitement, Anticipation"
"Oh, wish me luck!","Excitement, Anticipation, Optimism"
"Ok, not that you need it but good...GOD!Is that Chase Lassiter?He's straight, right?","Surprise, Excitement, Anticipation"
"Rach, I gotta say...if you weren't here wondering if these guys were gay I don't know if I could do this!","Confidence, Frustration"
"Oh, I'm sorry, you're right.I'm sorry, good luck! (they hug)","Love, Optimism"
On a bell please! Quietly.. and ACTION!,"Confidence, Excitement, Anticipation"
Drake! What are you doing in here?,"Surprise, Confusion, Frustration"
Drake! What are you doing in here?,"Surprise, Confusion, Frustration"
Stopping you from marrying the wrong man and making the biggest mistake of your life.,Unknown
Get out!,"Anger, Fear, Surprise"
You don't love him!,"Sadness, Anger, Frustration"
What do you know about love?,"Confusion, Frustration, Longing"
I know what I felt that night when we kissed under the bridge.,"Love, Excitement, Longing"
That kiss never happened.,"Sadness, Disgust, Confusion"
"Oh, what about this one.","Happiness, Excitement, Anticipation"
"(watching a television where the scene is shown, startled) OH!","Fear, Surprise"
"(watching a television where the scene is shown, startled) OH!","Surprise, Excitement"
"No, I told you...get out!","Anger, Confusion, Frustration"
Fine. I'll go. But let me ask you one question...,"Neutral, Confusion, Frustration"
"(talking to Rachel) You look familiar, have we...","Happiness, Anticipation, Confusion"
SSSHHHHTTT!!He's asking her a question!!,"Surprise, Excitement, Anticipation"
Can you really live the rest of your life never knowing what we could have been?,"Sadness, Longing"
I don't have a choice...,"Neutral, Sadness, Frustration"
