Dialogue,Emotions
(entering in a bathrobe) I just walked in the bathroom and saw Kathynaked! It was like torture!,"Surprise, Disgust, Frustration"
"Y'know if we ever go to war and you’re captured, you’re in for a","Neutral, Fear, Frustration"
"It just keeps getting worse and worse! Y'know? I mean it’s badenough that I’m in love with my roommates girlfriend—which by the way, I thinkshe knows. Because every time we’re in the room together there’s this weird likeenergy between us. And call me crazy, but I think she likes me too. And now I have seenher naked. I mean at least when I’ve seen her with clothes on, I could imagine herbody was like covered in boles or something. But there are no boles, she’s smooth!Smooth! (leaves)","Disgust, Confusion, Frustration"
Wow! Could everyone totally see up his robe?,"Surprise, Disgust"
Yeah! Oh my God!,"Happiness, Surprise, Excitement"
Here you go.,Neutral
"Great! All right, so I’ll call you later.","Happiness, Confidence, Excitement"
Great! (leaves),"Happiness, Excitement, Optimism"
(rushing up) Hey-Hey-Hey! Who was that?,"Surprise, Excitement, Anticipation"
That would be Casey. We’re going out tonight.,"Excitement, Anticipation, Optimism"
"Goin’ out, huh? Wow! Wow! (Does a little celebration dance) Sothings didn’t work out with Kathy, huh? Bummer.","Surprise, Excitement, Optimism"
"No, things are fine with Kathy. I’m having a late dinner with hertonight, right after my early dinner with Casey.","Contentment, Confidence, Excitement"
(shocked) What?,"Surprise, Confusion"
Yeah-yeah. And the craziest thing is that I just ate a whole pizza bymyself! (Laughs),"Happiness, Excitement"
Wait! You’re going out with Kathy!,"Surprise, Excitement"
Yeah. Why are you getting so upset?,"Neutral, Confusion, Frustration"
"Well, I’m upset—for you. I mean, having sex with an endlessline of beautiful women must be very unfulfilling for you. (He can’t believe he justsad that.)","Sadness, Surprise"
What is the big deal? It’s not like we’re exclusive.,"Neutral, Confusion, Frustration"
"Look, Joey, Kathy is clearly not fulfilling your emotional needs. ButCasey, I mean granted I only saw the back of her head, but I got this sense thatshe’s-she’s smart, and funny, and gets you.","Confidence, Excitement, Optimism"
You got all that from the back of her head?,"Neutral, Surprise, Confusion"
"All right look, I think it’s time for you to settle down. Y'know?Make a choice, pick a lane.","Confidence, Frustration"
Who’s Elaine?,"Surprise, Confusion"
"(singing) ""
Oh","Happiness, Love, Excitement"
"Yeah, ooh, I like that! Yeah. Wait! How do you know about‘bah-bah-bha-bhan?’","Surprise, Excitement, Confusion"
"Well umm, y’know, I used to play.","Contentment, Confidence, Nostalgia"
"Oh yeah, that’s right, the keyboards, huh?","Neutral, Confusion, Frustration"
"Yeah, just a little in high school, but then I really got into it incollege. I mean that’s-that’s when I really found my sound.","Confidence, Excitement, Nostalgia"
"Oh God! Orange juice just came out of my nose, but it was totally worthit. Oh my God, I completely forgot about your sound.","Surprise, Excitement, Nostalgia"
Yeah.,Neutral
"He used to lock himself in the basement for hours. No one was everyallowed to hear, The Sound.""""","Sadness, Fear, Confusion"
"I wanna hear The Sound.""""","Excitement, Anticipation, Longing"
"Really? No. I mean, nah, I haven’t played in so long, and-and, wellit’s-it’s really personal stuff, y’know?","Sadness, Fear, Nostalgia"
"Come on, play that funky music white boy.","Happiness, Excitement, Anticipation"
Yeah!,"Happiness, Excitement, Optimism"
"No, you guys, I mean my keyboards are all the way up in—No, yeah,okay. (Runs out.)","Surprise, Confusion, Frustration"
"Okay, guys.","Confidence, Neutral, Excitement"
"All right! Bring it on, you…","Confidence, Excitement, Anticipation"
"Here we go. (Plays one note) Y’know, I’ve-I’ve never playedmy stuff for anyone before, so it’s important that-that you understand it’sabout communicating very private emotions. (Plays another note) Y’know, umm, youshould-you should think of umm, my work as wordless sound poems. That’s whatI’m…","Confidence, Excitement"
(interrupting) Oh my God! Play!,"Surprise, Excitement, Anticipation"
"(At a loss for words) Boy, that was-that was, umm… terrific.","Surprise, Excitement, Confusion"
"Really, bitchin’!","Happiness, Excitement, Optimism"
"Wow, it was so—wow!","Surprise, Excitement"
"Really?! I mean, really?!!","Surprise, Disgust, Frustration"
"Yeah, I mean, you should play in public!","Happiness, Excitement, Optimism"
"Wow! Thanks, you guys. That’s uh—ohhh, I wanna, I wanna play youanother piece! Umm! Uh-oh! I left my uh, helicopter sounds on another disk. I’ll beright back! Okay? (Runs to fetch them) This is so nice, I’m—I am so…(starts to break up and leaves)","Contentment, Sadness, Excitement"
Oh God bless my dad sound proofing the basement!,Happiness
"Oh, I can’t believe I ever let him touch me with those fingers.","Anger, Disgust"
