Dialogue,Emotions
"Welcome everybody, welcome to Amazing Discoveries!","Happiness, Excitement, Optimism"
"Oh, oh! It's on again!","Surprise, Excitement, Anticipation"
"You guys, can we please not watch this all right.","Neutral, Frustration, Optimism"
Shhhh!,"Fear, Surprise, Excitement"
"Folks, has this ever happened to you. You go to the refrigerator to geta nice glass of milk, (Joey is in the background struggling to open a cartoon of milk) andthese darn cartons are so flingin'-flangin' hard to open.","Happiness, Surprise, Frustration"
"(on tv) Oh, you said it Mike. (rips open the carton and spills milk on thecounter) Aw! There's got to be a better way!","Surprise, Disgust, Frustration"
And there is Kevin.,"Happiness, Contentment, Excitement"
Can we please turn this off?,"Disgust, Frustration"
"Noo way, Kevin.","Neutral, Disgust, Frustration"
There is a revolutionary new product that guarantees that you'll neverhave to open up milk cartons again. Meet the Milk Master 2000.,"Confidence, Excitement, Optimism"
(to Chandler) Are you intrigued?,"Excitement, Anticipation"
You're flingin'-flangin' right I am!,"Confidence, Excitement, Optimism"
"Keep in mind, he's never used this product before, you're gonna see howeasy this is to do. (to Kevin) Go ahead. ('Kevin' starts using the product, it is a spoutthat you jab into a paper milk carton so that you don't have to rip it open.) This workswith any milk carton.","Confidence, Excitement, Optimism"
"(on TV, finishing installing the Milk Master 2000) Wow, it is easy.(starts to poor the milk) Now, I can have milk everyday.","Happiness, Contentment, Optimism"
"Well, it's official there are no good movies.","Neutral, Disgust, Frustration"
"Well, let's go to a bad one and make out. (they start to kiss and leanback into Monica.)","Love, Excitement, Anticipation"
"Perhaps, you would like me to turn like this, (turns sideways on thecouch) so that you can bunny bump against my back.","Contentment, Confidence"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey.,Neutral
"Hey, man. What's up?","Happiness, Contentment, Confidence"
Maybe you can tell me. My agent would like to know why I didn't show up atthe audition I didn't know I had today. The first good thing she gets me in weeks. Howcould you not give me the message?!,"Anger, Frustration"
"Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.","Confidence, Neutral, Frustration"
"Yes, it was! It was him! Uh huh! (they all stare at her) Okay, it wasme!","Confidence, Surprise, Frustration"
How is it you?,"Surprise, Excitement, Confusion"
"Well, it was just, it was all so crazy, you know. I mean, Chandler wasin the closet, counting to 10, and he was up to 7 and I hadn't found a place to hide yet.I-I-I meant to tell you, and I wrote it all down on my hand. See, all of it. (shows himher hand)","Surprise, Excitement, Confusion"
"Yep, that's my audition.","Confidence, Excitement, Optimism"
"See, now this is why I keep notepads everywhere.","Contentment, Confidence, Excitement"
"Yep, and that's why we don't invite you to play.","Disgust, Anticipation, Frustration"
What is the great tragedy here? You go get yourself another appointment.,"Neutral, Confusion, Frustration"
"Well, Estelle tried, you know. The casting director told her that I missedmy chance.","Sadness, Frustration"
That is unfair. I'll call her and tell her it was totally my fault.,Unknown
"Pheebs, you can't do that. The casting director doesn't talk to friends,she only talks to agents.","Confidence, Frustration"
"What a sad little life she must lead. Okay, ooh (starts dialing).","Sadness, Anger, Disgust"
"What, what are you doing? What are you doing?","Surprise, Confusion, Frustration"
