Dialogue,Emotions
"You know, I'm thinking about letting Emma have her   first cookie.","Happiness, Contentment, Anticipation"
Her first cookie? She has cookies all the time!,"Surprise, Confusion, Frustration"
I've never given her a cookie. Have you?,"Neutral, Confusion, Frustration"
"No! No... and, for the record, I've also never given her a frosting from   a can!","Anger, Frustration"
"Hey Rach, the adoption agency needs letters of recommendation and we   were wondering if you would write one for us.","Happiness, Excitement, Optimism"
"Of course, I'd be honored!","Happiness, Excitement"
Thanks!,"Happiness, Excitement"
Thank you!,"Happiness, Excitement"
"U-U-Um, I think there's been an oversight.","Nostalgia, Confusion, Frustration"
"Joey, we would've asked you, we just thought you wouldn't be interested.","Neutral, Sadness, Frustration"
"Yeah, it's just we don't think of you as really being so much with   the words"".""","Neutral, Confusion, Frustration"
Whoo-weh hey weh-hey whoo hey!!,"Excitement, Anticipation"
,"Neutral, Confusion, Frustration"
"I gotta a lot of nice stuff to say about you guys, ok? And I know how   much you wanna have a baby, you know, and I would love to help you get one.","Love, Excitement, Optimism"
"You know what? Then, Joey, we want you to do it.","Confidence, Excitement, Anticipation"
"Thank you! Alright, let me see how I'm gonna start... Dear baby   adoption decider people...""""","Happiness, Excitement, Anticipation"
,"Neutral, Confusion, Frustration"
Hey!,"Happiness, Excitement, Optimism"
Hey Phoebe!,"Happiness, Love, Excitement"
Hey!,"Happiness, Confidence, Excitement"
Wow! Don't,"Surprise, Disgust, Confusion"
"Yes, I do! Today is Mike and my one-year anniversary.","Happiness, Love, Excitement"
"OH! What's it the anniversary of? Your first date, your first kiss,   first time you had sex...","Surprise, Excitement, Anticipation"
YEAH!,"Happiness, Confidence, Excitement"
So you must be going to somewhere fancy to celebrate?,"Excitement, Anticipation, Optimism"
"Uh-uh. Ehm, a Knicks game.","Neutral, Frustration, Longing"
Uhm... Aren't you a little overdressed?,"Neutral, Confusion, Frustration"
"Hey, you know what, I've never had a one-year anniversary before, so   no matter where we go, I'm wearing something fancy pants, and... I'm gonna put   on my finest jewelry and we're gonna have sex in a public rest room.","Happiness, Excitement, Anticipation"
You guys do that? Chandler won't even have sex in,"Surprise, Confusion, Frustration"
That's where people make number two!!,"Surprise, Disgust, Confusion"
Hey! (They kiss and cuddle a little),"Happiness, Love, Excitement"
Hey...,"Neutral, Confusion, Frustration"
"So, you know... I have a little time. If you... if you want to...",Neutral
(surprised) Oh... (he pauses) (sounds disappointed) Ohh... I'd love to   but I really have to grade these papers.,"Surprise, Frustration"
"Fine, it's fine... (she whispers) I'll just shower by myself...","Sadness, Frustration"
"(Writing on the papers) B, B, B, B, B!","Contentment, Confidence, Excitement"
"Oh, Ross, you gave a B to a Pottery Barn catalogue.","Disgust, Confusion, Frustration"
"Well, it had some good ideas, take off your shirt.","Confidence, Excitement, Frustration"
Damnit!,Anger
(yelling from outside) Rachel!! Open up!! It's your sister!! (she knocks   on the door again) I have to talk to you!!,"Confusion, Frustration"
(he opens the door) Hi Amy!,"Happiness, Excitement, Anticipation"
You're not Rachel.,"Surprise, Confusion, Frustration"
Still sharp as a tack!,"Confidence, Excitement, Optimism"
"Um... Charlie, this is Rachel's sister Amy. Amy, this is Charlie.","Happiness, Surprise, Excitement"
Hi!,"Happiness, Excitement, Anticipation"
Hi!,"Happiness, Excitement, Optimism"
Nice to meet you.,"Happiness, Contentment, Confidence"
H-Hi!!(to Ross) And you are...?,"Happiness, Excitement, Anticipation"
(pause) Ross? I... I grew up on your block! We had Thanksgiving together   last year... I had a baby with your sister!,"Surprise, Nostalgia, Confusion"
(looks confused) N-no... uhm... did I buy a falafel from you yesterday?,"Anticipation, Confusion, Frustration"
"(gives up) Yes, yes, you did.","Neutral, Disgust, Frustration"
Hi Rachel! Here's your sister Amy! She thinks I need  pec implants!,"Neutral, Surprise, Disgust"
Amy! Hi! Oh-oh-hoh! (they hug) Wow! You remember Joey?,"Happiness, Surprise, Excitement"
"Yeah! Hey, sure! The Days of Our Lives"" guy!""","Happiness, Excitement, Anticipation"
"That's right, yeah.","Happiness, Contentment, Confidence"
You're,"Confidence, Neutral, Excitement"
Always nice to meet a fan!,"Happiness, Confidence, Excitement"
"So now, what are you doing here?","Anticipation, Confusion"
"Well, I have","Contentment, Confidence, Optimism"
"(Emma starts crying in the other room) Oh sorry, hold on. Let me just   check on the baby!",Sadness
"Wait, this is important! Can Ella wait? (Rachel goes to Emma)",Frustration
Ehm... Her name is,"Neutral, Confusion, Frustration"
"Why did you change it, Ella was so much prettier!","Sadness, Disgust, Frustration"
What do I know? I just sell Middle Eastern food from a cart!,"Contentment, Confidence, Frustration"
"Hey, your English is getting better!!","Happiness, Confidence, Excitement"
(to Joey) Oh my God!,"Surprise, Excitement"
"I know, she may be the hottest girl I've ever hated.","Neutral, Disgust, Confusion"
What... what you working on?,"Neutral, Confusion"
"(using a laptop) Oh, Monica and Chandler's recommendation. I want it   to sound smart but.. I don't know any big words or anything, so...","Confusion, Frustration, Longing"
Why don't you use your Thesaurus?,"Confusion, Frustration, Optimism"
What did I just say?,"Surprise, Confusion, Frustration"
"Watch. (he takes the laptop) Here, you ehm... You highlight the word   you want to change.","Confidence, Neutral, Frustration"
"Oh my God, that's great! I'm smart!! No, no, I'm... (he uses the Thesaurus)   brainy","Happiness, Confidence, Excitement"
God!,"Fear, Surprise, Excitement"
God!,"Surprise, Excitement, Anticipation"
So beautiful.,"Happiness, Love, Excitement"
"Oh, I know, isn't she?","Happiness, Love, Excitement"
"No, I was talking about your bedding.","Neutral, Confusion, Frustration"
"All right. What's your news, Amy?","Happiness, Excitement, Anticipation"
Oh! Um... Well... I'm getting married.,"Surprise, Excitement, Nostalgia"
What? Oh my God! To who?,"Fear, Surprise, Confusion"
This guy! He has a,"Confidence, Surprise, Frustration"
A-And??,"Confusion, Frustration"
A-And it's on Fifth. And the elevator opens up right into the living room.,"Happiness, Confidence, Excitement"
"No, what's he like?",Anticipation
Oh! He's ok. Do you remember my old boyfriend Mark?,"Happiness, Surprise, Nostalgia"
Yeah.,"Contentment, Confidence, Neutral"
It's his dad.,"Confidence, Neutral, Love"
"Huh... wow, so he's gotta be...","Surprise, Confusion"
"Old? Yeah! But he travels a lot, so he's hardly ever there.","Contentment, Neutral, Anticipation"
"Sweety, I gotta tell ya... it sounds a little bit like you like the   apartment more than you like...","Neutral, Confusion, Frustration"
Myron. Hmm... I told you he was old!,"Surprise, Confusion, Frustration"
"Oh... sit down, sit down. Oh, honey, you know, I once also almost married   somebody that I didn’t love. Do you remember Barry?",Nostalgia
"Humpf, remember him? How we used to make out all the time after you went   to sleep.","Disgust, Nostalgia, Frustration"
"Sometimes just nodding is ok. (pause) Uhm, so but  anyway, listen, not marrying Barry was the best decision that I ever, ever  made. Honey, you deserve  true love. Your soulmate is out there, somewhere. Someone that is","Contentment, Confidence, Love"
"(thinks about it) You’re right, you’re right! I’m gonna   do it!","Confidence, Excitement"
Ok.,Neutral
I’m gonna marry Myron,"Happiness, Love, Excitement"
"Ok, let’s keep talking.","Confidence, Neutral, Optimism"
"Excuse me, anniversary. Excuse me, anniversary. (looking   at her ticket). Uhm, sir, could you move your nachos... they’re in my   seat. It's my anniversary. (to Mike) Here we are! (Mike nods). Can’t believe   it's been a whole year!","Happiness, Excitement, Nostalgia"
"Excuse me, anniversary. Excuse me, anniversary. (looking   at her ticket). Uhm, sir, could you move your nachos... they’re in my   seat. It's my anniversary. (to Mike) Here we are! (Mike nods). Can’t believe   it's been a whole year!","Happiness, Excitement, Nostalgia"
I know. This has been the best year... (the crowd starts cheering so   he starts yelling) THIS HAS BEEN THE BEST YEAR OF MY LIFE!,"Happiness, Confidence, Excitement"
ME TOO! I NEVER THOUGHT I COULD LOVE SOMEONE THIS MUCH!,"Happiness, Love, Excitement"
I FEEL THE SAME WAY!,"Happiness, Contentment, Love"
YOU’RE SO GENEROUS AND KIND AND (crowd stops cheering) YOU'RE   AMAZING IN BED (everyone hears it and stare at them.) (to everybody) IT’S   OUR ANNIVERSARY!,"Surprise, Excitement"
"Knicks fans, please turn your attention to the   big screen on the score board. Someone has a special question to ask. (on the   screen there’s written ‘Julie, will you marry me?’ and goes   on to show a guy kneeling down in front of a girl holding out a ring to her)","Happiness, Love, Excitement"
"Oh how lame... oh, it’s so tacky, and impersonal.",Disgust
Really?,"Surprise, Disgust, Confusion"
"Oh, it’s the worst way to propose!","Sadness, Disgust, Frustration"
"(looks strangely shocked) Excuse me... (he leaves, then Phoebe realizes what she did).",Confusion
"Hey, finished my recommendation. (he hands it over to   Chandler) Here. And I think you’ll be very, very happy. It’s the   longest I ever spent on a computer without looking at porn.","Confidence, Excitement"
(reading) I don’t... uh... understand.,"Sadness, Confusion, Frustration"
(sounding very proud of himself) Some of the words are a little too sophisticated   for ya?,Confidence
(also reading it) It doesn’t make any sense.,"Disgust, Confusion, Frustration"
Of course it does! It’s smart! I used the the-saurus!,"Confidence, Excitement"
On,"Neutral, Confusion, Frustration"
Yep!,"Happiness, Contentment, Excitement"
"Alright, what was this sentence originally? (shows the sentence to   Joey)","Anticipation, Confusion, Frustration"
"Oh, ‘They are warm, nice, people with big hearts’.","Happiness, Contentment, Love"
And that became ‘they are humid prepossessing Homo Sapiens   with full sized aortic pumps...?,"Surprise, Disgust, Confusion"
"Yeah, yeah and hey, I really mean it, dude.","Happiness, Confidence, Excitement"
"Hey Joey, I don’t think we can use this.","Neutral, Disgust, Frustration"
Why not?,"Confidence, Excitement, Anticipation"
"Well, because you signed it baby kangaroo Tribbiani (Joey makes a 'and-what’s-wrong-with-that'   look). Hey, why don’t you stop worrying about sounding smart and just   be yourself!","Happiness, Confidence, Frustration"
"You know what? You don’t need a thesaurus, just write from here, (points at his own heart) your full sized aortic pump.","Confidence, Excitement, Optimism"
"Amy, hi!","Happiness, Excitement, Anticipation"
"I took your advice, I left Myron.","Happiness, Contentment, Confidence"
"Oh, good for you!","Happiness, Confidence, Excitement"
I know! I'm Erin Brockovich!,"Confidence, Excitement, Optimism"
"Yes you are! Oh, I am so proud of you!","Happiness, Excitement"
"Thank you! So, can I stay with you?","Happiness, Contentment, Excitement"
But Erin Brockovich had her,"Confidence, Excitement"
"Ah, look who’s back! (he sees the bags) Why do you have bags? RACH,   WHY DOES SHE HAVE BAGS?",Unknown
"Well, I’m staying with you guys!","Happiness, Contentment, Confidence"
What?,"Surprise, Confusion, Frustration"
"We’re gonna be roomies! (she snaps her finger and points at Joey, snaps her fingers again and points to the bags) Come on!","Happiness, Excitement, Anticipation"
You slept out here?,"Neutral, Surprise, Confusion"
"Yeah... Amy kept kicking me in her sleep yelling ‘Myron, get   off!’","Surprise, Confusion, Frustration"
"But uhm, we're getting rid of her, right? Rach, please tell me we’re   getting rid of her.","Fear, Confusion, Frustration"
"Joey, I can’t","Sadness, Confusion, Frustration"
"Oh, come on! Last night I was finishing off a pizza and she said (aping   Amy badly) Uoh oh oh","Surprise, Disgust, Frustration"
"Well Joey, uhm look, I know that she’s difficult, but I think   it’s really good that she’s here.","Happiness, Contentment, Optimism"
'Cause we will appreciate it more when she’s gone?,"Sadness, Anger, Frustration"
"No, it's just... look, you know, when I first moved to the city I was   a lot like her! I was spoiled, self-centered and you guys really took care of   me.",Nostalgia
"Yeah, Monica made us!","Happiness, Confidence, Excitement"
"Well, uhm... whatever, I have really appreciated it, 'cause I don’t   think I would be the person that I am today if it wasn’t for you guys.   See, I wanna help Amy the way you guys helped me. And I know it’s gonna   take patience, but that’s ok.","Confidence, Optimism"
Good morning.,"Happiness, Contentment, Neutral"
Yeaah.,Neutral
"Amy, that’s what I was supposed to wear today, that’s why   I hung it on the door.","Surprise, Confusion, Frustration"
"Oh, sweety, you can’t pull this off.","Neutral, Disgust, Frustration"
"Amy, you know what? I was thinking that maybe now it'd be a good time   for us to sit down and, you know, talk about your future.","Contentment, Anticipation, Optimism"
"Oh, I can’t, honey. I’m gonna go get my eyebrows shaped. (points   at her eyebrows) I am not happy. (to Joey who has a pizza box in his hands)   Oh... sure you wanna eat that?","Neutral, Disgust, Frustration"
"(yelling at her) I’M CURVY, AND I LIKE IT!","Happiness, Confidence, Anger"
Hi. I just had the,Neutral
I doubt that! Tell her about,"Confidence, Frustration"
"Oh, well, I bought Chandler a five hundred dollar watch and he wrote   me a rap song.","Happiness, Contentment, Excitement"
Seriously?,"Surprise, Confusion, Frustration"
Word!,"Happiness, Confidence, Excitement"
"Well, mine was worse than that.","Sadness, Disgust, Frustration"
"Well, what happened?","Neutral, Anticipation, Confusion"
"We were at the game, and this guy proposed to his girlfriend on the   big screen thing...","Happiness, Surprise, Excitement"
