Dialogue,Emotions
"(to Monica) Hey, how much will you give me to eat this whole jar ofolives?","Disgust, Excitement, Anticipation"
"I won’t give you anything, but you’ll owe me 2.95.","Confidence, Neutral, Frustration"
Done.,"Contentment, Confidence, Neutral"
(entering) Hey. I need an atlas! I need an atlas!,"Excitement, Frustration"
Why? (in a motherlike tone) Do you have a report due?,"Neutral, Confusion, Frustration"
"I have a date with this diplomat I met while I was giving free massagesoutside the UN and, I don’t know where his country is.","Excitement, Anticipation, Confusion"
"Okay, let’s start with the free messages outside the UN.","Neutral, Confusion, Optimism"
"Oh!! That’s my new thing. I figure bodies at peace, make peace.","Confidence, Excitement, Optimism"
Wow! You might just get the first Nobel prize in rubbing. So whatcountry is this guy from?,"Happiness, Surprise, Excitement"
Ick-neck-tree-anis..... There’s a ‘g’ in there.,"Confidence, Surprise, Confusion"
Where’s that?,"Anticipation, Confusion, Frustration"
In your atlas!,"Confidence, Frustration, Longing"
I don’t have an atlas.,"Neutral, Confusion, Frustration"
Oh.,"Neutral, Surprise, Confusion"
"Oh, but wait I do have a globe.","Confidence, Excitement, Optimism"
Oh.,"Neutral, Confusion, Frustration"
Hold on.,"Neutral, Anticipation, Frustration"
So Pheebs what’s this guy like?,"Excitement, Anticipation"
"Umm, well he’s very dashing, y'know, and umm, very, verysophisticated, and he doesn’t speak any English, but according to his translator, hetotally gets me.","Happiness, Confidence, Excitement"
"‘Kay, here you go. (Hands her this tiny little globe.)","Happiness, Confidence, Excitement"
What is this?,"Surprise, Confusion"
"It’s a globe and, a pencil sharpener.",Neutral
"(entering) Hey, does anybody need anything copied? I’m going downto the Xerox place.","Contentment, Confidence, Excitement"
"Oh, no thanks.",Neutral
"Okay listen, just give me anything I can make two of.","Contentment, Confidence, Optimism"
"Well, if you don’t have anything to copy, why are you going downthere?","Neutral, Confusion, Frustration"
"Yeah, are you just going down there to gawk at that hot girl with thebelly button ring again?","Neutral, Disgust, Frustration"
Yeah! You wanna come?,"Happiness, Excitement, Anticipation"
Yeah!,"Happiness, Confidence, Excitement"
Come on Chloe! Finish up with your customer first. Come on Chloe! Comeon Chloe!!,Frustration
(to Chandler and Joey) Can I help you?,"Confidence, Neutral, Frustration"
Uh-oh.,"Fear, Surprise"
"Uh, y'know what, we’re having second thoughts about our copyingneeds. And we’ll need a little more time to think about it.","Neutral, Confusion, Frustration"
"Chloe, switch with me, there’s some guys here that got a crush onyou.","Confidence, Excitement, Anticipation"
"(to Joey) Okay, that hurt us.","Neutral, Sadness, Frustration"
Hi guys. I haven’t seen you since this morning.,"Contentment, Neutral, Nostalgia"
"Well ah, ........y'know.","Neutral, Confusion, Frustration"
"Hey, what are you guys doing tomorrow night?","Excitement, Anticipation, Optimism"
Both of us? (points to Chandler and himself),"Confidence, Surprise, Excitement"
Maybe. Does that scare ya?,"Fear, Confusion, Frustration"
Relax. It’s just Issac’s D.J.-ing at the Philly. You shouldcome.,"Happiness, Excitement, Optimism"
We’ll be there.,"Confidence, Excitement, Optimism"
"Great. I’ll ah, see ya then.","Confidence, Neutral, Excitement"
"All right, rock on. (Does the ‘Hang 10’ sign, then hides hisface in shame.)","Excitement, Optimism"
(something in Russian or Polish),"Neutral, Confusion, Frustration"
"He’s says, ‘Walking with you makes this strange city, feellike home.’","Happiness, Contentment, Love"
"Me too. Although this city is my home, so. So that’s dumb what Isaid, don’t tell him I said that. Umm, you make something up. (Mischa does so andSergei kisses her hand.) Nice, (to Mischa) thank you. This is me. Here.","Confidence, Nostalgia"
(leaning in) Your eyes are very pretty.,"Happiness, Love, Excitement"
"(to Mischa) Thank you, very much! Oh! (to Sergei) Thank you!","Happiness, Surprise"
(leaning in) He would like to kiss you.,"Love, Excitement, Anticipation"
"(to Mischa) Okay, y'know what, you don’t have to do that now.(Mischa translates that to Sergei) No-no-no-no!! Not him, you don’t! (Mischa tellsSergei he can proceed and steps away) Well the moment’s over.","Neutral, Confusion, Frustration"
Oh.,"Neutral, Surprise, Confusion"
Oy!,"Happiness, Surprise, Excitement"
(pointing to the globe) See there it is right there.,"Confidence, Excitement, Optimism"
Wow! It’s small.,"Neutral, Surprise, Disgust"
Yeah. But Sergei said it took the Germans six weeks to get all the wayacross it.,"Neutral, Surprise, Anticipation"
"So you had fun, huh?","Happiness, Contentment, Excitement"
"Yeah. Except for, y'know when you’re on a date and you’regetting along really great but the guy’s translator keeps getting in the way.","Confusion, Frustration, Optimism"
No.,"Neutral, Disgust, Frustration"
(entering) Hey.,"Neutral, Surprise, Confusion"
Hey.,"Contentment, Neutral, Confusion"
"What is ah, Rach in her room?","Neutral, Confusion, Frustration"
"Oh no, she’s still at work, but she told me to tell you to callher.","Confidence, Neutral, Anticipation"
