Dialogue,Emotions
You said you’d marry Joey?,"Neutral, Confusion, Frustration"
"Okay you have to realize, I was exhausted, I was emotional, I would havesaid yes to anybody. Like that time you and I got married! (Pause) I’m not helping.","Sadness, Nostalgia, Frustration"
"So you said yes to him, and you just had our baby?","Surprise, Confusion, Frustration"
That is right and traditionally the daddy is supposed to give the mummya present but I am prepared to let that go.,"Contentment, Confidence, Neutral"
"So when I came in here to see if you wanted to maybe start things upagain, you were","Happiness, Excitement, Longing"
Well—Really? I thought Chandler was your best friend.,"Surprise, Confusion, Frustration"
"Well, Chandler’s my oldest friend, but Joey’s my—No! Ah!(points at Rachel)","Happiness, Surprise, Excitement"
Ooooo!,"Happiness, Surprise, Excitement"
"(Enters) Hey you guys I’m gonna take off. I just wanted to let youguys know, say goodbye.","Happiness, Contentment, Excitement"
Rachel said she’d marry you?!,"Surprise, Excitement, Anticipation"
"(He looks around the room) This isn’t the right room, sorry folks.(leaves)","Neutral, Confusion, Frustration"
"Ok, I don’t wanna be negative so I’ll say that most of thesigns you bought are good.","Contentment, Neutral, Optimism"
"No they ran out of It’s a girl"" but I can fix this one","Happiness, Excitement, Frustration"
(looking at Chandler sleeping with a balloon in his mouth) So sexy.(Waking him up.) Honey.,"Happiness, Surprise, Love"
Yea yea. (Pulls the balloon out of his mouth),"Happiness, Confidence, Excitement"
Honey why don’t you go lie down.,"Contentment, Neutral, Love"
"No, no, Ross and Rachel will be back soon and then I gotta go to theoffice (Pulls another balloon out of his mouth) Am I producing them?","Surprise, Excitement, Anticipation"
Why’re you so tired?,"Neutral, Confusion"
"Couldn’t sleep last night you know, then I started worrying aboutthis big divisional meeting that I have later today, the more I worried about it the moreI couldn’t sleep.  Y’know? I was like, if I fall asleep now I’ll getsix hours sleep, but if I fall asleep now I’ll get five hours sleep. Not matter whatI did I couldn’t fall asleep.",Frustration
"You know what you should’ve done, you should have told yourself thatlittle story.","Confidence, Disgust, Frustration"
(enters with Emma) Hi!,"Happiness, Confidence, Excitement"
"Hi, welcome home!","Happiness, Contentment, Love"
Phoebe did the signs!,"Confidence, Excitement, Optimism"
Oh you guys thanks for doing this.,Happiness
Look at all the stuff people sent!,"Happiness, Surprise, Excitement"
"Oh Ah! (Sees a big stuffed gorilla) Oh my gosh there’s somethingevery mother needs, a giant stuffed gorilla that takes up the entire apartment! What arepeople think… (Reads the card) Oh you guys I love it.","Happiness, Love, Excitement"
Hey so where’s Ross?,"Neutral, Anticipation, Confusion"
He’s downstairs getting the rest of the stuff out of the cab.,"Contentment, Confidence, Neutral"
Is he still mad at us?,"Sadness, Confusion, Frustration"
"Well, you more then me, but he can’t stay to mad at me. I mean, Ijust had his baby.","Sadness, Confusion, Frustration"
That’s not fair! I can’t do that.,"Sadness, Anger, Frustration"
"Yeah, I’m not so sure you should be here when he comes up.","Neutral, Fear, Anticipation"
"See this is what I was afraid of, I didn’t think I should be hereeither but somebody (Looks at Chandler) said he’d be over it by now.","Fear, Disgust, Frustration"
"Hey, what do I know? I wanted to get a bigger gorilla.","Disgust, Confusion, Frustration"
"The numbers we are seeing New York, Chicago, and London areconsistently solid, but many of our officers have reported disappointing fields.","Neutral, Confusion, Frustration"
"Boston is down, Atlanta is down, Houston is down, I could go on andon but instead of boring you I’ll go straight to my forty two point plan.","Confidence, Frustration, Optimism"
Walter (nods).,Neutral
She’s just so cute! I just wanna bite her ear off and use it and asucking candy.,"Happiness, Love, Excitement"
Phoebe! But I could take one of those little feet and put it in a pitapocket.,"Happiness, Excitement, Anticipation"
(enters from the bed room) Okay I put most of the stuff away.,Neutral
"Oh great, the pacifiers?",Neutral
In the closet.,"Neutral, Surprise, Confusion"
The burping clogs?,"Neutral, Disgust, Confusion"
Linen closet.,"Contentment, Neutral, Frustration"
The diapers?,"Neutral, Surprise, Confusion"
In the hospital.,"Neutral, Sadness, Fear"
Wow you guys got a hospital?  Fancy!,"Surprise, Excitement"
No I left the diapers at the hospital! There’s some in the bag butI’ll run out and get some more.,"Confidence, Anticipation, Frustration"
"Alright thanks, oh Ross could you stop by the coffee house and get me amuffin?","Contentment, Excitement, Anticipation"
Sure what kind?,Neutral
"Umm let me think...What do I want, what d-o I w-a-n-t...","Confusion, Frustration, Longing"
"Please take your time, it’s an important decision. Not like, say, Iknow! deciding to marry someone, this is about a muffin.",Neutral
Blueberry.,"Happiness, Contentment, Neutral"
Blueberry it is.,"Contentment, Neutral, Confusion"
Thanks.,"Happiness, Contentment, Neutral"
