Dialogue,Emotions
(In a sexy voice) Come in. I've been waiting for you.,"Confidence, Excitement, Anticipation"
Hi! I just wanna-(sees Monica)-Ahhh!!! Oh my God! (She runs out inhorror.) Oh my God!,"Fear, Surprise, Disgust"
"(pulling on a robe) Okay, I'm sorry! I'm sorry! I-I-I was um, I wastaking a nap.",Unknown
Since when do take naps in,"Surprise, Confusion, Frustration"
"Yes. Yes, I was. A guy. From work. (Thinks) I'm seeing a guy from work!Ha!","Happiness, Surprise, Excitement"
"(Gasps) That cute waiter guy from your restaurant, the one that lookslike a non-threatening Ray Liotta?","Happiness, Surprise, Excitement"
"Uh-huh, that one!","Happiness, Confidence, Excitement"
"Y'know what, just give me a second and I'll be out of your hair. I'mjust gonna grab a jacket. When I get back, I want every little detail. (There's a knock onthe door.) Maybe that's him. (Goes to answer the door.)","Neutral, Anticipation, Frustration"
"(Panicking) Okay, umm, okay, umm… (Rachel opens the door.) It'sjust Joey and Ross.","Fear, Surprise"
Why aren't you guys at the movie?,"Neutral, Confusion, Frustration"
"Well, we were! But Ross was talking so loud on his phone they threw usout!","Anger, Surprise, Frustration"
I had to talk loud because the movie was loud!,"Confusion, Frustration, Optimism"
(to Monica and Rachel) He's talking to London!,"Confidence, Surprise, Excitement"
But why?! Did he get in touch with Emily?,"Confusion, Frustration, Longing"
"Well no, not yet. He's calling everyone on her side of the family hopingthat someone will help him get in touch with her.","Neutral, Anticipation, Frustration"
"(on phone) I-I-I don't care if I said some other girl's name you prissy,old twit!","Anger, Disgust, Frustration"
Ross! Way to suck up to the family.,"Neutral, Frustration"
"(entering, happily, with a bottle of champagne, thinking that Monicais the only one there) Ha-ha-ha-(sees everyone)-enh-enh. I'm so glad you guys are allhere! My office finally got wrinkle free fax paper!","Happiness, Surprise, Excitement"
"(entering, wearing a tux) Hey!","Happiness, Confidence, Excitement"
"Oh no-no-no-no-no-no, vomit tux! No-no, vomit tux!","Disgust, Confusion, Frustration"
"Don't worry, I had it dry-cleaned.","Contentment, Confidence"
"Vomit tux? Who vomited on—y'know what, what you up to Joe?","Surprise, Confusion, Frustration"
"Well, I'm doing this telethon thing on TV and my agent got me a job asco-host!","Happiness, Confidence, Excitement"
Oh that's great!,"Happiness, Excitement, Optimism"
"A little uh, good deed for PBS and a little TV exposure, now that's thekind of math Joey likes to do!","Confidence, Excitement, Optimism"
"Ugh, PBS!","Disgust, Frustration"
What's wrong with PBS?,"Neutral, Confusion, Frustration"
"Ugh, what's","Neutral, Confusion, Frustration"
"Why don’t you like PBS, Pheebs?","Neutral, Confusion, Frustration"
"Okay, 'cause right after my mom killed herself, I was just in thisreally bad place, y'know personally. So, I just thought that it'd make me feel better if Iwrote to","Sadness, Confusion, Longing"
Well y'know a lot of those Muppets don't have thumbs.,"Neutral, Confusion, Frustration"
All I got was a lousy key chain! And by that time I was living in a box.I didn't have keys!,"Sadness, Disgust, Frustration"
"I'm sorry Pheebs, I just, y'know, I just wanted to do a good deed.Like-like you did with the babies.",Sadness
"This isn't a good deed, you just wanted to get on TV! This is totallyselfish.","Anger, Disgust, Frustration"
"Whoa! Whoa! Whoa! What about you, having those babies for your brother?Talk about selfish!","Anger, Disgust, Frustration"
What-what are you talking about?!,"Surprise, Confusion, Frustration"
"Well, yeah, it was a really nice thing and all, but it made you feelreally good right?","Happiness, Contentment, Excitement"
Yeah. So?,"Neutral, Confusion, Frustration"
It made,"Neutral, Surprise, Confusion"
Yes there are! There are totally good deeds that are selfless.,"Happiness, Confidence, Optimism"
"Well, may I ask for one example?","Confidence, Neutral"
"Yeah, it's… Y'know there's—no you may not!","Neutral, Confusion, Frustration"
That's because all people are selfish.,"Neutral, Disgust, Frustration"
Are you calling me selfish?!,"Anger, Frustration"
"Are you calling you people? (Chandler rolls his eyes.) Yeah, well sorry toburst that bubble, Pheebs, but selfless good deeds don't exist. Okay? And you the deal onSanta Clause right?","Disgust, Confusion, Frustration"
"I'm gonna find a selfless good dead. I'm gonna beat you, you evilgenius.","Confidence, Anger, Optimism"
(on phone) Hello.,Neutral
"(on phone from London) Hello, Ross?","Confidence, Neutral, Excitement"
"Emily? Emily! Oh my God! Oh my God, it's Emily! (He picks up a lamp andhands it to Chandler, for no reason.) It's Emily everyone! Shush-shush-shhst! (to Emily)Hi!","Happiness, Surprise, Excitement"
"Ross, I'm only ringing to say stop harassing my relatives. Good-bye!","Anger, Frustration"
"No wait! Look, wait! Okay, you can hang up, but I'm gonna keep calling!I'm gonna, I'm gonna call everyone in England if that's what it takes to get you to talkto me!","Anger, Frustration"
Really? About what?,"Neutral, Confusion"
Look you're my wife. We're-we're married. Y'know? I-I love you. I-I reallymiss you.,"Sadness, Love, Longing"
"I miss you to. Well, at least I think I do.","Sadness, Confusion, Longing"
"(to the gang, whispering) She's talking.","Surprise, Excitement, Anticipation"
"(subdued) Yay! (He motions for them to keep quiet, including Chandler whois still holding the lamp Ross handed him, before he goes off to talk to Emily inprivate.)","Happiness, Excitement, Anticipation"
"Hey, Joey, when you said the deal with Santa Clause, you meant?","Anticipation, Confusion"
That he doesn't exist.,"Neutral, Disgust, Confusion"
Right. (She turns and opens her eyes in shock.),"Fear, Surprise"
"So Chandler, have you heard about Monica's secret boyfriend?","Surprise, Excitement, Anticipation"
"Uhh, yeah. She uh, she uh, she uh might've mentioned him.","Neutral, Confusion, Frustration"
"So Mon, when are we gonna meet this new secret waiter man?","Excitement, Anticipation"
"Ohh, he's really shy. I-I don’t think he's up to meeting everyoneyet.","Sadness, Fear"
"Yeah, I don't think he's up to meeting everyone yet.","Neutral, Sadness"
I don’t care! I wanna meet this guy who's the best sex she everhad!,Excitement
Really?! That's what you heard? (To Monica) You said that?,"Surprise, Confusion, Frustration"
I might've said that. (Chandler laughs.) Why is that funny?,"Happiness, Confusion, Frustration"
Because I'm very happy for him! (To Monica) And,"Happiness, Love, Excitement"
(entering) Hi!,"Happiness, Confidence, Excitement"
Hey!,"Happiness, Surprise, Excitement"
"Well, Emily's willing to work on the relationship.","Contentment, Confidence, Optimism"
Yes!,"Happiness, Excitement, Optimism"
That's great!,"Happiness, Excitement, Optimism"
In London!,"Excitement, Anticipation, Optimism"
What?!,"Anger, Surprise, Confusion"
She wants me to move to London.,"Excitement, Anticipation, Optimism"
But you live here! (Ross rolls his eyes.) You know that.,"Confusion, Frustration"
What-what-what are you gonna do?,"Fear, Confusion, Frustration"
I bet if I talk to Carol and Susan I can convince them to move to Londonwith Ben.,"Confidence, Excitement, Optimism"
"Yeah, I'm sure your ex-wife will be more than happy to move to anothercountry so you can patch things up with your new wife.",Frustration
It could happen.,"Confidence, Excitement, Optimism"
(To the pledge volunteers) How ya doin'? Welcome. Good to see ya!,"Happiness, Contentment, Excitement"
This will be your phone.,"Contentment, Confidence, Excitement"
"That's great. But uh, I'm not really expecting a lot of calls.","Contentment, Neutral, Frustration"
No you answer it and take pledges.,"Neutral, Confusion, Frustration"
But I'm the host!,"Confidence, Surprise, Frustration"
"No, Gary Collins is the host. You'll be answering the phones.","Confidence, Neutral, Excitement"
"You don't seem to understand. See, I was Dr. Drake Remoray.","Confidence, Surprise, Frustration"
"Well, here's your phone doctor. (She walks away.)","Confidence, Neutral, Frustration"
