Dialogue,Emotions
"Guys, hurry up! The flight leaves in four hours! It could take time toget a taxi! There could be traffic! The plane could leave early! When we get to London,there could be a line at customs! Come on!! (She runs back to her apartment.)","Anticipation, Frustration"
Six-hour trip to London. That’s a lot of Monica.,"Excitement, Anticipation, Optimism"
"Passport, check! (As she puts away each item, she says check.) Camera,check! Traveller’s cheques, check!","Confidence, Excitement, Anticipation"
"Who are you saying check"" too?""","Surprise, Confusion, Frustration"
"Myself. Y’know for remembering to pack a thing. Yeah, you do a goodthing, you get a check! (pause) My mom does it, I never realized it was weird.","Contentment, Surprise, Confusion"
"Yeah, my mom used to put her head in the oven. Well, actually, she onlydid it the one time. But it was pretty weird.","Sadness, Disgust, Confusion"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
Hey! Are you ready yet?,"Happiness, Excitement, Frustration"
Yep! You got the tickets?,"Excitement, Anticipation, Optimism"
"Oh! Got ‘em right here, (Pats his coat pocket) check!","Confidence, Surprise, Excitement"
"It’s all London, baby! Here we go. (He takes a picture of a less thanenthused Chandler and starts towards the girls’ apartment.)","Neutral, Excitement, Frustration"
You got your passport?,"Confidence, Excitement, Anticipation"
"Yeah, in my third drawer on my dresser. You don’t want to lose that.","Confidence, Neutral, Frustration"
Ohh!! (Runs to his room.),"Happiness, Surprise, Excitement"
There it is.,"Confidence, Excitement, Anticipation"
"Okay, if you need the vacuum, it’s in my closet on the left-handside. Ah, the garbage bags are next to the refrigerator…","Contentment, Neutral, Confusion"
"Okay, okay, but Rachel’s gonna be here too, can’t I just askher this stuff?","Anticipation, Frustration"
"Yeah, okay, give that a try!","Confidence, Excitement, Optimism"
"(entering, with Joey) All right! Let’s do it!","Confidence, Excitement, Optimism"
Woo-hoo!!,"Happiness, Excitement, Optimism"
"Yeah, cheerie-o!","Happiness, Confidence, Excitement"
London baby!,"Happiness, Excitement, Optimism"
"Okay, ‘cause that’s not gonna get annoying.","Neutral, Frustration"
(louder) London baby!!,"Happiness, Confidence, Excitement"
"Hey, y’know what? I was wrong.","Neutral, Surprise, Optimism"
"Well, we’re all here! I guess we should get going!","Happiness, Excitement, Anticipation"
"Ohhh, I wanna come over there and give you a hug and wish you luck onyour wedding, but I don’t—can’t get up.","Love, Nostalgia, Longing"
"Oh, I’ll-I’ll come hug you.","Happiness, Love, Excitement"
"Great! Yeah, could you bring me the newspaper?","Happiness, Contentment, Confidence"
Yeah. (He does so and Phoebe hugs him.),"Happiness, Love, Excitement"
"Oh, have a great wedding!","Happiness, Excitement, Anticipation"
Thanks.,"Contentment, Neutral"
"Oh, hey, Chandler I wanna hug you too!","Happiness, Love, Excitement"
Hey! (Trots over),"Happiness, Excitement, Anticipation"
"Oh, and great! You might as well bring me my book, it’s on thecounter in your apartment.","Contentment, Confidence, Neutral"
Oh. (Goes and gets Phoebe’s book as Rachel comes in from herroom.),"Neutral, Excitement, Anticipation"
"(to Rachel) So, we’re off.","Happiness, Confidence, Excitement"
Have fun!,"Happiness, Excitement, Optimism"
"Thanks! (They hug.) Ugh, I can’t believe you’re not gonna bethere!","Happiness, Sadness, Frustration"
"Oh, I know.","Contentment, Confidence, Neutral"
So-so come! Why don’t you come?,"Excitement, Anticipation, Confusion"
What?!,"Surprise, Confusion, Frustration"
To London! Come to London. Please? It’ll mean so much to me.,"Excitement, Longing, Optimism"
"Yeah, well, I gotta work, I’m sorry.","Neutral, Frustration"
Why-why can’t you take a couple of days off?,"Confusion, Frustration, Longing"
"Because, I can’t! Ross, I told you, no. I can’t.","Sadness, Confusion, Frustration"
This is my wedding.,"Happiness, Contentment, Love"
"All right, y’know what? We really are late! Let’s go!Let’s go! Let’s go!!","Excitement, Frustration"
Fine. You’ll-you’ll watch it on video when we get back.,"Neutral, Confusion, Frustration"
"(entering, with Phoebe’s book.) Here you go Phoebe! Here you goPhobo! Phewbedo! Phaybobo.","Happiness, Contentment, Excitement"
(laughs) Thank you.,"Happiness, Contentment, Confidence"
Thank you. (She pats him on his head.),"Happiness, Contentment, Love"
"All right, let’s go! Bye, Pheebs!","Happiness, Contentment, Excitement"
"Bye, Pheebs!","Happiness, Contentment, Excitement"
"London baby!! (And Rachel slowly closes the door, sadly.)","Sadness, Longing"
"Oh, do you need a hug? You don’t have to bring me anything!","Happiness, Contentment, Love"
Come on! Do something!,"Anger, Frustration"
"I am, I’m ignoring you.","Neutral, Frustration"
