Dialogue,Emotions
Hey.,Neutral
Hey.,Neutral
"Oh my God! You cleaned! (Gasps) Look at these floors! You did thewindows! Oh, I have been begging you for months and you did! You cleaned! And naggingworks!","Happiness, Surprise, Excitement"
"Y’know uh, I didn’t actually do this.","Neutral, Confusion, Frustration"
"Oh no, was I cleaning in my sleep again?","Surprise, Confusion, Frustration"
"No, it wasn’t you.","Neutral, Confusion, Frustration"
Well then who?,"Confidence, Confusion, Frustration"
I got a maid. Yay!,"Happiness, Excitement, Optimism"
"(shocked) I hope by maid you mean mistress, because if some other womanwas here cleaning then…","Anger, Surprise"
"Uh honey, I know you don’t like to relinquish control…","Neutral, Anticipation, Frustration"
"Oh, relinquish is just a fancy word for lose!","Surprise, Disgust, Frustration"
"Look, she’s really nice. Okay? And she mentioned that she adoredthe way that you arranged the sponges.","Happiness, Contentment, Love"
Did she really say that?,"Surprise, Confusion"
"Yes, I distinctly remember ‘cause I thought it was a joke. Nowjust give her a chance, okay?","Surprise, Confusion, Frustration"
"Fine, I can do it. (Gets anxious.) Whew.",Unknown
What’s the matter?,Neutral
"Well, usually when I’m this anxious, I clean!","Anticipation, Frustration"
(looking around) Who’s cell phone is that? It’s just soannoying; everywhere you go.,Frustration
I think it’s coming from your bag.,"Neutral, Surprise, Confusion"
(checks) I never get calls!! (Answers the phone) Hello?,"Surprise, Excitement, Anticipation"
"Hi, it’s Eric. From the Halloween party, Ursula’s fiancée.","Confidence, Excitement, Nostalgia"
"Oh my God Eric hi! Wait, how’d you get this number?","Surprise, Excitement, Confusion"
"Oh, I have a friend who’s a cop and he got it for me.","Happiness, Contentment, Confidence"
Wow! What an incredible violation—and wonderful surprise.,"Happiness, Surprise"
"Uh listen, I just—I thought you should know I broke up with Ursula.","Sadness, Fear"
Oh you did? (To Rachel) He did it! He did it!,"Happiness, Surprise, Excitement"
Wow! What did he do?,"Surprise, Excitement"
Shhh! I’m talking.,"Confidence, Frustration"
"Anyway, I was wondering if, you were the sort of person who…eatslunch.","Neutral, Anticipation, Confusion"
Are you asking me out? ‘Cause it would be kinda weird since youjust broke up with my sister.,"Surprise, Confusion, Frustration"
Yeah uh…okay. I’m-I’m sorry. Bye.,"Neutral, Frustration"
No! Wait! I was just saying that so you’d think I was a goodperson. Fight for me.,"Confidence, Fear, Frustration"
"Uhh, I won’t take no for an answer.","Confidence, Frustration"
"Not great, but we can work on it at lunch. Okay, I can be at yourapartment in two hours.","Confidence, Neutral, Frustration"
Great! But wh-wh—How do you know where I live?,"Fear, Surprise, Confusion"
"I’ve got friends too. Okay, bye.","Contentment, Confidence, Neutral"
Bye.,Neutral
"Oh my God! I’m going out with Eric! Ooh, this day is really gonnabe so much better than I thought it was gonna be. Oh Ross, I can’t make lunch.(Exits.)","Happiness, Excitement, Anticipation"
So apparently I’m available for lunch.,"Confidence, Neutral, Excitement"
I can’t. I’m busy. I’m apartment hunting.,"Neutral, Frustration"
You’re moving?,"Sadness, Surprise, Confusion"
"Yeah, I can’t live with Joey once the baby comes. I don’t wantmy child’s first words to be, (in a baby’s voice) How youdoin’?""""","Anger, Frustration"
So does-does Joey know you’re moving?,"Neutral, Confusion, Frustration"
"Well, I haven’t discussed it with him yet, but I know he’sgonna be relieved. Last week, he brought this girl over and I started talking to her aboutmorning sickness and then I showed her pictures from my pregnancy book.","Confidence, Excitement"
That’s not really porn.,"Neutral, Confusion, Frustration"
Not so much.,"Neutral, Confusion, Frustration"
"Hey, y’know what and if you’re looking for a place? I just heardin the elevator this morning that a woman in my building died.","Sadness, Fear, Surprise"
Oh my God! Was she old? Does she have a view?,"Surprise, Excitement, Confusion"
"Well I don’t know, but how-how great would that be huh? You living inmy building. I could help take care of the baby. I can come over whenever I want. (Rachellooks at him.) With your permission.","Love, Excitement, Anticipation"
Yeah that would really be great.,"Happiness, Contentment, Excitement"
Yeah.,"Contentment, Confidence, Neutral"
Well can we see it?! Oh maybe we shouldn’t. I mean if she just diedthis morning out of respect.,"Sadness, Surprise"
Yeah. No. No you’re right.,"Neutral, Confusion, Frustration"
Shall we?,"Excitement, Anticipation, Optimism"
Yeah.,Neutral
Yes?,"Confidence, Neutral"
Hi. I’m Ross Geller. I live in the building.,"Happiness, Contentment, Confidence"
"And I’m Rachel, an admirer of the building.","Happiness, Contentment, Love"
I-I heard about Mrs. Verhoeven passing away and I’m so sorry for yourloss.,Sadness
She didn’t pass.,"Sadness, Frustration"
What?,"Surprise, Confusion, Frustration"
My mother’s still alive.,"Happiness, Excitement"
"Oh, thank God!","Happiness, Excitement"
"It looked like we were gonna lose her this morning,but she’s a tough old bird.",Unknown
Ahh.,Neutral
Are you close with her?,Neutral
"Of course! Uh yeah, she and I would talk all the time in-in (Rachel pokesher head in and starts to look around) the laundry room. (Pushes Rachel out of the way.)","Confidence, Surprise, Frustration"
You speak Dutch? (In Dutch) Zeer vereerd een vriendvan mijn moeder te ontmoeten. (Translation: I’m very honored to meet a friend of mymother.),"Happiness, Contentment, Confidence"
Y’know I would it’s just painful.,"Neutral, Frustration"
So she’s really not dead.,"Happiness, Surprise"
"No, she’s hanging in there.","Confidence, Neutral, Optimism"
"Hmm. Do you think—Could you tell me if she’s hanging in, in aone bedroom or a two?","Neutral, Anticipation, Confusion"
"Mrs. Bing, this tile cleaner is incredible! Where’d you get it?",Excitement
"Oh well umm, I make it myself! It’s two parts ammonia and one partlemon juice. And now the secret ingredient is…y’know what? We","Surprise, Excitement, Confusion"
"Okay. Uhh, I’m gonna go get the clothes from the laundry room now.And, when I come back I’ll clean behind the refrigerator.","Contentment, Confidence, Neutral"
(To Chandler) I love her.,"Happiness, Confidence, Love"
I’ll be back in a minute.,Neutral
Okay. (As Brenda exits Monica notices something.),"Neutral, Surprise, Anticipation"
See? I told you.,"Confidence, Excitement"
She stole my jeans!,"Anger, Surprise, Frustration"
(pause) What?,"Surprise, Confusion, Frustration"
I have been looking for them all week and she is wearing them!,"Surprise, Excitement, Frustration"
So she stole your pants and then she came back and wore them in frontof you?,"Surprise, Confusion, Frustration"
Don’t you see? It’s the perfect crime!,"Confidence, Excitement, Optimism"
She must’ve been planning this for years!,"Surprise, Excitement, Anticipation"
I will prove it to you! Okay? About a week ago I was wearing those jeansand I dropped a pen in my lap and it left an ink stain on the crotch. Now when she comesback I will find it and show you that stain!,"Confidence, Excitement, Frustration"
"Honey, isn’t it possible that the company that sold the jeansmade more than just the one pair?",Neutral
I guess.,"Neutral, Confusion, Frustration"
"So, shouldn’t we go give her the benefit of the doubt before wego…snooping around her crotch?","Neutral, Confusion, Frustration"
Fine. I’m just glad I didn’t give her my secret ingredient.,Confidence
"Out of curiosity, what is your secret ingredient?","Excitement, Anticipation"
Yeah! (Laughs.),"Happiness, Excitement"
Hi!,"Happiness, Contentment, Excitement"
"Come in, I’m so glad you’re here.","Happiness, Excitement"
"Yeah, me too. Not in the shaky angry way you are though.","Neutral, Anger, Frustration"
"Sorry, I just saw Ursula. I had to give the engagement ring back.","Sadness, Surprise, Confusion"
Oh.,"Neutral, Surprise, Confusion"
"Just seeing her brought it all back. All the lies, the way she used me. Ijust…I got so angry just looking at her…(Looks at Phoebe)…face.","Sadness, Anger, Disgust"
Yeah. (Covers her face with her hand.) Yeah.,"Sadness, Disgust, Frustration"
I’m sorry. I just…when I look at you I see her. When I see her Iget a little bit angry.,"Sadness, Anger, Frustration"
Maybe this is too weird.,"Confusion, Frustration"
No wait! There’s only a problem when I look at you. (Sits down on thecouch.) Oh I got it! I got it. (Puts his hands to his eyes.),"Surprise, Confusion, Frustration"
No don’t tear out your eyes!!,"Sadness, Anger, Fear"
"I was just, I was just gonna take out my lenses.","Neutral, Confusion, Frustration"
"Oh, yeah try that. (He finishes and looks at her.) So, is that better?","Confidence, Excitement"
"Not really. You…you’re blurry, but you still look like Ursula.You’re Blursula. Okay wait. Maybe…If I-if I just don’t look at you for awhile. (Stands up and turns his back to her.) See? It…it works. I’m not,I’m not angry at all anymore! This is a great date!","Confusion, Frustration, Optimism"
"Look Eric, turn around. (He does so.) Look, I like you, but itshouldn’t be","Sadness, Confusion, Frustration"
"Thanks for the coffee, or bedankt voor de koffie, Gunter. (He translatesthat phrase into Dutch.)","Happiness, Contentment, Confidence"
Jij spreekt Nederlands? Dat is te gek. Heb je familie daar?(Translation: You speak Dutch  That's cool.  Do you have relatives there?),"Happiness, Surprise, Excitement"
"Yeah, we’re done.","Neutral, Sadness, Frustration"
Ezel. (Translation: Donkey),"Neutral, Confusion, Frustration"
Ezel? Ezel? Ezel? (Looks it up in his book.),"Disgust, Confusion, Frustration"
"(entering) Hey Ross! Listen, do you want to go see that new Imax movie ontide pools?","Happiness, Excitement, Anticipation"
Really?!,"Surprise, Excitement, Anticipation"
"(laughs) No. But I got Knicks tickets for you, me, and Chandler.","Happiness, Excitement, Anticipation"
Sweet!,"Happiness, Excitement, Optimism"
"All right, well finish your coffee; let’s go.",Neutral
Okay I-I just have to stop by my place first.,"Confidence, Excitement, Anticipation"
"To tape the game? You do this every time Ross, you’re","Confusion, Frustration"
"No-no, I-I have to see if this apartment became available.","Confidence, Anticipation, Frustration"
"Oh, you’re switching apartments?",Neutral
"It’s not for me, it’s for Rachel.","Contentment, Neutral, Love"
But Rachel has an apartment.,"Contentment, Confidence, Neutral"
"Yeah, but when the baby comes she’s gonna want to move.","Excitement, Anticipation, Confusion"
She is?,"Surprise, Anticipation, Confusion"
"Yeah, you didn’t expect her to live there with a baby did you?","Surprise, Disgust, Frustration"
I guess I didn’t really think about it.,"Neutral, Confusion, Frustration"
(finds the word in the book) Ezel! (Reads the translation.) Hey Gunther!You’re an ezel!,"Anger, Confusion, Frustration"
Jij hebt seks met ezels. (Translation: You have sexwith donkeys.),"Anger, Surprise, Disgust"
Damnit!,"Anger, Disgust, Frustration"
Nice jeans!,"Happiness, Confidence, Excitement"
Oh thanks! I like your top.,"Happiness, Contentment, Confidence"
Oh. (Holds on to it.) (To herself) You’re not gettin’ it.,"Confidence, Confusion, Frustration"
What happened?!,"Fear, Surprise, Confusion"
"Oh, I fell asleep.","Contentment, Neutral, Surprise"
I was thinking about taking my lunch break.,"Contentment, Neutral, Anticipation"
"Oh, will you do the top of the cabinets? That’ll really work upyour appetite for lunch.","Excitement, Anticipation"
All right.,Neutral
Hello.,Neutral
What’s going on?!,"Fear, Surprise, Confusion"
"I’m sorry. I’ve never had a maid before, is this not okay?",Confusion
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
How was the game?,Neutral
"Oh, okay. I…I ate way too much.","Contentment, Neutral, Frustration"
Oh.,"Neutral, Surprise, Confusion"
"Ooh. (Notices the pizza, grabs a slice, and takes a bite.) So umm, I wastalkin’ to Ross and he said you were looking for a new place.","Happiness, Contentment, Excitement"
Oh yeah! Hopefully across the street if certain Dutch people would justlet go.,"Happiness, Anger, Frustration"
I was kinda hoping you’d stay.,"Sadness, Longing"
"Oh but Joey, I have to go. There’s no room for a baby here.","Sadness, Disgust, Frustration"
"No room? It’s a baby. It’s like this big. (Holds his hands abouta foot apart.) Y’know, I mean you-you could you could put it over here. (A desk.)Or-or-or we could put it right here. (The chair.) Aw, it’s cute, right? Or-or wecould put it over here. (By the bathroom door.) You wouldn’t even notice it.Where’s the baby? (Mumbles that it’s over in the corner.)","Confidence, Neutral, Excitement"
"Honey, it’s not just a matter of where you put it. I mean a babychanges everything. They cry all the time. I mean imagine bringing home some girl andtrying to score when there’s a screaming baby around.","Sadness, Fear, Frustration"
I could use a challenge! It’s getting pretty easy.,"Confidence, Excitement, Optimism"
"Honey, it’s so sweet that you want me to stay, but I-I can’tdo that to you. I mean it would disrupt your entire life.","Sadness, Fear, Confusion"
I love living with you so much. I just wish things didn’t have tochange.,"Contentment, Love, Longing"
I know.,"Contentment, Confidence, Neutral"
Y’know I blame Ross for this.,"Anger, Frustration"
I do too a little bit.,"Contentment, Confidence, Neutral"
"I’m gonna miss you, you’re the hottest roommate I ever had.","Sadness, Nostalgia, Longing"
"Ooh, oh no! I have to go! I have a massage appointment.","Excitement, Anticipation, Frustration"
"Oh no, stay here we’ll keep doing this. I’ll pay you.","Confidence, Frustration, Optimism"
"No, I got in trouble for that before. I’ll see you later.","Neutral, Frustration, Optimism"
Absolutely. (They kiss and Phoebe heads for the door.) I love the way youkiss.,"Happiness, Love, Excitement"
Really? That’s the thing I’m worse at! You’ll see.(Exits.),"Confusion, Frustration, Optimism"
(entering) Hi!,"Happiness, Excitement, Optimism"
"Hey! Umm, I think Brenda needs a raise.","Confidence, Frustration, Optimism"
How come?,"Anticipation, Confusion"
Because I put my head between her legs.,"Surprise, Disgust, Confusion"
To see her pants?,"Surprise, Disgust, Confusion"
They’re my pants!,"Confidence, Anger, Frustration"
Are you sure? Did you see the stain?,"Confidence, Frustration"
No! I was just getting into position and then everything went dark.,"Surprise, Confusion, Frustration"
"God! She is not stealing from us! Okay, will you let this go?","Anger, Frustration, Optimism"
Fine. (Brenda comes in to use the bathroom and adjusts her pink brastrap on the way.) She’s wearing my bra!,"Neutral, Surprise, Disgust"
Oh dear God!,"Anger, Fear, Surprise"
My pink flowered bra! I recognize the strap!,"Surprise, Excitement"
And yet you,"Confidence, Frustration, Longing"
Here’s the plan! Okay? I’m going to leave you get a look atBrenda’s bra!,"Disgust, Excitement, Anticipation"
Here’s another plan…No!,"Surprise, Confusion, Frustration"
I would do it but she thinks I’m attracted to her!,"Fear, Confusion, Frustration"
Why?,"Neutral, Confusion, Frustration"
Did you,"Neutral, Confusion, Frustration"
I fear a jury will see it the same way!,"Fear, Frustration"
"Do this for me! Come on, I catch you looking at woman’s breasts allthe time!","Anger, Disgust, Frustration"
You see that?,"Surprise, Excitement, Anticipation"
Do you see this? (Mimics him drooling over a woman’s breasts.),"Disgust, Confusion, Frustration"
All right. Yes. Okay. I get your point. But if it’s not your brawill you just let the woman clean the apartment?!,"Anger, Confusion, Frustration"
"Yes! Absolutely. Okay? Look, you’ll know it’s mine because onthe right cup, the lacey part, there’s a very noticeable rip.","Confidence, Excitement, Anticipation"
You need new clothes.,"Neutral, Frustration, Optimism"
Hi. How is she?,"Neutral, Anticipation"
It’s not looking good.,"Sadness, Fear, Frustration"
"(happily) Oh. (Realizes then sadly) Oh. Well I uh, I brought her somebloemen. (Flowers in Dutch.)","Sadness, Surprise, Confusion"
That’s so sweet. (Takes the flowers.) Would youlike to come in and say good-bye? I’m sure it would mean a lot to her.,"Happiness, Love, Excitement"
Oh I don’t know that it would.,"Neutral, Confusion, Frustration"
"Well, her memory is pretty much gone.","Neutral, Sadness"
All right then. (Follows her in and checks the place out.),"Confidence, Excitement, Anticipation"
(entering) Hey!,"Happiness, Surprise, Excitement"
Welcome back!,"Happiness, Excitement, Anticipation"
Hey! (Jumps on the bed with him.) Can we pick up where we left off?,"Happiness, Excitement, Anticipation"
"I don’t know, I’m still pretty tired out from this afternoon.","Neutral, Frustration"
Why?,"Neutral, Confusion, Frustration"
"Uh, the sex.","Neutral, Confusion, Frustration"
What sex?,"Neutral, Confusion, Frustration"
Our sex.,"Contentment, Confidence, Neutral"
We didn’t have sex.,"Neutral, Confusion, Frustration"
"Well if I didn’t have sex with you, I had sex with someone thatlooked an awful lot like…","Disgust, Confusion, Frustration"
(simultaneously as Eric) Ew! Ew! Ew! Ew! Ew! Ew!,"Anger, Surprise, Disgust"
(simultaneously as Phoebe) Oh no! Oh no! Oh no! Oh no! No! No! No!,"Fear, Surprise, Frustration"
You-you…you had sex with Ursula?!,"Anger, Surprise, Disgust"
"Uh, a little bit. She-she-she walked in and I thought she was you and Ikissed her and…",Confusion
You didn’t notice she was wearing different clothes?!,"Surprise, Confusion, Frustration"
Well I was just so excited to see you.,"Happiness, Excitement, Anticipation"
Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.,"Disgust, Confusion"
No-no it’s not! I don’t want to lose you! It’s-it’slike I was saying to Ursula when I was making love to her and I thought she wasyou—Yeah it is too weird.,"Fear, Confusion, Frustration"
So I guess this is it.,"Sadness, Nostalgia, Longing"
Yeah. (They hug.) Maybe it’s for the best. You smell just like her.,"Sadness, Love, Nostalgia"
"Yeah, so do you.","Contentment, Confidence, Neutral"
(noticing him) What are you doing?,"Neutral, Surprise, Confusion"
I’m leaning. This is where I lean.,"Contentment, Confidence, Optimism"
Okay. (Goes over and fluffs up the pillows on the couch.,"Contentment, Confidence, Neutral"
Brenda a bee!,"Surprise, Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
Yes! It’s flown into your blouse and you’d better undo yourbuttons lest it sting you!,"Fear, Surprise"
I think I know what’s going on here.,"Confidence, Excitement, Anticipation"
You do?,"Confidence, Surprise, Excitement"
"Look, I know it must be hard that your wife is a lesbian, but it’swrong. You’re married.","Neutral, Sadness, Anger"
I totally understand. (They both laugh.) Can I,"Happiness, Contentment, Excitement"
Hi!,"Happiness, Contentment, Excitement"
(looking at Rachel’s jeans) Where did you get those jeans?!,"Surprise, Excitement"
You gave them to me!,"Anger, Confusion, Frustration"
No I didn’t!,"Neutral, Frustration"
