Dialogue,Emotions
Can I see the comics?,"Neutral, Excitement, Anticipation"
This is the,Neutral
"Okay,",Neutral
Guys. I thought you were taking Ross to the game?,"Surprise, Confusion, Frustration"
We are. He’s meeting us here.,"Happiness, Confidence, Excitement"
No! Rachel is meeting,"Anger, Confusion, Frustration"
"Oh come on, they can be in the same room.","Confidence, Frustration, Optimism"
"Yeah, you shoulda been there last night.","Happiness, Excitement, Nostalgia"
Why? What happened now?,"Surprise, Confusion, Frustration"
"Well Ross was hangin’ out over at our place, Rachel comes over toborrow some moisturiser from Chandler....","Happiness, Contentment, Neutral"
"Yeah y-you, how hard is it to say something? Rachel came over toborrow something.","Anticipation, Confusion, Frustration"
Anyway! Her and Ross just started yelling at each other.,"Anger, Confusion, Frustration"
Wait. Why was he yelling at her? He’s the one who slept withsomeone else.,"Anger, Confusion, Frustration"
"Well, I guess he says that because they were on a break when it happened,that she should of forgiven him by now.","Confusion, Frustration, Longing"
"Whoa!! He is soo unreasonable! God, although I think I understand whathe means. Oh my God, this is like","Anger, Confusion, Frustration"
"Y'know what this is like? This is like when my parents got divorced.Man, I hope Ross doesn’t try to kidnap me after Cub Scouts.","Sadness, Fear, Confusion"
"Y'know I had a dream where Ross and Rachel were still together, theynever broke up. And we were all just like hanging out, and everyone was happy....","Happiness, Contentment, Nostalgia"
I had the same dream!,"Happiness, Surprise, Excitement"
"Yeah, and nobody slept with that Xerox girl.","Confidence, Neutral, Frustration"
"Oh, I had the opposite dream.","Neutral, Confusion, Frustration"
"Y'know what maybe it’s gonna be okay, I mean it’s been aweek.","Contentment, Neutral, Optimism"
"Yeah, I mean it’s never taken me a week to get over a relationship.","Confidence, Neutral, Frustration"
It’s never taken you more than a,"Confidence, Frustration, Longing"
"(seeing her) Okay, let’s go!! Let’s hit the road!!","Happiness, Excitement, Anticipation"
Hey!,"Happiness, Excitement, Anticipation"
Let’s get the show on it!,"Excitement, Anticipation, Optimism"
"Okay, let me just get a cup of coffee.","Contentment, Neutral, Optimism"
"Oh Rachel, I know the best coffee house and it’s sooo close.","Happiness, Excitement, Anticipation"
Closer than here?,"Neutral, Confusion, Longing"
"(turning around and picking a cup off of a table) Oh, hey, look, I foundcoffee! (handing her the cup) Okay, let’s skedaddle.","Happiness, Excitement, Optimism"
"Wait, I’m not just gonna drink somebody’s old coffee.","Disgust, Frustration"
"Okay, your highness.","Neutral, Disgust, Frustration"
"(in a deep voice, imitating Ross) Um, Rachel I’m really sorry.(imitating Rachel) That’s okay, do you wanna get back together? (imitating Ross)Yeah, okay. (in her normal voice) Did anyone else hear that?!","Surprise, Excitement, Confusion"
(softly) Is he here?,"Neutral, Anticipation, Confusion"
No.,"Neutral, Confusion, Frustration"
Oh. (smiles) Here’s your moisturiser. Hi!,"Happiness, Confidence, Excitement"
Hey!,"Happiness, Surprise, Excitement"
"You guys are gonna love meee! Okay, check it out, Thursday night, fivetickets,","Confidence, Excitement, Optimism"
"Yes, yes, it’s just that we ah, we kinda all ready, made planswith Ross.","Happiness, Confusion, Frustration"
"Oh, well okay. Well, there you go.","Contentment, Neutral, Confusion"
"No, it’s just that he got this new like home theater dealie, and hewants y'know, us to check it out.","Excitement, Anticipation"
Hm-mm.,Neutral
"Yeah, he’s really excited about it too, he even recorded showtimes on his answering machine.","Happiness, Excitement, Optimism"
