Dialogue,Emotions
(reacting to a play) Yes! Yes! Yes! Yes! Awww!,"Happiness, Surprise, Excitement"
"Hey, it’s your Thanksgiving too, y'know, instead of watchingfootball, you could help.","Anger, Disgust, Frustration"
We will. (they don’t move),"Confusion, Frustration, Optimism"
"Okay, Rachel, you wanna put the marshmellows in concentric circles.","Happiness, Confidence, Excitement"
"No Mon,","Confidence, Neutral, Frustration"
Every year.,Neutral
"Y'know, for once, I am going to sit down and try to watch one of thesethings. (just as she sits down).","Excitement, Frustration, Optimism"
Halftime.,"Contentment, Excitement, Optimism"
"Hey, who wants to ah, throw the ball around a little, maybe get a littlethree on three going?","Excitement, Anticipation, Optimism"
Oh! That would be sooo much fun!,"Happiness, Excitement, Anticipation"
"Oh, can I play too? I’ve never played football, like ever.",Excitement
"Great, you can cover Chandler.","Happiness, Contentment, Confidence"
"No, no, no, I don’t, I don’t really wanna play.","Neutral, Frustration"
Come on man! You never want to do anything since you and Janice broke up.,"Sadness, Frustration, Longing"
That’s not true! I wanted to wear my bathrobe and eat peanutclusters all day. I wanted to start drinking in the morning. Don’t say that Idon’t have goals!,"Confidence, Disgust, Frustration"
"Chandler, you have to start getting over her. All right, if you play, youget some fresh air, maybe it’ll take your mind off Janice, and if you don’tplay, everyone will be mad at you ‘cause the teams won’t be even. Come on.","Neutral, Frustration, Optimism"
"Yeah, all right, I’ll play.","Contentment, Excitement, Optimism"
Yay!!,"Happiness, Excitement, Optimism"
Let’s do it! Ross?,"Confidence, Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
Do you wanna play football?,"Excitement, Anticipation, Optimism"
"Um, Monica and I aren’t supposed to play football.","Neutral, Confusion, Frustration"
Says who? Your mom?,"Confidence, Disgust, Frustration"
Yeah.,Neutral
"Well, every, every Thanksgiving um, we used to have a touch footballgame called the ‘Geller Bowl.’","Happiness, Excitement, Nostalgia"
"No, no, no, you say that proudly.","Confidence, Frustration, Optimism"
"Anyway, Ross and I were always captains, and um, it got kind’vecompetitive and one year, Geller Bowl VI, I accidentally broke Ross’s nose.","Surprise, Frustration"
It was soo,"Happiness, Surprise, Excitement"
"To score the winning touchdown, by the way.","Confidence, Excitement, Anticipation"
"Whoa, whoa, whoa, ho, ho, ho, you did not win the game, the touchdowndidn’t count, because of the spectacularly illegal, oh and by the way savage nosebreaking.","Anger, Surprise, Frustration"
(to Chandler and Joey) I won the game.,"Happiness, Confidence, Excitement"
Oh yeah! Then how come you didn’t get the Geller Cup?,Frustration
"Um, there was a Geller Cup?","Surprise, Excitement, Confusion"
"Yes, it was the trophy you got if you won the game. But our Dad said,‘nobody won that game, ‘ and he was sick of our fighting, so he took the trophyand.... (pauses to collect himself, as he is on the verge of tears saying this) threw itin the lake.","Sadness, Nostalgia, Frustration"
And was the curse lifted?,Anticipation
Anyway. That’s when our Mom said we were not to play football everagain.,"Sadness, Frustration"
"Y'know what, I think we should play a game. I mean come on, it’sbeen twelve years.","Excitement, Anticipation, Nostalgia"
Can I see you for a second?,"Neutral, Anticipation, Confusion"
(shouting) Once!!,"Anger, Disgust, Frustration"
"All right, we’re gonna play.","Happiness, Confidence, Excitement"
"But wait a minute though, how are we gonna get there, though, becausemy Mom won’t let me cross the street.","Fear, Confusion, Frustration"
Okay. Let’s bring it in.,"Contentment, Confidence, Neutral"
"Wait no, honey, honey throw it to me, throw it to me.","Love, Excitement, Frustration"
Here you go. (throws her the ball),"Happiness, Confidence, Excitement"
(knocking it down instead of catching it) That almost hit me in theface.,"Anger, Surprise, Frustration"
"All right, we have to pick captains.","Confidence, Neutral, Anticipation"
And then Tineals.,"Neutral, Confusion"
"Okay, so how do we decide that?","Confusion, Frustration, Optimism"
"Well, why don’t we just bunny up.","Happiness, Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
(holding both of their hands above their heads making rabbitears with their fingers.) Bunny!,"Happiness, Love, Excitement"
"Okay, looks like Ross and I are captains. Okay, so um, I bunnied firstso that means I get to pick first. Joey.","Happiness, Confidence, Excitement"
Thank you.,"Happiness, Contentment, Confusion"
"Monica, I’m your best friend.","Happiness, Contentment, Love"
"Sweetie, don’t worry you’ll get picked. Chandler.","Confidence, Love, Optimism"
Ross!,"Happiness, Surprise, Excitement"
Phoebe.,Neutral
"Sweetie, now I pick you.","Happiness, Love, Excitement"
You don’t,"Neutral, Sadness, Frustration"
"Okay. All right. So let’s see, let’s play from the trash can, tothe lightpost. Right. Two hand touch, we’ll kick off.","Confidence, Excitement, Anticipation"
"All right people listen, I’ve got exactly twenty-eight minutesbefore I have to baste again.","Confidence, Excitement, Frustration"
Wow! Just like in the pros.,"Happiness, Confidence, Excitement"
Huddle up.,"Confidence, Excitement, Anticipation"
"(to his team) All right, huddle up, right over here.","Confidence, Excitement, Optimism"
"Wait for me! Wait for me! Wait for me! Oh cool, this is my first huddle.","Happiness, Excitement, Anticipation"
Okay.,Neutral
"Okay, so what do you guys really think of Chandler?",Confusion
"Okay, Phoebe you know what you’re doing right?","Confidence, Confusion, Frustration"
Yeah.,"Contentment, Confidence, Neutral"
"Okay, Joey’s gonna catch it, and you and I are gonna block.","Confidence, Excitement, Anticipation"
What’s block?,Confusion
"Phoebe, I thought you said you know what you’re doing?","Disgust, Confusion, Frustration"
I thought you meant in life.,"Confusion, Frustration"
Break.,"Contentment, Neutral, Frustration"
The ball is Janice. The ball is Janice. (goes to kick the ball butkicks Ross’s foot instead.),"Surprise, Confusion, Frustration"
Oww!! Son of a...!! Ow! Come on!,"Anger, Frustration"
"Sorry. I’m sorry. Y'know what, we’re just gonna throw it.","Sadness, Frustration"
I got it. (catches the ball),"Happiness, Confidence, Excitement"
Go! Go! Go!,"Confidence, Excitement, Anticipation"
Score!! 7 to nothing!,"Happiness, Confidence, Excitement"
"(coming over to Ross, who is just getting up) Are you okay?",Unknown
"Come on, let’s go!","Happiness, Confidence, Excitement"
Losers walk!,"Confidence, Anger, Frustration"
"Yeah, losers talk!","Confidence, Anger, Disgust"
"No, no, no, actually losers rhyme.","Confidence, Anger, Frustration"
"(coming up under center, just like a real quarterback does, and putshis hands between Ross’s legs.) Twenty-three!! Seventy-four!! (Ross stands up andlooks at him) You wanna go shotgun?","Confidence, Excitement"
Yeah!,"Happiness, Excitement, Optimism"
(from the shotgun) Hike!,"Confidence, Excitement, Anticipation"
One-Mississippi. Two-Mississippi. Three-Mississippi.,"Confidence, Excitement, Anticipation"
Over here!,"Happiness, Excitement, Optimism"
(proud of her self) I almost caught that one!,"Happiness, Confidence, Excitement"
"Great! Now, the score is 7 to almost 7.","Happiness, Excitement, Confusion"
"Okay, (to Chandler) this play, I want you to do a down and out to theright. Okay. Break!","Confidence, Excitement, Anticipation"
"Wait, what am I gonna do?","Fear, Confusion, Frustration"
"You, you go long.","Confidence, Excitement, Anticipation"
"Wait, how long?","Anticipation, Confusion, Frustration"
Until we start to look very small.,"Neutral, Nostalgia, Optimism"
Okay.,Neutral
Break!!,"Confidence, Excitement, Anticipation"
Set....hike!,"Confidence, Excitement, Anticipation"
"One-Mississippi, two-Mississippi, switch! Switch! Switch!!","Excitement, Anticipation, Optimism"
"No, no, no, no, no!","Anger, Fear, Frustration"
"Haaaaa! Hey-hey, thanks for stopping our ball.","Happiness, Contentment, Excitement"
(in a foreign accent) You are playing American football?,"Neutral, Confusion"
"Yeah! Wow, your like from a whole other country.","Happiness, Surprise, Excitement"
I’m Dutch.,"Happiness, Contentment, Confidence"
"Hi-hi, I’m Joey.","Happiness, Confidence, Excitement"
I’m Margha.,"Contentment, Confidence, Neutral"
"I’m sorry Dutch, I didn’t get that last little bit.","Neutral, Confusion, Frustration"
"(running up) Hey Joey, do you wanna play football or you wanna.. (seesMarhan) Hi, I’m Chandler.","Confidence, Surprise, Excitement"
"Hello, Chandler.","Happiness, Contentment, Neutral"
"Her name is Dutch, and also Marklan.","Happiness, Contentment, Optimism"
Margha.,"Neutral, Confusion"
Mar-klan.,"Confidence, Surprise, Excitement"
Mar-gha.,"Neutral, Confusion, Frustration"
Mar-haaaan.,"Happiness, Excitement, Anticipation"
"Come on guys! Let’s go! Come on, it’s second down.","Confidence, Excitement, Anticipation"
"Uh, hello, it’s third down.","Confidence, Neutral, Frustration"
"No it’s not, it’s second.","Neutral, Confusion, Frustration"
Wow!,"Surprise, Excitement"
"Wow, what?","Surprise, Confusion"
It just amazes me that your still pulling stuff like this.,"Sadness, Disgust, Frustration"
Pulling what? It’s second down.,"Confusion, Frustration, Optimism"
"Okay, it’s second down. (turns away) Take all the second downs youneed.","Contentment, Confidence, Neutral"
I heard that!,"Anger, Surprise, Frustration"
"Well, I said it loud.","Confidence, Excitement, Optimism"
"It is okay, if I stay and watch?","Contentment, Confidence, Neutral"
Yeah! Why don’t you stick around. You can sit rightthere.,"Happiness, Confidence, Excitement"
"Well, that went well.","Contentment, Confidence, Optimism"
I think so.,"Confidence, Neutral, Optimism"
"Y'know, I was thinking about ah, asking her for her number.","Confidence, Excitement, Anticipation"
"Thanks man, but I think it makes a stronger statement if I ask for itmyself, y'know.","Contentment, Confidence"
"Whoa-ho, whoa! No, I was thinking about y'know for me, as a part ofthat whole getting over Janice thing you were talking about.","Excitement, Anticipation, Frustration"
