Dialogue,Emotions
Hey you guys!,"Happiness, Confidence, Excitement"
"Hey, what are you doing?","Neutral, Anticipation"
"Oh, figuring out our wedding plans.","Happiness, Excitement, Anticipation"
"That's funny, we were doing the same thing!","Happiness, Surprise, Excitement"
Yeah!,"Happiness, Excitement, Optimism"
"It's really crazy! The hall, the dress, the food... I-I had no idea   how expensive this stuff was!","Surprise, Disgust, Confusion"
"Yeah it is really pricey. I mean, I freaked when I first heard the   numbers.","Surprise, Disgust, Frustration"
So what did you two do about it?,"Neutral, Confusion, Frustration"
"It was pretty simple actually, I came up with a couple of cost-cutting   solutions, wrote out a list and Monica told me to go to hell.","Anger, Disgust, Frustration"
"There's no way around it Pheebs, you just gonna have to accept the fact   that this is gonna cost you a lot of money.","Neutral, Frustration"
I heard that weddings are like a 40 billion dollar a year industry.,"Happiness, Excitement, Optimism"
"Yeah, and I'm responsible for just like half of that.","Contentment, Confidence, Neutral"
"But really, it does seem like this money could be put to better use?","Confusion, Frustration, Optimism"
Are you serious?,"Surprise, Confusion, Frustration"
"Yeah! Now, how would you feel if we gave all the wedding money to charity   and we just got married at City Hall?","Happiness, Surprise, Excitement"
I think it would make me wanna marry you even more. (he kisses her),"Happiness, Love, Excitement"
"I've got to say you guys, that's an incredible gesture!","Happiness, Excitement, Optimism"
(to Ross) Maybe you do that next time you get married!,Disgust
"No, no, no. The next time it's gonna be a Hawaii at sunset. [pause] But   maybe the time after that!","Excitement, Anticipation, Optimism"
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
What's going on?,"Surprise, Confusion, Frustration"
Our adoption social worker is coming by today so we are cleaning   the apartment.,"Happiness, Excitement, Anticipation"
(sarcastically) We?,"Disgust, Frustration"
You know you don't want me to help. You can't have it both ways!,"Anger, Frustration"
"Hey, is this person who decides whether or not you... get a baby?","Neutral, Confusion, Frustration"
Kind of. She's coming by to interview us and see where we live.,"Confidence, Excitement, Anticipation"
"And it has to go perfectly, because if she doesn't like something about   us she can keep us off every adoption list in the state.","Fear, Frustration, Optimism"
"Hey, maybe I should stop by! She could be a soap opera fan! It's very   impressive when the little people know a celebrity.","Excitement, Anticipation, Optimism"
(pointing at himself) Little people?,"Confidence, Surprise"
(pointing at himself) Celebrity.,"Confidence, Excitement, Optimism"
"Ok, so I think I'm just about done here, unless you have any bad stuff   hidden somewhere, like... porn or cigarettes?","Confidence, Neutral"
What...? NO!,"Anger, Surprise, Confusion"
Chandler?,"Surprise, Confusion, Frustration"
"(he stands up and he feels very offended) I don't, and I'm offended   by the insinuation!","Anger, Frustration"
"Ok, so there's not a magazine under the couch, or a pack of cigarettes   taped to the back of the toilet tank, or a filthy video in the VCR?","Surprise, Confusion, Frustration"
"I'll admit to the cigarettes and the magazine, but that tape is not   mine.",Neutral
It isn't mine!,"Neutral, Confusion, Frustration"
"(going out with the VCR in his hand) Well, I guess we'll never know whose   it is!","Neutral, Surprise, Confusion"
May I help you?,"Confidence, Neutral, Anticipation"
Yes. We're here to make a rather sizeable donation to the children.,"Happiness, Contentment, Optimism"
"Well, any contribution, large or small, is always appreciated.",Contentment
"Well, I think you're gonna appreciate it the crap out of this one (she   gives him a check)","Happiness, Excitement, Anticipation"
"Well, this is very generous!","Happiness, Contentment, Excitement"
And we don't want any recognition. This is completely anonymous.,"Confidence, Neutral"
Completely anonymous. From two kind strangers.,"Contentment, Surprise, Excitement"
Mr. X and Phoebe Buffay.,"Happiness, Contentment, Confidence"
"Well if you like, we can include your names in our newsletter.","Contentment, Confidence, Optimism"
Not necessary.,"Neutral, Disgust, Frustration"
Buffay is spelled B-U-F-F-A-Y.,"Confidence, Neutral"
"And X"" is spelled uhm... ""Mike Hannigan"".""","Confidence, Surprise, Excitement"
"Right. Well, on behalf of the children: thank you both very much.",Contentment
"Sure, I so glad we did this. It feels so good!","Happiness, Excitement"
It does. It feels really good!,"Happiness, Contentment, Excitement"
"Oh, look! And we get these free t-shirts! (she takes a t-shirt which   was on the counter)","Happiness, Surprise, Excitement"
"Oh, actually, that's the shirt I wore to the gym.","Contentment, Neutral, Nostalgia"
Mhm... it's moist.,"Contentment, Neutral, Disgust"
(he enters) Hi!,"Happiness, Confidence, Excitement"
Hi! Emma will be up in a minute!,"Happiness, Anticipation, Optimism"
"Oh, good!","Happiness, Excitement"
"Oh hey Ross... Listen, I heard about you and Charlie. I'm really sorry.",Sadness
"Oh, that's OK. I'm sure there are tons of other beautiful paleontologists   out there.","Contentment, Confidence, Neutral"
Absolutely.,"Contentment, Confidence, Optimism"
There was one! She's it! All the rest look like they should live under   a bridge!,"Confidence, Anger, Disgust"
"So, uhm... what are you gonna do today?","Neutral, Anticipation, Confusion"
