Dialogue,Emotions
"Hey! Out of all of us, who do you think is gonna get married next?","Excitement, Anticipation, Optimism"
Probably Monica and Chandler.,"Happiness, Contentment, Love"
(to Gunther) Hi. Could I have a pack of,"Confidence, Neutral, Frustration"
"Oh umm, uh we don’t sell cigarettes, but they have them at thenewsstand across the street. (Points.)","Confidence, Neutral, Anticipation"
"That’d be great, thanks. (Gunther goes and gets them.)","Happiness, Contentment, Excitement"
"(to the gang) Oh my God, Melissa Warburton. I don’t think I havethe energy for this.","Neutral, Disgust, Frustration"
(Gasps when she notices Rachel) Oh my God! Ray-ray Green?! (Screams),"Surprise, Excitement, Nostalgia"
(screaming) Melissa!,"Fear, Surprise, Excitement"
"You have been M.I.A for the past seven sorority newsletters,what’s up with you?!","Anger, Confusion, Frustration"
Wh—(Turns and looks at the gang who’s staring)—Whydon’t I tell you over here? (She walks Melissa away from the gang.),"Fear, Disgust, Frustration"
So last I heard you were gonna get married. (Grabs Rachel’s handand notices that she doesn’t have a ring on it.) (Sadly) Oh poor Ray-ray.,"Sadness, Surprise"
"Oh no-no, no! It’s good! It’s all good! I-I actually work at","Happiness, Excitement"
Shut up!,"Anger, Disgust, Frustration"
I will not! I’m the divisional head of men’s sportswear!,"Confidence, Anger, Frustration"
"Oh shut up more! Now, are you friends with Ralph?","Anger, Confusion, Frustration"
Oh please…,"Confidence, Disgust, Frustration"
(excitedly) Are you?!,"Excitement, Anticipation"
No.,"Neutral, Disgust, Frustration"
"Listen, we-we have to have dinner. What-what are you doing tomorrownight?","Anticipation, Confusion, Frustration"
"Oh tomorrow, oh I don’t know. Um…","Confusion, Frustration"
You do now. You’re having dinner with me.,"Confidence, Excitement, Anticipation"
Shut up.,"Anger, Disgust, Frustration"
"I-I’ve got to go. This has been so great Ray-ray! (Gunther returnswith her cigarettes.) Oh, there you are. (Takes them from Gunther.) (To Rachel) Umm, solisten, just call me. Here’s my card. (Hands the card over.)","Happiness, Confidence, Excitement"
"Oh, wow thanks! (Reading the card) Oh you’re in real estate!","Surprise, Excitement"
"Oh no, that’s-that’s an old card. Umm, I wanted to get out ofthat and-and do something where I can really help people and-and make a difference.","Neutral, Frustration, Optimism"
Wow! What do you do now?,"Surprise, Excitement, Anticipation"
(quietly) I’m a party planner. I’ll see you tomorrow.(Exits.),"Confidence, Neutral, Excitement"
Okay! (Joins the rest of the gang.),"Happiness, Excitement, Anticipation"
Hey guys! Look who’s back! It’s Ray-ray!,"Happiness, Surprise, Excitement"
Shut up that was my friend Melissa from college.,"Happiness, Excitement, Nostalgia"
She seems,Neutral
She’s actually very sweet and we used to be very close.,"Sadness, Love, Nostalgia"
"Wait a minute, she isn’t… She’s not the one who you…","Surprise, Confusion, Frustration"
(excitedly) Who you what? Who you what?!,"Surprise, Excitement, Confusion"
(To Monica) Yes.,Neutral
Wow!,"Happiness, Surprise, Excitement"
(excitedly) Wow? Wow what?! Wow what?! Who you—what?!!,"Surprise, Excitement, Confusion"
It’s not a big deal!,"Confidence, Neutral, Frustration"
(To Joey) They were lovers.,"Sadness, Surprise, Love"
What?!,"Surprise, Confusion, Frustration"
What?!,"Surprise, Confusion, Frustration"
"No we weren’t! It was nothing! It was one night, senior year wewent to a party, had a","Confidence, Sadness, Frustration"
So that’s two of my wives.,"Confidence, Surprise, Disgust"
"(telling Chandler the seating arrangement) Okay so this is where theband is. (Points.) And this is where the bar is. (Points) And all these pins havepeople’s names on them. (She has pins to show the seating at each of the tables.) AndRach, here you are. (Points to Rachel’s place.)","Confidence, Excitement, Anticipation"
"Oh wow. Why don’t we just take me (Grabs her pin) and put me with aManhattan in my hand, talking to the cute bartender. (Puts her pin at the bar and laughs.Monica just glares at her.) These pins aren’t for playing are they?","Happiness, Excitement, Frustration"
"(To Chandler) Okay, the red ones are my guests and the blue ones areyours.","Contentment, Confidence, Neutral"
"This is so sad. I mean, I only have like ten pins.","Sadness, Disgust, Frustration"
"Chandler, relax it’s not a contest. (To Rachel) Certainly not aclose one.","Confidence, Neutral, Frustration"
(entering) Hello!,"Happiness, Confidence, Excitement"
Hey!,"Happiness, Surprise, Excitement"
Hey Rach. (Stares at her.),"Neutral, Confusion, Longing"
Stop picturing it!!,"Anger, Confusion, Frustration"
"Okay, I think that’s it. The seating chart is done. This is ourwedding. They all look like they’re having fun don’t they?","Happiness, Contentment, Excitement"
"Hey, so where are my parents gonna be?","Anticipation, Confusion, Frustration"
"Oh! (Gets up) Let’s see, well…if this is the wedding hall thenumm (Walks away) you’re parents will be at home in Queens.","Surprise, Confusion, Optimism"
"What they’re not invited?! Oh no, that’s terrible! They’regonna be crushed!","Sadness, Surprise, Frustration"
Why would they think they’re invited?,"Surprise, Confusion, Frustration"
(looking around) You got me. I don’t…,"Neutral, Confusion, Frustration"
Joey!,"Happiness, Excitement, Anticipation"
"Well, I’m sorry. I thought parents were coming! Y’know? Yourparents are comin’! Chandler’s parents are comin’! Ross’s parents arecomin’!","Confusion, Frustration"
Ross’s parents are,"Neutral, Anticipation, Nostalgia"
Well-well—see? Parents are comin’!,"Love, Excitement, Anticipation"
Y’know I think we should invite them.,"Confidence, Excitement, Optimism"
"Oh please, you just want more blue pins.","Confidence, Disgust, Frustration"
Well this is just sad!,"Sadness, Disgust, Frustration"
"All right, all right. Maybe I can fit them in if I just do somerearranging. But uh, Rachel may actually have to sit at the bar!","Confidence, Frustration, Optimism"
That is not a problem.,"Contentment, Confidence, Neutral"
(leaning down to her) Maybe you’ll order a little sangria?,"Confidence, Excitement, Anticipation"
"Oh, get out of here! (Jumps back and walks away.)","Anger, Surprise, Frustration"
"(motioning to a rack) So now, these are all the tuxedos that we make andif there’s anything that you like, we can make you a deal. Anything at all. (Grabs afew) But these are the three that Monica pre-approved.","Confidence, Excitement, Optimism"
"Well, thanks a lot for hookin’ me up Rach. I want you to knowthat I want you to attend our wedding as my guest.","Happiness, Love, Excitement"
I’m Monica’s maid of honor. Okay? Don’t try to blue pinme!,"Confidence, Anger, Frustration"
"(sees another rack) Well, what’s the deal with these? These-theselook nice.","Contentment, Excitement"
Oh they are nice. We-we custom-make tuxedos for celebrities and thenwhen they’re done with them they just send ‘em back.,"Contentment, Confidence, Neutral"
You mean like for award shows?,"Neutral, Anticipation, Confusion"
Some of them.,Neutral
"You mean these tuxes have been down the red carpet with peopleyelling, You are you wearing?! You look fabulous!""""","Happiness, Surprise, Excitement"
"Honey, might I suggest watching a little more","Contentment, Confidence, Love"
"Okay, who wore those? (Points to the tuxedos.)","Surprise, Confusion, Frustration"
"Umm, well let’s see uh, this one is Tom Brokaw.","Neutral, Confusion, Frustration"
Not bad.,"Contentment, Neutral, Optimism"
(reading a tag) This one is uh Paul O’Neil.,"Neutral, Confusion, Frustration"
Who’s that?,"Surprise, Anticipation"
"He plays for the Yankees. Seriously,","Happiness, Confidence, Excitement"
Pierce Brosnan?,"Neutral, Surprise, Excitement"
Uh-huh.,Neutral
Are you serious?,"Surprise, Disgust, Frustration"
Yeah.,"Contentment, Neutral, Confusion"
007?! This is James Bond’s tux?!,"Happiness, Surprise, Excitement"
Yeah.,"Contentment, Confidence, Neutral"
"Oh, I have to get married in James Bond’s tux!","Excitement, Anticipation, Optimism"
It’s a pretty cool tux.,"Happiness, Contentment, Excitement"
"Oh, it’s not just that, I would be England’s most powerfulweapon. Jet setting heartbreaker on her majesty’s secret service. A man who fears noone; with a license to kill. (Worried.) Would Monica let me wear this?","Confidence, Excitement, Anticipation"
We should really learn how to play the real way. (Moves another piece.),"Contentment, Frustration, Optimism"
I like our way. Oh! (Grabs a piece and jumps a bunch of Joey’s likein Checkers.) Chess!,"Confidence, Surprise, Excitement"
Nice move.,"Confidence, Excitement, Optimism"
Yeah.,"Contentment, Confidence, Neutral"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
"So Joey I just hooked Ross and Chandler up with some tuxedos for thewedding, do you need one?","Happiness, Confidence, Excitement"
"No, I’m performing the ceremony. I’m not wearing a tux.",Confidence
