Dialogue,Emotions
"(on phone) Okay, great!  Bye. (Hangs up as Chandler enters.) Soguess who’s coming to Thanksgiving dinner?","Surprise, Excitement, Anticipation"
Sydney Portier? Hehheh.,"Happiness, Surprise, Excitement"
"(not amused by Chandler’s joke) I miss Rachel. (To Chandler) No, myparents.","Neutral, Sadness, Longing"
"Oh! That’s great, they haven’t seen the place since I movedin!","Happiness, Excitement, Anticipation"
"Yeah, and y’know, if you could not mention to them that we livetogether, that would be great! (Quickly trying to change subjects), I was thinking wewould eat around four.","Confusion, Frustration, Optimism"
(shocked at the news) Why can’t I tell them that we livetogether?,"Surprise, Frustration"
"Because they don’t know we’re dating. (Again, trying toquickly change subjects.) Do you think we should eat in the kitchen? (Goes to the sink andthe stove to cook.)","Confidence, Neutral, Frustration"
Why haven’t you told them?!,"Anger, Confusion, Frustration"
"Um, well, I was going to, I-I-I really was. But um, then somewhere, justout of nowhere, I didn’t.","Neutral, Confusion, Frustration"
Why haven’t you told them?! Wouldn’t they be happy?!,"Happiness, Excitement, Frustration"
"(trying to change subjects, excitedly) So! Dinner in the kitchen aroundfour! I’ll see you then. (Pats Chandler on the shoulder and goes into the livingroom.)","Confidence, Excitement, Anticipation"
Why wouldn’t they be happy?,"Happiness, Contentment, Optimism"
"Well, um, because mainly, um, they don’t like you. I’m sorry.","Neutral, Sadness"
What? What? Why?!,"Surprise, Confusion, Frustration"
"Maybe because you used to be aloof, or that you’re reallysarcastic, or that, y’know, you joke around all the time. Or that you take off yourclothes and throw them on the couch.","Surprise, Confusion"
Is this why they don’t like me or why you don’t like me?,"Sadness, Confusion, Frustration"
"Look, I know that I should’ve told them. I know I shouldn’tcare what they think. I’m sorry.",Sadness
"Y’know, it’ll be okay. It’ll be okay. Because when theycome over, I will be all charming, I will make them fall in love with me, and thenwe’ll tell ‘em.","Confidence, Excitement, Optimism"
You really think that’ll work?,Confidence
"Hey, I can be pretty charming, babe, I won YOU over, didn’t I?","Confidence, Love"
(hugging Chandler) I don’t think you’ll ever get my parentsthat drunk!,"Happiness, Love, Excitement"
"Hey! (Sees Ross is there) Oh, good, Ross! You’re parents like me,right?","Happiness, Excitement"
"(only half-paying attention) Yes, of course they like you!","Contentment, Confidence, Optimism"
Well Monica just told me that they don’t.,"Neutral, Confusion, Frustration"
"(not paying attention) Yeah, they don’t like you.","Neutral, Disgust, Frustration"
(annoyed) Do you know why?,"Confusion, Frustration"
"I dunno, maybe it’s because you’re really sarcastic. Or maybeit’s cause you uh-","Confusion, Frustration"
(angry) Well if people don’t know they shouldn’t just guess!,"Anger, Confusion, Frustration"
"This is great, another Thanksgiving with nothing to give thanks for.","Sadness, Disgust, Frustration"
"Maybe I could give thanks for you shuttin’ up, eh?","Anger, Frustration"
Maybe I could give thanks by taking my,"Happiness, Contentment"
Well maybe I love ya’.,"Happiness, Love, Excitement"
[mocks that last comment].,"Disgust, Frustration"
Hey.,Neutral
Hey guys!,"Happiness, Excitement, Optimism"
"(trying to act manly in front of Janine) No I don’t want toplay video games, Joey!","Confidence, Neutral, Frustration"
Are you guys going to Chandler’s for Thanksgiving?,"Neutral, Excitement, Anticipation"
"Yeah! Yeah, why? What’s up?","Excitement, Anticipation, Confusion"
"Well, me and my dancer friends are thinking of doing Thanksgivinguptown. I thought you guys might like to come.","Excitement, Anticipation, Optimism"
For real?,"Surprise, Excitement, Optimism"
"No, but you should go to Chandler’s. Because none of us knows howto cook, we’ll probably just end up drinking all day.","Contentment, Neutral, Optimism"
"Ye-ye, we go to yours!","Contentment, Confidence, Excitement"
"Yeah, see, we-we-we have to stop across the hall, because it’s mysister. But, uh, uh y’know actually, growing up with a sister was nice because itreally helped me understand women. Yeah, you-you should tell your friends that.","Contentment, Confidence, Nostalgia"
(not sure of what to make of that) Okay.,"Neutral, Confusion, Frustration"
"How you got three women to marry you, I’ll never know.","Surprise, Confusion"
Hey!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
"Hey! Hey, Pheebs, check it out. Yeah, for my desert, I have chosen tomake a traditional English truffle!","Happiness, Confidence, Excitement"
"Wow, that sounds great! And what are you making Monica, in caseRachel’s dessert is...[about to say “bad”] so good that I eat all of it.There’s none left for anybody else!","Confidence, Excitement, Anticipation"
Nothing.,"Neutral, Confusion, Frustration"
(worried) Nothing?,"Fear, Confusion"
"No, sweetie, I-I trust you.","Contentment, Love"
"So, if-if I mess this up, there’s nothing else for dessert?","Fear, Frustration"
You’re not gonna mess it up.,"Confidence, Optimism"
"Wow, Monica, I love that, you really have faith in me. Thank you.Technical question, how do you know when uh, the butter’s done?","Happiness, Confidence, Excitement"
"Well, it’s done about two minutes before it looks like that.","Confidence, Neutral, Frustration"
Hey!,"Happiness, Surprise, Excitement"
"Oh, ooh the food smells great, Mon!","Happiness, Excitement, Anticipation"
And the place looks so nice!,"Happiness, Excitement, Optimism"
"Yeah, hey hey, Happy Thanksgiving everybody!","Happiness, Excitement, Optimism"
Happy Thanksgiving!,"Happiness, Contentment, Optimism"
Happy Thanksgiving!,"Happiness, Love, Excitement"
"Well, this has been great!","Happiness, Contentment, Excitement"
See ya!,"Happiness, Contentment, Excitement"
Whoa whoa whoa! Where’re you goin’?,"Surprise, Confusion, Frustration"
"Oh, oh, we did say we’d stop by this little thing Joey’sroommate is having.","Happiness, Excitement, Anticipation"
"Oh, Janine, the really hot dancer girl?","Love, Excitement, Anticipation"
"Some would say she’s attractive, yes.","Contentment, Confidence, Neutral"
And who else is going to be there?,"Neutral, Anticipation"
"Uh, some of her friends, yeah.","Neutral, Confusion, Longing"
Her dancer friends?,"Surprise, Confusion"
"(frustrated) Yes, all right? All of her hot dancer friends are gonna bethere and they’re gonna be, be drinkin’ and dancin, and we really wanna go!","Excitement, Frustration, Longing"
"(to Joey) Dude, we were good!","Happiness, Confidence, Excitement"
